CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-g	CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-r	CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-i	CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-z	WEIGHT
17.52489662	17.22524452	17.17883873	17.18990326	1.0
25.30294418	23.84168243	22.17980766	21.39846992	1.0
23.34586525	22.34980583	21.44525337	21.04535866	1.0
23.99655151	22.31506729	21.15398026	20.68409348	1.0
19.8646965	19.68450737	19.54447746	19.33431625	1.0
24.25045013	22.9166584	21.56790543	20.95828438	1.0
25.4697113	23.86943817	22.82464027	22.22539902	1.0
23.87327957	23.2233429	22.95368576	22.72574043	1.0
22.00528908	20.61171913	19.42798424	18.92772865	1.0
22.29575157	20.93020248	19.74581909	19.25525475	1.0
21.50839233	21.01124382	20.8286972	20.82192421	1.0
23.51434708	22.21927643	21.77808571	21.43255043	1.0
22.10822296	20.71050835	19.49996567	18.97381973	1.0
19.92393112	19.19828224	18.99111748	18.87855339	1.0
17.05891037	16.67057037	16.58162689	16.5574913	1.0
23.80053329	22.1655941	20.95824814	20.48445129	1.0
23.64053917	23.17872238	22.69289207	22.9239254	1.0
21.59713554	20.98436737	20.74834633	20.60995674	1.0
19.68371773	18.78936005	18.49887848	18.35313606	1.0
23.44337082	22.63843727	22.31528664	22.13389587	1.0
24.27527618	22.66827774	21.39698219	20.70649529	1.0
20.72224426	20.20493317	19.87603188	19.33368683	1.0
20.30463409	19.4304142	19.13016701	18.97414398	1.0
22.49303055	20.85102463	19.51553154	18.9637413	1.0
21.4282608	20.84465599	20.65518951	20.5584259	1.0
23.87600899	22.32979584	20.79903984	20.11511421	1.0
23.95233536	22.6815815	21.67247963	21.32213593	1.0
17.66553497	17.11863136	16.95897293	16.88353539	1.0
25.02510262	23.10573769	21.36350632	20.62011337	1.0
20.11655426	19.84660339	19.77026939	19.78719711	1.0
22.37916756	20.82086182	19.46120834	18.88013458	1.0
23.6032238	22.20409203	21.62679672	21.33230019	1.0
26.49463272	25.1441803	22.5937233	20.99772263	1.0
24.71244049	23.36300278	22.38380623	21.90329742	1.0
23.51377487	22.23304558	20.74000931	20.09373283	1.0
16.63046265	16.71374321	16.82959557	16.90452194	1.0
22.83469009	21.36467934	20.48493958	20.06243706	1.0
19.70418549	19.44146347	19.37604523	19.36891365	1.0
18.14602089	17.29026222	17.02632904	16.88163948	1.0
21.02608871	20.30850792	20.06139946	19.93078423	1.0
25.13844299	23.90511513	22.89782143	22.81879425	1.0
24.15598106	23.36618996	22.91924095	24.17954445	1.0
21.59713554	20.98436737	20.74834633	20.60995674	1.0
20.69608879	19.24530602	18.41116142	18.05109596	1.0
20.58427429	19.43341064	18.99905586	18.78610992	1.0
20.0537796	19.04001427	18.7083683	18.49669456	1.0
25.27537537	24.24131393	22.96092606	22.70536423	1.0
24.39450073	22.58477592	20.99165726	20.38406181	1.0
20.70137596	20.33645058	20.13561249	19.67225838	1.0
22.58726311	21.32654953	20.64559174	20.31302834	1.0
22.89232635	22.58596992	22.03486824	21.70160484	1.0
23.21506119	22.65390205	22.42873001	22.26512337	1.0
18.08049393	17.45948219	17.26806641	17.17846298	1.0
23.51486397	22.51954269	22.28198624	22.21524429	1.0
22.19822502	21.86367989	21.61281013	21.42033386	1.0
21.26405716	19.864048	18.95674133	18.57423973	1.0
23.15128136	22.33472633	22.12668419	22.03860474	1.0
23.31160355	22.16460037	21.70930672	21.46170235	1.0
20.91213799	19.44152641	18.71556473	18.39125633	1.0
22.70808029	21.26061249	20.01911545	19.53298378	1.0
21.20198059	20.93700409	20.87744522	20.85828781	1.0
17.49191475	16.97585297	16.83592033	16.77382088	1.0
21.48889732	21.2221489	21.20638084	21.27259254	1.0
21.89034081	20.45827866	19.33745384	18.87456322	1.0
24.11605072	22.55517006	20.96775436	20.31583595	1.0
24.94187355	23.44778061	21.72943687	21.09360504	1.0
99.0	25.04323006	22.61458397	21.68175888	1.0
24.15838242	22.68445396	21.50158691	21.03052902	1.0
23.85947037	22.46562576	21.53102493	21.1443119	1.0
25.27558899	23.91739273	22.84228325	22.36808777	1.0
21.49067116	20.73746872	20.45509911	20.28007507	1.0
23.7233429	22.87757492	22.64326668	22.59537697	1.0
24.75037575	23.15464211	22.01276588	21.40990067	1.0
18.285923	17.8744545	17.75364494	17.71129608	1.0
21.64588547	20.20490646	19.10516739	18.62866974	1.0
24.03250122	22.94860649	22.51027489	22.53124809	1.0
18.2610054	17.75967979	17.61164856	17.55378532	1.0
23.42563629	21.71030617	19.80254555	18.92828369	1.0
23.50536728	22.03767967	21.51329041	21.17298317	1.0
21.65529442	20.28612518	19.25691605	18.81299019	1.0
19.86845016	18.80533218	18.39849472	18.18187332	1.0
22.27540779	22.21317291	22.33680916	22.41160774	1.0
21.247509	19.82761574	18.67453384	18.20554543	1.0
20.60112	19.28988266	18.76777077	18.51833534	1.0
23.98778915	22.43609238	21.93247986	21.6642952	1.0
23.07212257	21.58761978	20.72968483	20.36704254	1.0
17.29137993	16.46728325	16.18004608	16.02458954	1.0
25.36287308	24.09407806	22.98634338	22.06165504	1.0
18.61512566	17.72743034	17.45786858	17.30962944	1.0
17.23897171	16.81803131	16.69371414	16.65620232	1.0
22.05142212	21.47411728	21.31456375	21.16543198	1.0
19.16882133	18.82240868	18.8020134	18.92115784	1.0
21.55860138	20.20444679	19.59468269	19.28471756	1.0
19.95328331	18.53639221	17.48675156	17.0407753	1.0
24.64752579	22.89645004	22.10879517	21.8215847	1.0
21.96234322	21.16086388	20.77362442	20.30483246	1.0
22.38093376	20.94361115	19.86541176	19.39501953	1.0
24.01097488	22.34361076	20.78328705	20.04189873	1.0
24.36099625	22.74386024	22.07535553	21.80786133	1.0
24.17149544	23.1610508	22.4230938	21.95385361	1.0
21.02602196	19.65477371	19.02312088	18.72089195	1.0
22.90858841	21.55013275	20.53634453	20.06139183	1.0
23.65220261	22.12564278	20.83827591	20.25501251	1.0
22.36554718	22.26578712	22.2526226	21.86035156	1.0
23.377882	22.93673515	22.81778145	22.85414314	1.0
25.02510262	23.10573769	21.36350632	20.62011337	1.0
23.24530602	22.07123947	21.18058014	20.8567543	1.0
22.86768532	21.38069725	20.55570412	20.23620796	1.0
24.02488899	23.0657692	22.60123253	22.35935211	1.0
23.55303192	22.59842491	22.37598228	22.05044174	1.0
25.31589127	24.10666084	22.68172073	22.09292603	1.0
22.31649971	20.72421455	19.15428925	18.46916771	1.0
22.67800713	21.18589401	20.5078373	20.19544983	1.0
23.18904495	21.61062813	20.09859848	19.47012329	1.0
20.78034782	20.09845924	19.56779099	19.26503754	1.0
21.06603241	20.7755928	20.66508293	20.57867432	1.0
18.85302544	18.13807487	17.89201736	17.76771736	1.0
20.10997009	18.66188622	17.71858025	17.30145836	1.0
22.06382179	21.5160656	21.3496685	21.26499367	1.0
20.03222084	18.51519775	17.08374214	16.48265839	1.0
23.98705673	22.66155624	21.48441315	20.97469139	1.0
23.8915596	22.84235001	22.40239716	21.85872841	1.0
21.60938644	20.35202789	19.72641373	19.45687485	1.0
22.30080795	20.86476326	20.08810806	19.74609375	1.0
24.34575844	22.83207321	22.23575211	21.94065094	1.0
24.3579216	22.3557415	20.04730606	18.98677254	1.0
23.55428314	21.85618401	20.4530983	19.87620735	1.0
23.55208015	22.39779282	21.31107712	20.81908989	1.0
24.22598648	22.55618095	20.97200775	20.25529289	1.0
23.6180191	22.90825462	22.78418159	22.63037491	1.0
24.6733036	23.11635208	21.58230019	21.06490898	1.0
25.70617676	23.81744194	22.0723877	21.48070335	1.0
21.80597878	21.47756386	21.40750504	21.30744362	1.0
20.76904869	19.22571564	18.37075996	18.04086304	1.0
22.54697227	21.99856377	21.83802986	21.81610298	1.0
99.0	24.88585091	22.90802383	21.70626831	1.0
21.80551529	21.46806717	21.35718727	21.36227226	1.0
23.03812408	22.70626831	22.75001144	22.17225075	1.0
23.41043472	21.70313835	20.00603485	19.337883	1.0
17.54855919	16.98108292	16.79546356	16.70438194	1.0
23.82050514	23.09715462	22.90976715	22.84584045	1.0
24.08628654	22.69886398	22.26016426	22.24468231	1.0
19.3705349	18.54329681	18.24220085	18.08352661	1.0
20.76515388	19.46099663	18.8872509	18.61590767	1.0
23.49155998	22.27088165	21.25667953	20.7670536	1.0
23.12230682	21.59195709	20.11487389	19.49656487	1.0
23.83122444	22.38714218	21.11521149	20.62097931	1.0
20.74868202	19.31689453	18.2238903	17.78640175	1.0
28.11292267	23.91350746	22.29250145	21.62360954	1.0
21.8817215	21.46065521	21.29591179	21.30693817	1.0
22.59745216	21.82769012	21.50823784	21.36069107	1.0
24.3236351	23.17248154	22.73475838	22.53373146	1.0
19.9507885	19.70101738	19.64966011	19.65638161	1.0
17.70807457	19.31237221	19.32224274	18.49273682	1.0
25.80878639	23.64625549	22.44131851	21.85138321	1.0
21.88606071	20.69930458	20.19531441	19.92500496	1.0
20.75323677	19.65145493	19.27276421	19.07162666	1.0
21.52475739	20.17370605	19.48848724	19.14767456	1.0
23.37895393	22.86375618	21.96110153	21.10704422	1.0
23.90227699	22.90540314	21.77865028	21.17336464	1.0
24.76450157	23.11334801	20.84300232	19.86645317	1.0
21.95849609	21.67480659	21.5636158	21.60919952	1.0
22.47082901	21.13420486	20.13843155	19.67449188	1.0
25.13515854	23.04116631	21.44007874	20.82065392	1.0
22.03443718	21.32848358	21.10620499	21.06983376	1.0
18.57975006	17.83235168	17.26318169	17.02275276	1.0
20.12928963	19.05395699	18.67277527	18.46082115	1.0
22.50680733	21.15590286	19.86168671	19.31155586	1.0
20.79924583	20.40287781	20.27464104	20.25567055	1.0
23.09052277	21.56511307	20.19641304	19.6348114	1.0
23.09971237	21.87900543	20.67819595	20.04401016	1.0
24.39128304	23.21397018	22.63251114	22.35669708	1.0
21.48000717	20.03612137	19.3137722	18.98001289	1.0
22.25972176	21.75185585	21.65784454	21.72020912	1.0
20.03735733	19.74296379	19.64408875	19.6040802	1.0
24.14536285	23.00367928	21.71478844	21.14829063	1.0
24.18858528	23.03353882	22.23386574	21.62647629	1.0
25.31515121	22.7277832	22.24723434	22.12056541	1.0
23.04494476	21.72054482	21.12094116	20.81799698	1.0
23.95594025	22.95606232	22.6054554	22.16078758	1.0
21.85967445	20.38273621	18.83259392	18.16522408	1.0
23.34418488	22.04551888	20.770298	20.22960091	1.0
23.62407494	22.2169838	21.37965965	21.00325584	1.0
22.35365677	20.90470123	19.67768288	19.1798954	1.0
25.87302971	23.89080811	22.74232864	22.06142044	1.0
22.83606911	21.35531425	20.16111183	19.67215919	1.0
24.22541618	23.01446152	21.68101883	21.05540466	1.0
18.1684742	17.92080498	17.8605175	17.84918785	1.0
20.15466881	18.81840134	17.9390316	17.55967712	1.0
23.79409599	22.48224449	21.26409149	20.7152977	1.0
24.00584221	22.65158653	22.04910851	21.7690258	1.0
24.99129105	23.36468124	22.06415367	21.34092331	1.0
21.36486626	20.7804451	20.60006142	20.50590515	1.0
21.64495659	20.16241455	19.21812057	18.82604599	1.0
22.49900246	21.30870247	20.86076546	20.62030029	1.0
21.07991791	20.63246536	20.4972477	20.42673111	1.0
20.9802227	19.47898293	18.20941734	17.66790199	1.0
21.48184967	21.17638397	21.09617805	21.04940414	1.0
24.04766273	22.59458733	21.64735222	21.2085247	1.0
22.72619247	22.63954544	22.26689339	22.25079536	1.0
21.57022476	21.33457565	21.36671257	21.35145187	1.0
24.66590309	22.91419411	21.3462162	20.71088791	1.0
23.71341515	22.17341232	21.51908875	21.3913765	1.0
25.00168228	24.49365234	22.29257011	21.28491402	1.0
22.17106438	20.73912239	20.11382484	19.82502937	1.0
26.60181808	23.87196732	22.83609962	22.55457115	1.0
25.24471855	23.87856102	22.03410339	21.43465614	1.0
22.45059013	20.99738312	19.57988167	18.96158218	1.0
21.9822464	21.84004402	21.81121254	21.80985451	1.0
21.07149506	19.96132851	19.55230904	19.3984623	1.0
23.40646172	21.8607254	21.01358795	20.65578461	1.0
18.86685181	18.50161934	18.38768768	18.36673546	1.0
21.00188828	19.5199585	18.36645126	17.87944031	1.0
23.7932148	22.34789085	21.7478199	21.5215416	1.0
23.94709969	22.42072678	21.93208694	21.39374352	1.0
22.13382149	21.77242279	21.68151093	21.7069416	1.0
23.43981552	21.9426403	21.44724846	21.1655426	1.0
21.33328819	20.81735229	20.65639496	20.56760979	1.0
21.99643707	21.55308533	21.46419525	21.46011543	1.0
23.99554253	22.95968819	22.58934784	22.34466743	1.0
24.21375084	22.89863014	22.5228653	22.31139946	1.0
22.31190681	20.93084335	19.63040733	19.09339523	1.0
24.328619	22.85732269	21.76669693	21.42399406	1.0
25.0597496	23.65740013	21.95822716	21.3337307	1.0
17.13748932	16.79141998	16.70436478	16.67734718	1.0
25.14788055	23.70823669	22.35502052	21.71776009	1.0
24.14665031	23.30216026	22.6176548	22.29771423	1.0
19.59776878	19.37854576	19.29606056	19.31801414	1.0
21.3789711	20.01541519	19.36112404	19.07002449	1.0
22.03050423	20.83352661	20.0145092	19.62446594	1.0
23.24085045	21.69912338	20.62592888	20.20494461	1.0
18.53279305	18.25060272	18.18522072	18.1837101	1.0
17.6028595	17.17421341	17.03518105	16.96520424	1.0
19.83202744	18.37870407	17.34579468	16.89764786	1.0
21.49131966	20.01814461	18.92190361	18.45199013	1.0
23.53129005	21.97768974	20.664217	20.06303024	1.0
19.76569939	19.48859596	19.42591476	19.42028999	1.0
19.81388283	19.76218414	19.55779457	19.53094864	1.0
23.38863754	22.43060684	22.15550995	21.93343353	1.0
18.93654442	17.52103424	16.28350067	15.74975491	1.0
23.59873581	21.88884163	20.8537159	20.48768044	1.0
24.71302605	23.22863579	22.07495308	21.48504639	1.0
24.9842453	22.67421532	20.85911942	20.02866173	1.0
24.35379601	22.68430138	20.42376137	19.43582344	1.0
20.18034935	18.73176765	17.83870697	17.45482635	1.0
22.84464264	21.58566666	20.46239281	20.03113365	1.0
21.0837307	19.69995308	18.71370697	18.28070259	1.0
99.0	25.02393532	22.68757439	21.46128082	1.0
21.77497482	21.55484772	21.49165916	21.64564896	1.0
19.60384178	19.2846489	19.20496368	19.20025635	1.0
21.12975121	19.65360451	18.8137722	18.4194088	1.0
19.30117798	18.93939972	18.84969139	18.82843971	1.0
20.76686859	20.38109207	20.24154663	20.22270012	1.0
19.21724319	18.66513252	18.49759483	18.42020416	1.0
99.0	21.78126717	21.94374847	22.19212532	1.0
16.70496941	16.23762894	16.10998154	16.06352234	1.0
23.97623825	22.42187309	21.02506447	20.37493324	1.0
20.2927494	19.26760864	18.92774963	18.7457428	1.0
22.99659729	21.6506958	21.02635002	20.75180244	1.0
20.89604378	19.70566559	18.62698555	18.13546753	1.0
23.69432068	22.86023521	22.44181252	22.45780373	1.0
23.03755951	21.90937805	21.55505753	21.30946541	1.0
20.59425735	20.25773811	19.98214149	19.8511219	1.0
22.42802048	20.94651413	19.58275795	19.00864601	1.0
25.34052277	23.73647308	21.32934952	20.23876572	1.0
23.91782379	22.23146057	21.04488945	20.50751495	1.0
23.31251907	21.7870369	20.64491081	20.15633774	1.0
23.79272461	22.43488312	21.25768661	20.8123188	1.0
23.2152977	21.80680847	21.00781059	20.69167519	1.0
24.79243469	23.33063126	22.09914589	21.61931229	1.0
23.2881279	21.79118729	20.71004868	20.27129936	1.0
23.09730339	22.76955032	22.51050186	22.51942825	1.0
23.41195297	22.03957558	20.8448391	20.37859344	1.0
22.33920097	21.50546265	21.16086388	21.00633812	1.0
24.02271271	23.1034832	22.23454857	21.79174423	1.0
21.54350662	20.10210037	18.83426094	18.29607964	1.0
21.88171005	20.38274765	19.23467827	18.7580452	1.0
21.18675613	20.79246902	20.70118713	20.65678787	1.0
18.90913582	17.65047646	17.1895752	16.96160889	1.0
23.95450783	22.0825882	20.20101929	19.41771889	1.0
20.20751953	19.90391922	19.84817886	19.8192215	1.0
21.59817314	20.20346642	19.32884979	18.915905	1.0
21.95001984	21.50610542	21.33619308	21.25738525	1.0
17.77540207	17.47643471	17.40552521	17.39195061	1.0
22.35602188	21.99546432	21.94889641	21.7573185	1.0
25.66987228	24.46195602	22.23748779	21.57569122	1.0
23.64175415	22.84520912	22.67963409	22.22515106	1.0
22.96512413	22.63272858	22.47797966	22.48228264	1.0
21.1733551	20.97397614	20.83588219	20.86940575	1.0
23.44664955	21.93942451	21.23577309	20.90460205	1.0
17.03978539	16.60830307	16.51469803	16.46622849	1.0
23.90678787	23.00425339	22.74373627	22.45535469	1.0
21.80402184	20.66447639	20.25559998	20.06270599	1.0
18.76551056	17.41332817	16.78536034	16.48934364	1.0
21.79972649	21.07064819	20.47358322	19.88784218	1.0
21.82588768	20.43961906	19.39560509	18.97476196	1.0
23.78197289	22.17500496	21.18580055	20.70973969	1.0
25.33802795	23.41339874	22.11073875	21.529459	1.0
19.12842369	17.76868629	17.17614937	16.90232468	1.0
24.1751461	22.63401985	21.31313896	20.79723549	1.0
21.35126495	20.46907616	20.16581535	20.03223991	1.0
19.99791718	19.83387756	19.62694359	19.63328743	1.0
20.16143608	19.87338257	19.78380775	19.81703949	1.0
24.40730095	22.60419083	21.42899704	20.91332436	1.0
23.80190659	23.04240036	21.48013115	20.472929	1.0
21.71660423	20.36624908	19.68533134	19.37880516	1.0
23.12249565	21.85207558	21.34071541	21.15294266	1.0
24.40308952	22.70771599	21.5200386	21.1134243	1.0
17.24931526	16.97485733	16.90734291	16.9045639	1.0
23.03012276	21.68338013	20.95751381	20.65751839	1.0
24.14179802	23.06951904	22.75250816	22.59815788	1.0
20.90605164	20.55861664	19.58658028	18.77206802	1.0
18.91941643	18.67640877	18.6184845	18.62357712	1.0
21.12336349	20.04479408	19.66658783	19.47146225	1.0
23.42404747	22.10034561	21.61709595	21.32198143	1.0
21.35984993	20.83059502	20.69435883	20.59052086	1.0
24.52526474	23.0935936	21.4376812	20.65191078	1.0
21.72021675	20.63444519	20.2026329	20.00755692	1.0
24.77747917	23.19326019	22.04142952	21.34432983	1.0
25.53151894	23.94614983	22.66664314	22.21808434	1.0
21.55628395	21.03171539	20.8678875	20.81951523	1.0
23.63201141	22.30612946	20.92586517	20.40655136	1.0
21.4248867	20.0585289	19.3728981	19.04424667	1.0
22.41021156	20.88808441	19.3072052	18.63849068	1.0
24.20187759	22.62433243	21.25996971	20.71050262	1.0
25.15508652	24.11905289	22.49761391	21.56334114	1.0
19.85086823	18.62740898	18.13816833	17.89379311	1.0
20.60365486	19.24669647	18.01102066	17.46872711	1.0
20.54262924	20.56361389	20.45244789	20.48995209	1.0
24.47496796	22.82886887	22.31814766	21.95413589	1.0
20.64499092	20.68294716	20.39198875	20.35899162	1.0
22.36270332	20.84030151	19.80894661	19.37928391	1.0
26.36467361	24.20668983	22.63071823	22.16996574	1.0
22.34952545	20.69884109	18.82876587	18.0236702	1.0
20.34274483	18.95426178	17.78773117	17.28809166	1.0
23.57407951	22.23320389	20.86348152	20.36051941	1.0
21.09939003	20.76235771	20.70023727	20.63664246	1.0
20.96723747	20.76042938	21.12075233	21.52070999	1.0
21.26119232	19.60428047	17.93914413	17.21663284	1.0
26.36150932	24.04529381	22.76294899	22.41614532	1.0
21.61510086	20.12592125	19.02807808	18.5610199	1.0
25.00848007	23.34694672	21.66348076	21.09194946	1.0
20.79338264	20.51070213	20.43560982	20.45445442	1.0
23.31219864	22.02265167	21.29346275	21.04038048	1.0
25.95859909	23.98442841	22.74234581	21.92491722	1.0
26.25714493	23.28741646	22.32204628	21.8913002	1.0
21.75994492	20.24287605	18.66187286	17.97999763	1.0
24.61680222	23.87970924	21.92137146	21.01937866	1.0
23.90839767	22.61021042	21.99014282	21.75753784	1.0
22.04181862	20.57528877	18.96954155	18.30615997	1.0
24.40527344	23.00227356	22.40109825	22.42238045	1.0
24.02588654	22.6545372	21.53155327	21.07143402	1.0
20.384161	19.08021545	18.55230141	18.28313828	1.0
22.97607422	22.82790184	22.77775383	22.7241745	1.0
22.41223335	21.0730629	20.49479103	20.2124157	1.0
24.66085625	22.8921814	21.59854889	20.98748398	1.0
22.29117775	21.05116653	20.5871067	20.34484863	1.0
22.03218079	21.76057053	21.72077751	21.66879082	1.0
19.94240189	19.11484337	18.83496284	18.6750679	1.0
21.7269268	21.43092155	21.28570366	21.26907158	1.0
24.18338394	22.6913662	22.12919998	22.15797806	1.0
18.78255653	18.29213333	18.1265049	18.06131554	1.0
23.82051468	22.88932419	22.57806396	22.46055222	1.0
22.56306267	21.1557312	19.71744156	19.11997986	1.0
25.65303993	23.9199791	22.81779861	22.31666946	1.0
22.11195374	21.50317955	21.27967644	21.23285675	1.0
21.66739464	21.26885033	21.13973618	21.22207642	1.0
18.0310154	17.43917084	17.24243164	17.14705849	1.0
21.30567932	19.91173172	19.22404861	18.89956093	1.0
23.52862549	22.46957397	22.12701607	21.77804184	1.0
21.16317177	19.7768364	19.04549217	18.72206306	1.0
22.98429871	21.86254311	20.87177086	20.36213493	1.0
17.64915085	17.24677086	17.11664581	17.06859589	1.0
18.06167221	17.41158867	17.20741081	17.13468552	1.0
23.98286247	22.40785789	21.31675911	21.06568718	1.0
22.32509613	20.86653328	19.53613853	18.86089706	1.0
18.6850853	17.53420639	17.06363487	16.82885361	1.0
22.15855217	20.86943054	19.78762817	19.29900551	1.0
18.86959648	18.13411331	17.88094711	17.75549889	1.0
20.97012329	20.05480766	20.02182961	19.4999218	1.0
24.83751488	23.41923141	22.18396759	21.63395119	1.0
24.10934448	22.59365654	21.86565208	21.41856194	1.0
22.33860588	22.266325	21.95084763	21.74402428	1.0
21.29545593	21.33764648	21.36910057	20.96240234	1.0
23.35224533	21.88454437	20.8421936	20.32140732	1.0
24.22435188	22.81476784	21.61630058	21.1814003	1.0
18.34212112	16.96201134	16.30455208	16.00535202	1.0
23.92393112	22.45360374	21.02934265	20.44684219	1.0
25.57264709	23.64205742	21.94996071	21.46261597	1.0
20.80702209	20.26287842	20.08595467	19.98819923	1.0
24.85472488	23.50301552	22.39213181	21.94111252	1.0
22.1934185	21.91254997	21.81336212	21.75174904	1.0
24.13787079	22.39419174	21.17995834	20.69070435	1.0
23.13328552	21.64374542	20.57441711	20.07769966	1.0
23.09113121	22.46650505	22.38083267	22.18086815	1.0
20.60380554	20.10785866	19.891819	19.75371742	1.0
23.09602547	21.45584297	19.68403053	18.89214897	1.0
23.35172462	21.87983131	20.87304306	20.4561615	1.0
