CONFIGURATION_4-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_4-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_4-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_4-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_4-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	WEIGHT
0.23204613	19.90369034	234.12802	0.6478161715366685	22.25630188	1.0
0.6974129	21.72570229	278.1712	0.8546764887484897	21.74773026	1.0
0.45591432	21.17765427	213.16554	1.0204527893872946	21.99291992	1.0
0.5358245	20.25721359	229.48138	0.5458615339813051	20.82353973	1.0
0.34137768	18.28651428	166.58763	0.39395993086121106	20.77955055	1.0
0.20170973	19.27798653	194.77156	1.1800647715715122	20.19363594	1.0
0.51867926	20.54713249	213.5936	1.1493860415651174	22.74518394	1.0
0.31448537	18.26796341	249.02046	0.8612303247291992	21.14198303	1.0
0.7123307	20.93286324	381.47742	0.7884983830815019	21.9780407	1.0
0.5424488	20.64513779	265.6641	0.7079523966068423	21.8385849	1.0
0.36489692	19.62246895	234.15141	0.7422934729701853	21.0708313	1.0
0.26273602	18.21204376	243.74855	1.1464027917247204	22.8476162	1.0
0.5069189	21.67200279	254.64482	0.7947943448728425	20.37921333	1.0
0.70335895	21.50141716	296.5016	1.1198411210630967	21.71086121	1.0
0.26968777	19.92400742	246.40521	0.898918731527848	21.45811653	1.0
0.4606318	20.95364189	209.1985	0.9453417935468438	21.35843658	1.0
0.51891595	20.66398811	242.995	0.957631006969687	21.70194626	1.0
0.5230014	21.84448051	225.54478	0.9146227866705828	21.31147957	1.0
0.33162495	20.52482414	241.60341	0.3441656149427338	19.77507401	1.0
0.37201685	20.56262016	236.53464	0.5394039299047696	20.99081039	1.0
0.47365856	21.92159653	213.72662	0.8826540440187589	22.01493645	1.0
0.43019426	20.59216118	199.68529	0.7464596646122894	21.08413124	1.0
0.48739868	21.36175346	255.94835	1.123819257393461	22.7468586	1.0
0.39019206	20.95107269	203.99036	0.5096529990726293	20.9185009	1.0
0.1901111	17.92448807	211.48976	0.24490190797426586	20.57709694	1.0
0.27743375	20.25763512	207.9054	0.6249199401770615	21.23900986	1.0
0.50534713	21.05889702	209.77327	1.0069377459387314	22.11266518	1.0
0.5931653	21.33685303	257.1426	1.1794422403923568	22.85786247	1.0
0.4832555	19.89829636	274.96024	0.9865630908228336	21.81602669	1.0
0.46285558	19.96764946	196.16258	0.8310855204684662	21.07627106	1.0
0.6172721	21.06536102	276.46576	0.7625895767795882	20.78083992	1.0
0.49377078	20.65342522	246.67004	1.0679578130112417	21.76888847	1.0
0.46601307	21.33949661	275.2708	1.164308567044742	22.93286324	1.0
0.47537842	22.7665329	180.62416	1.1246006380647007	22.34926224	1.0
0.58514816	21.23235321	260.89062	0.7757171290365685	21.70828629	1.0
0.5167579	20.7016983	265.11194	0.7997069153006617	21.60785103	1.0
0.45214903	21.32445526	251.44368	0.5134391039214102	20.55566406	1.0
0.4716185	21.82395363	279.32712	0.6086431888785473	20.47591782	1.0
0.19573781	18.93386459	186.22325	0.936604744912508	21.90216446	1.0
0.17599277	21.03635406	183.2198	0.5754579967259669	20.65996742	1.0
0.17027903	18.75285149	238.62703	0.5957639541403815	19.364048	1.0
0.63983667	20.03757858	274.97305	0.8718459661700968	21.43718147	1.0
0.22942683	20.14793968	235.15346	0.7886402455190887	21.18185997	1.0
0.4496163	21.12755966	300.0565	0.6883565371381781	19.8249073	1.0
0.49736413	21.18263817	234.0331	1.1240569454436813	21.86131096	1.0
0.5438868	21.59597778	295.80872	0.5870167813480973	20.87522697	1.0
0.55153114	21.13609123	200.02202	0.6918284831437124	21.87416077	1.0
0.5997056	20.21147346	245.87053	0.9450573500084016	20.7354908	1.0
0.4414696	19.57440186	238.59723	0.8200402102857555	21.04480743	1.0
0.566849	20.29392242	307.58	0.5986640473474039	21.49321365	1.0
0.59308	20.50676727	330.18576	0.7779895219797637	21.30761719	1.0
0.5242978	20.75038338	260.49643	0.9892789733175891	21.87095833	1.0
0.36501044	20.72476959	224.07031	1.1451877585250543	22.17148018	1.0
0.47868356	19.7707386	233.46976	0.908784974797796	21.00385857	1.0
0.13411762	18.61737061	129.61078	1.1408871701384238	22.8476162	1.0
0.13674647	18.24031639	191.00688	0.8019062677071747	21.62122536	1.0
0.6501427	20.55236435	225.1633	0.8548511074685974	20.82368088	1.0
0.17423406	19.99601746	204.06969	0.8813279355087744	21.38735008	1.0
0.5281199	20.85883713	229.27887	0.845510383979778	21.43718147	1.0
0.1990365	20.5085392	219.18213	0.5138672262884532	21.0595417	1.0
0.5075454	22.64348412	227.92442	0.7333151453506221	21.60827065	1.0
0.3903411	20.47708511	226.09822	1.077387383817622	21.61871529	1.0
0.4314796	20.90025139	214.03545	0.6009587607363047	20.4442482	1.0
0.52214044	19.82671356	256.30917	0.9381289523070706	22.17059326	1.0
0.57568014	20.89892387	280.57104	0.9994333007505345	21.77249146	1.0
0.32330528	21.86709023	294.7869	0.567892611088615	20.51898766	1.0
0.37040964	20.93207932	286.3503	0.399778135038677	20.3923645	1.0
0.5291266	20.35259628	154.41606	1.0658121798092934	22.36481094	1.0
0.4914047	20.92923164	175.9659	1.0919418969439036	22.06048965	1.0
0.27109355	20.12218666	258.43527	1.1886944619880375	22.94490433	1.0
0.4624209	21.21855736	181.8386	0.7558623630270362	21.50438499	1.0
0.32177997	20.3751297	276.3382	1.0781875812372173	20.33013725	1.0
0.30976826	19.5166893	202.29707	0.6096196014050916	21.84386635	1.0
0.5175369	22.73227501	267.71103	0.6640081597097314	17.23088074	1.0
0.55627054	21.1249218	322.12744	0.7879728965809669	21.91354942	1.0
0.3226594	21.501791	250.07382	1.0112697684803864	21.78372574	1.0
0.32469377	18.70895576	231.13979	0.5693832987171246	21.09017754	1.0
0.45707762	22.03824615	223.54309	1.0207429344151127	21.55227852	1.0
0.57454485	21.29176712	384.39374	0.9468978679718847	22.0163517	1.0
0.25568393	18.83447456	229.54904	1.0073856663272627	22.64427567	1.0
0.35322022	21.09687424	228.27048	0.3675267482019664	22.06337166	1.0
0.6261472	20.94131851	248.47604	0.9227768131376746	21.41299057	1.0
0.5914596	21.22300148	191.28123	1.141674791941368	22.65710258	1.0
0.33227745	21.26046753	264.9663	0.41600717864776415	22.98897934	1.0
0.43063867	21.76194763	220.72789	0.7386362020335853	21.90040779	1.0
0.5809302	21.92818069	202.495	0.8573008579156425	20.87412834	1.0
0.59838766	21.04379272	231.56662	0.6157396556658868	20.9355793	1.0
0.62110496	20.68307877	224.69138	0.6607981736970171	20.07374954	1.0
