CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_17-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_17-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_17-PLANE_1-OBJECT_2-REDSHIFT	WEIGHT
22.53559303	20.4685154	19.76682281	19.35455704	0.64963110616028	1.1887470662912003	1.0916982841584901	1.0916982841584901	0.68105861424	0.96994229839	0.9802419464700001	0.9802419464700001	-0.10687185	-0.03218525	0.4576877	0.4576877	1.0
22.19867516	20.23744392	19.59989357	19.25078583	0.55650366127585	0.5364593974149601	0.5669469947191901	0.5669469947191901	0.35500780691000006	0.87702004574	1.06183676545	1.06183676545	0.27037451	-0.45393591	0.4635665	0.4635665	1.0
21.12197876	19.30837822	18.68148804	18.31177711	0.9279746275704501	0.9461115555646501	0.9869250359668401	0.9869250359668401	0.31365050987	0.77624341907	0.8487999458600001	0.8487999458600001	-0.06548366	0.04735749	0.4106737	0.4106737	1.0
22.59643745	20.69294548	19.7374382	19.28795242	0.10938165771749	0.51921810490895	0.42719171015046004	0.42719171015046004	0.40606705297	0.43825654084000004	0.51418755225	0.51418755225	-0.03119727	-0.1814095	0.58945125	0.58945125	1.0
22.52698135	20.57477951	19.87017632	19.50769806	0.43378877338615	0.5434823618512501	0.43421117878549004	0.43421117878549004	0.41409772378000004	0.77414678044	0.97159505088	0.97159505088	0.47128145	0.00120943	0.47310844	0.47310844	1.0
21.17505836	19.48356247	18.89828873	18.56213951	0.8655342246516101	0.84669754293539	0.9112073246289101	0.9112073246289101	0.67859471978	0.72340669803	0.75514562482	0.75514562482	-0.12839159	0.0792853	0.35778055	0.35778055	1.0
22.06757545	20.19619179	19.43549919	19.02892876	0.6139338471060201	0.6532043476493001	0.8818392469570001	0.8818392469570001	0.67325452582	1.29627806359	2.00796129203	2.00796129203	-0.10753606	0.10381343	0.47662577	0.47662577	1.0
21.40896034	19.51465034	18.83549118	18.45968246	1.1395446575152302	1.8561450386870901	1.8862091093624902	1.8862091093624902	0.7596412574	1.80510968659	1.5418332867400002	1.5418332867400002	-0.04976814	0.12899121	0.4413811	0.4413811	1.0
22.00802422	20.23946762	19.27759552	18.84837532	1.0560834814691302	1.5079607984422903	1.5903199677551803	1.5903199677551803	1.5304779514	1.3770717793100002	1.5578422676900001	1.5578422676900001	0.03028246	-0.02722547	0.60301423	0.60301423	1.0
21.54366493	19.73409081	19.13936043	18.79044724	0.7867926915670101	0.8690774523281501	0.7279562702241701	0.7279562702241701	1.19007026074	1.85047070101	1.34289065293	1.34289065293	-0.00352742	0.13625656	0.36930585	0.36930585	1.0
