CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_6-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_6-PLANE_1-OBJECT_1-MASS_PROFILE_1-e1	CONFIGURATION_6-PLANE_1-OBJECT_1-MASS_PROFILE_1-e2	CONFIGURATION_6-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_6-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_6-PLANE_1-OBJECT_3-REDSHIFT	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e1	CONFIGURATION_6-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e2	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_6-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_6-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e2	WEIGHT
21.17505836	19.48356247	18.89828873	18.56213951	0.8655342246516101	0.84669754293539	0.9112073246289101	0.9112073246289101	0.67859471978	0.72340669803	0.75514562482	0.75514562482	-0.12839159	0.0792853	-0.12839159	0.0792853	0.35778055	179.4155	21.37498283	19.6035881	19.00005341	18.67560577	1.5761681646610601	1.5011457214355002	1.43992955724822	1.43992955724822	0.64902560611	0.8528145119900001	0.8599933152800001	0.8599933152800001	0.35778055	-0.05734502	-0.06674725	24.62698174	22.48325348	21.34854126	20.82204056	2.85777175884763	2.8656453055439606	2.69395977552166	2.69395977552166	1.4599636958800002	1.5360721612800001	1.39561325038	1.39561325038	0.69472018	-0.04867062	-0.08271864	1.0
22.46145058	20.58550262	19.63134003	19.21953201	0.72583827532615	0.6376893847289501	0.53044288896359	0.53044288896359	0.53225222536	1.2236049068200001	1.09738797718	1.09738797718	-0.08522154	-0.43198883	-0.08522154	-0.43198883	0.58514816	260.89062	22.51463509	20.64307785	19.63593674	19.19797707	0.6093202761894001	1.23456720157856	1.4699068187535502	1.4699068187535502	0.44525883168	1.3634534552100002	1.5276906300600002	1.5276906300600002	0.58514816	0.01322773	-0.01027076	22.88845062	22.44529724	21.82905579	21.69124031	1.9574880564473602	7.216272605884471	6.557168111409121	6.557168111409121	0.62059450659	2.33246810789	2.29007262098	2.29007262098	0.79029625	0.09561006	0.16274434	1.0
22.5204258	20.65884781	19.93326378	19.54745674	0.63607846085303	0.6736884972992101	0.6380559506862802	0.6380559506862802	0.69505717585	0.7718461695300001	1.26091546757	1.26091546757	-0.30588523	-0.19917135	-0.30588523	-0.19917135	0.49486473	324.69107	22.42772293	20.45159912	19.73848343	19.32209778	0.31330273409232	0.38932315733354	0.36160080038638004	0.36160080038638004	0.5255302846300001	0.85787974997	0.87013952653	0.87013952653	0.49486473	-0.20953841	0.03202782	23.76945496	21.6738987	20.44720268	19.94563675	0.48579036167242007	0.7238547172965302	0.85031313452804	0.85031313452804	0.6193014223800001	1.04450498129	1.45459622619	1.45459622619	0.76822728	-0.02170508	-0.09291909	1.0
22.16420746	20.26752472	19.58054543	19.17410278	0.55634580793419	0.6846680578815302	0.61945489455194	0.61945489455194	0.40958030165000003	1.1946062743399999	1.10830500987	1.10830500987	-0.05954977	0.17013382	-0.05954977	0.17013382	0.47872168	200.73074	22.1410408	20.39308929	19.65905571	19.29047012	0.7841796320019101	0.62019844885152	0.6199443530715701	0.6199443530715701	0.54523422885	0.38631185005	0.47989236803	0.47989236803	0.47872168	0.02065788	-0.19792894	23.42396927	21.57806206	20.8359623	20.38283348	0.9445044574261202	1.01903513396252	1.2761173096966703	1.2761173096966703	0.34651143411	0.7866324187700001	0.9797949911200001	0.9797949911200001	0.60454606	0.25647331	-0.03440909	1.0
19.99945831	18.41036987	17.88261414	17.56245232	0.9905682003979601	0.9814952839923301	1.0002030042581902	1.0002030042581902	0.8556341902200001	0.9954864995100001	1.14305323	1.14305323	-0.05000526	-0.06387437	-0.05000526	-0.06387437	0.28610924	241.27338	20.19379997	18.5729866	18.04458237	17.73210526	1.6687137350166503	1.7530341664237001	1.70868412070305	1.70868412070305	1.11201019332	1.1370203440100002	1.19230628674	1.19230628674	0.28610924	0.12826013	-0.08838255	22.29279327	21.48492622	20.89181709	20.72275352	0.74238175983411	0.7928024055475101	0.8364524997228001	0.8364524997228001	0.38038803805000004	0.72536532215	0.65510018812	0.65510018812	0.71415068	0.24217804	-0.24196574	1.0
22.4110508	20.55881882	19.61348534	19.11259079	0.7591524271558101	1.1687592346506501	1.1484535852889002	1.1484535852889002	0.5302624988600001	1.05107774842	1.37837138329	1.37837138329	-0.00719098	-0.08220648	-0.00719098	-0.08220648	0.58356386	315.86777	22.58933067	20.70284081	19.92446899	19.5312767	0.6809115662691201	0.66280386079404	1.61437280757391	1.61437280757391	1.8267596519700002	1.44621431888	3.8444289157200005	3.8444289157200005	0.58356386	-0.01415145	0.02667907	23.91972542	22.74009895	21.68924332	21.30795288	0.6809115662691201	0.66280386079404	1.61437280757391	1.61437280757391	1.8267596519700002	1.44621431888	3.8444289157200005	3.8444289157200005	0.76745088	-0.01415145	0.02667907	1.0
22.25168228	20.36055183	19.63933754	19.27543831	0.4148298596715801	0.75173153069576	0.6395475442034	0.6395475442034	3.82096931046	0.98955688836	1.1514067937999999	1.1514067937999999	-0.07325287	-0.03249866	-0.07325287	-0.03249866	0.4720902	265.30457	22.32259178	20.39339828	19.65803528	19.27474022	0.50380548582438	0.8404213318649302	1.1178141703299502	1.1178141703299502	0.34706498599	1.7904513526599999	1.77313436488	1.77313436488	0.4720902	0.0513146	-0.05255425	22.95201874	22.41034889	21.77345657	21.18784523	0.83080994586134	1.49572777660929	1.7035478451869503	1.7035478451869503	0.46913404006000003	1.00701144881	1.15387582991	1.15387582991	1.08388822	-0.03451362	-0.08768794	1.0
22.33688545	20.38126183	19.53741264	19.11225319	0.6417541293732401	0.9021315058920402	0.89239260960371	0.89239260960371	0.6449282686200001	0.93952617481	0.94027110127	0.94027110127	-0.18794431	0.28234153	-0.18794431	0.28234153	0.5499206	211.77452	21.71466064	19.73511696	18.91674805	18.50557518	1.2345999198989401	1.8694063178821203	1.9793160387215203	1.9793160387215203	0.69931353103	0.9773376164300001	1.1914747044100003	1.1914747044100003	0.5499206	-0.10068143	0.08436111	21.76280403	21.05207253	20.26263428	19.88953209	0.45620486439112	0.5984323410146201	0.5177477518083501	0.5177477518083501	0.48323449576000005	0.56330222102	0.4848373703	0.4848373703	0.81125781	0.47735438	0.445027	1.0
22.39340782	20.5814991	19.56901741	19.09222794	0.6341667375966701	1.0552533158228201	0.9740584240187701	0.9740584240187701	0.59390037479	0.96438847216	0.91399219387	0.91399219387	0.13541875	0.03202549	0.13541875	0.03202549	0.6438877	239.1276	22.5525856	20.66864967	19.68175316	19.23945808	0.6395319106260201	0.5867395705730201	0.68181224832755	0.68181224832755	0.8068514774200001	0.67234901682	1.2495360572100003	1.2495360572100003	0.6438877	-0.20470793	0.03677448	23.33204079	22.33501244	21.30257607	20.95412636	8.74788003328412	0.9907343657783502	1.12052294457387	1.12052294457387	4.27932564734	1.15012361943	1.43044537014	1.43044537014	0.87505901	0.1323245	0.01966641	1.0
22.36594009	20.54111099	19.65045929	19.21881866	0.8978117413699601	1.1524005171422502	0.9862614970581501	0.9862614970581501	0.74154140804	1.53339344053	1.6798219043900002	1.6798219043900002	-0.05254448	0.06546205	-0.05254448	0.06546205	0.5812345	232.17596	22.33779144	20.50576401	19.64682007	19.23586845	0.47702226820796007	0.5151159578196001	0.4478013579589001	0.4478013579589001	0.50402955334	0.90041161816	0.9473617417	0.9473617417	0.5812345	0.04507845	-0.07558843	21.70889473	21.05301476	20.42365456	20.04684258	0.7624543560090902	0.9260392236152502	1.0986980624542901	1.0986980624542901	0.7886847234900001	0.75451776755	1.06360025672	1.06360025672	0.77822497	0.01394076	-0.06519237	1.0
