CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_11-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_11-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_11-PLANE_1-OBJECT_3-magnitude-g	CONFIGURATION_11-PLANE_1-OBJECT_3-magnitude-r	CONFIGURATION_11-PLANE_1-OBJECT_3-magnitude-i	CONFIGURATION_11-PLANE_1-OBJECT_3-magnitude-z	WEIGHT
23.01561165	21.13294983	20.2157135	19.77152634	0.44995395049903003	0.38529466070370005	0.4433681009416201	0.4433681009416201	0.44707781595	0.91925764323	1.41787771526	1.41787771526	0.321692	-0.18753105	0.52450186	24.68221092	23.38983727	22.2965107	21.73902321	1.0
22.44028854	20.51000404	19.78325081	19.37270355	0.64929706069999	0.7162454252311801	0.6885970472962801	0.6885970472962801	0.45060808599	1.5155147505000002	1.5290220886	1.5290220886	0.07768418	0.04783516	0.498529	22.97754478	21.58345413	20.69941711	20.32731438	1.0
21.38162613	19.51634598	18.74357414	18.35350609	1.3480060347766702	1.3128935532741801	2.2072053390940005	2.2072053390940005	1.047059545	0.95438980391	1.72110414386	1.72110414386	0.09876615	0.0276578	0.50109076	24.63935089	22.51331329	20.59752655	19.76109886	1.0
22.02843475	20.01767349	19.28679085	18.86814117	0.8160289718595601	1.2038479690520603	1.15156105034051	1.15156105034051	0.47519733674000003	0.7475394307500001	0.96652699354	0.96652699354	-0.16241579	-0.02568596	0.4605234	24.03181076	22.83828735	21.32215118	20.63276291	1.0
21.7302475	19.81202126	19.19775391	18.80922699	1.25012537160645	1.5207433057281903	1.12765438813624	1.12765438813624	0.9659881775500001	1.46675881373	1.2088274338900002	1.2088274338900002	-0.06826523	-0.01094689	0.43398875	18.48102951	18.11103249	18.00149918	17.96357155	1.0
21.40021133	19.62908363	19.03241158	18.71215057	0.54922712812739	0.5731808563777101	0.5533543088612201	0.5533543088612201	0.88818733082	0.6717476857300001	0.66642291672	0.66642291672	0.07012912	0.11400781	0.34865293	24.5243187	23.31593895	22.02158356	21.47000313	1.0
22.29936028	20.40958214	19.49881744	19.04083252	0.4646473897479301	0.4975779897889301	0.41769873040783007	0.41769873040783007	0.6214422029300001	1.1292130601400001	1.14108218965	1.14108218965	-0.08716518	0.13007937	0.54767305	23.86024094	22.33688736	21.75645065	21.47264671	1.0
21.52353859	19.55581665	18.82330132	18.41849518	1.4003693402733701	1.8858965685443003	1.7651501667591203	1.7651501667591203	1.0878771450000002	1.17158948481	1.28369874729	1.28369874729	0.09392292	0.05045872	0.50272906	17.93761826	17.40534782	17.24926949	17.15218735	1.0
21.63521767	19.75505447	19.17443657	18.83504486	0.50065986023547	0.9883460473612901	1.0276637785728402	1.0276637785728402	0.76302853171	0.7233752826800001	1.07884600115	1.07884600115	0.05885685	0.03134538	0.40462434	22.07426071	20.88580322	20.48261261	20.26339722	1.0
22.22005844	20.30321312	19.51436043	19.09233665	8.642810933370601	1.2998540471854	2.8103391828081805	2.8103391828081805	3.43822532367	1.3577166572500001	3.2004732500300004	3.2004732500300004	0.01825316	0.11649909	0.5205496	21.17258263	19.63182831	18.53126717	18.07181549	1.0
19.93411446	18.41565704	17.90995407	17.5840435	6.1928345261438515	2.8687759899371805	3.6613777306821707	3.6613777306821707	2.91377712361	2.23285890403	2.37178331776	2.37178331776	-0.0452068	-0.12316689	0.26677647	19.79098892	18.41234016	17.8127861	17.53012085	1.0
21.7186718	20.07516479	19.44542694	19.06864357	1.1449462424895602	1.27798846464284	1.36456422945586	1.36456422945586	1.1050477811700001	0.82480315521	1.71611603326	1.71611603326	0.01196787	-0.16953475	0.45552444	16.87156105	16.22711563	16.01380348	15.91409779	1.0
20.96936607	19.17448235	18.55297661	18.19073868	1.0551636043215102	1.07368088434643	1.21600790138614	1.21600790138614	0.45330586635000003	0.71120347962	0.8624256707800001	0.8624256707800001	-0.02809022	-0.04198661	0.4111588	26.60962677	24.36105347	22.40977859	21.66838837	1.0
19.9672966	18.36940956	17.84634781	17.5037632	1.29839477634198	1.4452585811747902	1.4771036996483702	1.4771036996483702	0.7957290259500001	0.9559654316500001	0.96758079772	0.96758079772	-0.05464112	0.01210385	0.30222532	24.8314724	23.4880619	22.36087608	21.77396965	1.0
21.28063583	19.45625305	18.83948135	18.47226143	1.29318066218342	4.4136396831627405	2.10747568618366	2.10747568618366	1.33398930484	2.8964715500300002	2.04719787279	2.04719787279	-0.07342683	-0.01213416	0.41224164	22.75928116	21.33824921	20.19691277	19.68726158	1.0
22.84790611	20.91327858	20.04627228	19.64110565	0.7920274519803802	0.5841107453177501	0.57733372993659	0.57733372993659	0.5281321909700001	0.5574748800500001	0.7905526783600001	0.7905526783600001	0.00206821	0.1816553	0.5608374	23.63446999	22.55251694	22.15072823	22.02866173	1.0
22.00385475	20.16875076	19.48929405	19.09460831	2.5446038233775803	0.9190930748119102	0.9100092075702001	0.9100092075702001	2.9091743948	1.12925695221	1.28402280274	1.28402280274	0.15656088	0.22089752	0.4084097	23.98809433	22.76977921	21.63401604	21.17447281	1.0
21.94167709	20.09531784	19.39476204	18.99216843	0.8461419885944301	0.7402105981842401	0.80391937034833	0.80391937034833	0.75704235978	0.9054061854100001	0.7503587960100001	0.7503587960100001	-0.0277898	-0.40214416	0.4735378	20.18383408	18.73290062	17.52283669	17.01823997	1.0
21.73972511	19.9968853	19.23735619	18.85780716	1.0106664568885602	1.01742889351959	0.96058150562441	0.96058150562441	0.69558627399	1.03590273258	0.9975678367999999	0.9975678367999999	0.00218651	0.05760718	0.47759074	22.25654984	21.88264465	21.68697929	21.71805191	1.0
21.05253601	19.31087112	18.73734665	18.40727234	1.7112134712526603	1.2434252050593602	1.42523829543944	1.42523829543944	1.59831612406	1.1767116544	1.53118287293	1.53118287293	-0.01415721	0.02007728	0.36675897	19.13086319	18.51404953	18.32583237	18.23814392	1.0
20.78937149	18.87137222	18.17747116	17.78854179	2.5585434837653205	2.29555911656948	2.2640905250809205	2.2640905250809205	0.71043804968	0.60519845766	0.7809141202300001	0.7809141202300001	-0.31022604	-0.20119724	0.3692512	22.04841995	21.40875053	21.20714188	21.14642715	1.0
22.64751244	20.68836212	19.85096931	19.44015121	0.6190423512686201	0.8770486926283901	0.7051101880556301	0.7051101880556301	0.37129804532	1.6001605009800002	1.27540851389	1.27540851389	0.1880902	-0.04214685	0.5268002	21.73721313	20.38998795	19.62789726	19.28223801	1.0
19.05462074	17.80783081	17.36536217	17.0449276	2.3419660740442505	2.0443324293882204	2.6916399288810804	2.6916399288810804	0.92496741531	0.67418806536	1.0644941647900001	1.0644941647900001	0.01598895	0.09149088	0.19530874	20.60770988	19.10105896	18.06930923	17.62303162	1.0
22.15022087	20.31440353	19.62288857	19.23495865	0.47685834597824006	0.7205323386284	0.7052593344035701	0.7052593344035701	0.8210726396	1.62789476885	1.76463745819	1.76463745819	0.03515394	0.02378416	0.47261375	23.21153069	21.77221489	20.83233643	20.47240639	1.0
20.36959839	18.73727036	18.20484543	17.89114761	1.0052167828586702	0.8042740620634301	0.8178092269810001	0.8178092269810001	0.58904143401	0.89099471643	0.9720890332600001	0.9720890332600001	-0.28321034	-0.12440074	0.33046007	22.75390053	21.22960091	19.87423706	19.28700066	1.0
22.06011009	20.22657967	19.47229767	19.09796906	1.3008022234459902	1.34480067760612	1.3575953226681403	1.3575953226681403	1.08694749523	1.74558908618	1.61274282863	1.61274282863	-0.0159698	0.01987187	0.4918846	24.44739151	23.16056061	21.68110847	21.06653214	1.0
21.59924889	19.80867767	19.20096016	18.86146355	1.2051754425161203	1.8741115792251402	1.8032856780232303	1.8032856780232303	1.68976978208	2.6465425921700003	2.9879693526	2.9879693526	-0.07172575	-0.03918601	0.45229816	23.58349037	22.3807106	21.08893394	20.62919044	1.0
21.71496391	19.81768227	19.07962036	18.70377159	0.7463523073674401	1.52447967815357	1.28241429982642	1.28241429982642	0.55686897013	1.99700601125	1.6307865564200001	1.6307865564200001	-0.17305161	-0.0133565	0.48967385	29.29842186	24.75058556	22.26364708	21.16371346	1.0
22.19161987	20.45750618	19.73531151	19.30365562	0.7367971889619701	1.06188059138602	0.8266932864241001	0.8266932864241001	0.48713879651	0.6717954018200001	0.70845810678	0.70845810678	-0.1042575	0.00761944	0.5227367	22.50301552	20.97292328	19.46726418	18.80036736	1.0
22.33358002	20.35300827	19.51583099	19.102911	0.64055766130349	1.0017277781446101	0.9986901039223101	0.9986901039223101	0.53938048794	1.0113910773500001	1.05776852628	1.05776852628	0.06132032	-0.12801239	0.53675616	17.59531403	17.05421638	16.91226006	16.83050728	1.0
21.8367939	20.00409889	19.35194016	18.98412704	0.7420246935472401	0.6831620834376201	0.8481754824919101	0.8481754824919101	0.55947269643	2.23865326217	1.31532367936	1.31532367936	-0.4802614	0.17494661	0.44030204	23.36758614	22.91185379	22.83045006	22.70588112	1.0
23.04595184	21.11557007	20.04097366	19.55464172	0.55269617896833	0.4892795649015101	0.43997421743636006	0.43997421743636006	1.32579990038	0.34758633878	0.4843232579	0.4843232579	0.08211783	-0.03986585	0.62631625	17.94696999	17.12889099	16.88297272	16.74925041	1.0
22.47939491	20.70489311	19.831707	19.42899323	0.5419404700207101	0.50520087010433	0.54631409436802	0.54631409436802	0.43893089388000006	0.78540172605	1.10619702279	1.10619702279	-0.03155717	0.05635447	0.5756168	22.36191559	20.97879601	20.18657875	19.8167572	1.0
21.68969154	19.83208084	18.9778614	18.56551552	1.3108838721883302	3.0692886206571806	1.30237600979412	1.30237600979412	1.3213112925300001	2.74856038422	1.60948359587	1.60948359587	-0.06269692	0.05098415	0.57922494	24.16343498	22.64481354	20.84700012	20.03381348	1.0
20.98754311	19.18503189	18.55755806	18.24463844	4.18627598972098	2.0636695847873203	6.450495277737231	6.450495277737231	2.9212198474	1.79981432624	3.3781033921700003	3.3781033921700003	0.09967285	-0.07810288	0.38564008	23.8073597	23.27347946	22.78116417	22.17068481	1.0
22.34912872	20.48312569	19.53729248	19.12945557	0.8751765485655201	3.4968216652971504	4.705543238512741	4.705543238512741	0.78246196991	2.9032307999399998	3.5514731683800003	3.5514731683800003	-0.06717239	0.03625214	0.5828568	20.81048584	19.52054214	19.01897812	18.76851082	1.0
22.59436226	20.65389824	19.92893982	19.54831505	0.6565461856322001	1.5122214580538702	1.4371909670151601	1.4371909670151601	0.40054367162000004	1.9563029083	1.87291963935	1.87291963935	-0.02786712	0.01548681	0.5241862	22.79238319	21.43183708	20.44125748	20.0160675	1.0
19.93411446	18.41565704	17.90995407	17.5840435	6.1928345261438515	2.8687759899371805	3.6613777306821707	3.6613777306821707	2.91377712361	2.23285890403	2.37178331776	2.37178331776	-0.0452068	-0.12316689	0.26677647	22.02936363	20.50489998	19.33576393	18.84539986	1.0
21.21622658	19.43766212	18.84985924	18.49238014	5.25497640725733	1.48660591414419	1.7645979103960803	1.7645979103960803	2.9003112974300005	1.5886593189900002	2.1927057156700003	2.1927057156700003	-0.1235768	0.01590754	0.4118263	21.32822227	19.90364838	18.88752174	18.46838188	1.0
22.4236145	20.54206276	19.74353027	19.33547401	0.5321231416199	0.8777673121951601	1.2387719235281502	1.2387719235281502	1.18525320534	1.2561930974300002	1.9347338312000002	1.9347338312000002	0.05525742	-0.01811872	0.519297	18.50161934	18.14740372	18.05304337	18.02818108	1.0
21.97714615	20.0952549	19.32124901	18.87460709	0.71209815851144	1.04601707065749	0.81859480075639	0.81859480075639	0.67565634439	1.0430300562500001	1.0169356249400001	1.0169356249400001	0.14934437	-0.06913518	0.5190193	24.83202934	23.43101883	21.70976257	21.03886414	1.0
22.10597801	20.30730057	19.52543068	19.14185524	0.7415311450646401	0.6413643440743001	0.63220019790781	0.63220019790781	0.38546299388000005	0.39034262487000004	0.33487415225000006	0.33487415225000006	0.20097465	-0.07307173	0.54878324	23.78122711	22.13710785	20.47581291	19.78466415	1.0
22.88792992	21.11504936	20.01874924	19.53502655	0.7175843108885501	0.8632369381720701	1.0008365293544002	1.0008365293544002	0.55191108349	1.0344975972200001	1.6344665339500002	1.6344665339500002	-0.02351875	0.08280223	0.7075457	24.58119011	22.91511917	21.02725029	20.26185036	1.0
22.36158562	20.65596962	19.84096146	19.46480751	4.58487902817519	0.5940819692100401	0.3808787194538801	0.3808787194538801	4.435074071130001	1.65724555044	1.05416065809	1.05416065809	-0.05148808	-0.17555071	0.5635922	19.01628685	18.10933304	17.80321121	17.64221191	1.0
19.43488884	17.966465	17.46084595	17.14780045	1.2760859104291202	1.6541516317898803	1.6700557208286002	1.6700557208286002	1.03320796094	1.36713694379	1.45444736556	1.45444736556	0.13019135	-0.02256223	0.24877992	22.85004425	22.21061897	22.04501343	21.78190804	1.0
22.33252335	20.48429298	19.56639862	19.18692589	0.48369621347884006	0.7843361662907401	1.0092624638348702	1.0092624638348702	0.6292546310800001	1.6994832741700001	2.7664443421400002	2.7664443421400002	0.14109469	-0.15284192	0.58368444	23.10879898	22.28445053	20.93073654	20.29427338	1.0
22.44152451	20.61424828	19.95974731	19.57323837	0.6497630356524301	0.8997278838337301	0.7687568215568802	0.7687568215568802	0.97977128956	1.69769118954	1.7993103104100001	1.7993103104100001	0.0051473	-0.06144917	0.4826118	20.82864761	19.41075134	18.55287361	18.19826126	1.0
22.39499283	20.49935341	19.75901985	19.34856033	9.902107641261091	0.5879540467919201	0.58011704484505	0.58011704484505	3.38828151847	1.10236806102	1.2490541123399999	1.2490541123399999	0.15695807	-0.00311548	0.5001552	23.55807877	22.46658516	21.72853851	21.25701714	1.0
22.34687996	20.38497543	19.62305641	19.13881874	0.8483436925079402	0.9742008416063902	0.8596709525111501	0.8596709525111501	0.51815540432	1.0899142772500001	1.15368006849	1.15368006849	-0.18848828	-0.08709455	0.48955384	22.61601067	21.2583065	20.41530228	20.0689373	1.0
21.66222572	19.98246384	19.3286705	18.94054031	9.708355072600352	1.3767250851960902	1.5112298768624004	1.5112298768624004	2.17540440269	1.0052830733	1.37858858973	1.37858858973	0.19444151	0.15689366	0.48608986	25.32325172	23.66690826	22.20781326	21.64287949	1.0
21.20774269	19.34284592	18.72684097	18.366436	0.8560066797763002	1.1830140746539302	1.3858672646715602	1.3858672646715602	1.22629240388	1.43192681758	1.82697899134	1.82697899134	0.03863145	-0.15020344	0.40230313	21.09441185	20.76965523	20.67019463	20.68777466	1.0
22.88822556	20.78394127	19.63788986	19.10715866	0.9389062976122401	1.4460161200627901	1.79730742971252	1.79730742971252	0.46171589625	0.83371804517	1.10508929309	1.10508929309	0.01659997	0.11354625	0.67965835	22.57834435	21.92161751	21.69657326	21.60889435	1.0
22.35251617	20.49596977	19.73186874	19.3307476	1.65984557268482	0.7620074454164301	0.8043594864701201	0.8043594864701201	2.69122627639	1.97066264518	1.3640584235900002	1.3640584235900002	-0.07900207	0.05218675	0.5146633	23.85450363	22.20072937	20.54195404	19.80535126	1.0
21.60015297	19.8355732	19.12973976	18.74760628	1.4415385686012903	0.9532832375010801	1.0045399856360602	1.0045399856360602	0.9218880798100001	0.89603926157	1.0988023306899999	1.0988023306899999	0.03105326	-0.04317152	0.47655305	22.67888832	21.52557755	19.99716187	19.29662323	1.0
19.07267952	17.73450661	17.25269127	16.92370987	2.97493139660429	3.6619671909752403	3.4908505407017505	3.4908505407017505	0.90640449659	1.09234556497	1.22547223312	1.22547223312	-0.0349746	0.06723132	0.22374961	23.65274811	22.28442955	21.02946854	20.55022621	1.0
22.53027725	20.70072746	19.76654243	19.33327484	0.4676486181324401	0.62655889738863	1.02476027630167	1.02476027630167	0.67326455927	1.0213279826800001	2.19192968946	2.19192968946	0.07648808	-0.15017483	0.57500386	18.94182968	17.64319801	17.02733612	16.74549866	1.0
22.47374725	20.53864861	19.5091114	19.07947159	0.8365380562422801	0.9687496507003301	0.8979944637338801	0.8979944637338801	0.54561829038	0.70754833192	0.7133021223100001	0.7133021223100001	-0.0496179	0.24607232	0.66492677	21.6921978	21.33051872	20.95890045	20.70770454	1.0
21.35022545	19.54502869	18.94692802	18.5802021	0.7790812859986501	1.0098487582628102	1.7985779093039602	1.7985779093039602	1.14102814052	1.96284996718	2.73867169994	2.73867169994	0.1782706	0.16718327	0.40875906	20.50095177	20.14853287	20.04196739	20.04336929	1.0
22.66904449	20.84726715	20.05822754	19.61795998	0.40289799966458006	0.73798890719649	2.17966494572683	2.17966494572683	0.7029572014100001	1.4193132639400001	3.87932900783	3.87932900783	0.17847259	-0.23432561	0.509639	28.12751007	25.46685028	22.04690361	20.58588982	1.0
22.39434433	20.49167824	19.5288868	19.09552383	0.7822620383725201	6.295930489720981	3.9001583306095906	3.9001583306095906	0.9602594063500001	4.09062321835	2.77199365529	2.77199365529	-0.06917338	-0.0123622	0.5868943	20.44193649	19.33400345	18.92377663	18.70223999	1.0
22.94042969	21.19301224	20.11642075	19.63402939	0.48629307850597003	0.9079008444554301	0.6927809244760301	0.6927809244760301	1.48574059414	1.66475010027	0.83932724079	0.83932724079	-0.11636922	0.03512119	0.6433441	22.36270332	20.84030151	19.80894661	19.37928391	1.0
22.41847038	20.35669327	19.62563324	19.25633049	1.0444703307717402	0.6536267855580701	0.6832506086905801	0.6832506086905801	1.32051194085	0.7947660172600001	1.0589474869000002	1.0589474869000002	-0.16062226	0.00181826	0.44415033	22.19686317	20.83234787	20.22353935	19.92619896	1.0
21.69779396	19.75939178	18.92748451	18.53360748	1.07415332383361	1.7001319292801202	1.2973157254164902	1.2973157254164902	0.58119031856	1.56616397693	0.9060355470400001	0.9060355470400001	-0.05229075	0.04860808	0.5135805	22.96693039	21.5631752	20.40100288	19.90206146	1.0
21.89711571	20.09017944	19.29203796	18.89898109	1.0477481161855702	1.39090459324147	1.6012802661543801	1.6012802661543801	0.76350188437	1.2576451993300002	1.46117225452	1.46117225452	-0.0088197	-0.03261721	0.5031868	22.15738297	21.40008163	21.12557411	21.0720768	1.0
22.84239197	20.97006607	20.07155418	19.62262154	0.6691527650250501	0.8092507688466701	0.9521458079395901	0.9521458079395901	0.8748430237900001	1.25837657866	1.63072473038	1.63072473038	0.08597866	0.08771432	0.56822485	24.55435753	22.89712906	21.80727196	21.35563087	1.0
22.35406494	20.44981194	19.68098831	19.27303886	4.112346713430431	5.56089798870531	1.83330212307537	1.83330212307537	2.6531440789	3.0145849789000003	1.7357366433	1.7357366433	0.04490726	-0.04197747	0.4939523	23.57190132	22.9526825	22.74058342	23.22687721	1.0
22.4906292	20.67416191	19.84546661	19.4389801	2.6264757773215104	0.5360731411184001	0.7339720524010401	0.7339720524010401	3.31035463688	1.4813288585600002	2.40906842274	2.40906842274	0.03110807	0.22437418	0.53424346	22.19665527	20.72690964	19.42447662	18.85489464	1.0
22.76196289	20.85430145	19.70513153	19.2234993	0.8163782545588602	1.17714875718614	1.34857451818711	1.34857451818711	4.28952986061	0.7931066792500001	0.99713868918	0.99713868918	0.13907837	-0.04669954	0.65726477	25.87324715	23.84462547	22.76385498	22.68061829	1.0
22.98137665	21.00652313	19.87249947	19.43149376	1.2700589802845201	1.6660839863552304	1.6291188201046403	1.6291188201046403	1.10947732448	0.8149808100500001	0.9686974957200001	0.9686974957200001	0.08426151	-0.02216337	0.65543354	22.91161919	23.42995071	19.50418854	20.50710297	1.0
22.96526146	21.03137398	20.12157631	19.66627693	0.46980365233827004	0.7321166638367301	0.75803544671748	0.75803544671748	0.34820522775	0.73499290792	1.05875347969	1.05875347969	-0.30828473	-0.08296398	0.6038743	18.69233131	17.2665844	16.31510544	15.89959526	1.0
22.0890007	20.29741859	19.67567444	19.33087921	0.7036694531208301	0.6889723202473301	0.71063644669401	0.71063644669401	0.99861179689	1.1755873714800003	1.14588369386	1.14588369386	0.04194479	-0.10851657	0.4489417	21.10666466	20.72077179	20.598032	20.56307983	1.0
21.71511841	19.93878174	19.35726166	19.00824165	0.9258791271229201	0.9753801585309001	1.01774862445533	1.01774862445533	0.8181651746	0.9547889774200001	1.02414201693	1.02414201693	0.00251012	-0.02177041	0.36861694	21.28131104	20.71655083	20.53142166	20.4514122	1.0
22.88497734	20.8639679	19.82501221	19.39628983	0.5757646277131401	0.51807140739315	0.5643678411062	0.5643678411062	0.59753432732	0.83444014586	0.96615779151	0.96615779151	0.25018768	0.1360024	0.6444639	19.04467773	17.91407394	17.45969009	17.23397255	1.0
22.03199959	20.20895576	19.4737606	19.06463814	0.87474883375374	0.7379142351108501	0.81164726649798	0.81164726649798	0.5666262911700001	1.0519324037400002	1.29012441063	1.29012441063	0.20185496	-0.00792266	0.47910568	19.67794418	18.2055912	17.10266685	16.64095497	1.0
19.54252243	18.16805077	17.71566391	17.42430878	3.3703507146428406	5.67017458078687	6.503332473886731	6.503332473886731	1.5035543231700002	2.39448345266	2.64696346318	2.64696346318	0.16248791	0.00676976	0.25819302	22.83562279	21.30328751	20.04752159	19.51842499	1.0
22.03849983	20.20031357	19.59952736	19.23759842	0.6816315048887202	1.1064017494539402	1.2048449592593302	1.2048449592593302	0.86303646987	1.56971377998	1.8526514233700002	1.8526514233700002	0.11452289	0.05772171	0.41791344	22.29841423	20.86671066	19.85063171	19.41970062	1.0
20.44182777	18.73272896	18.18454933	17.87499237	2.0872199055958403	6.543650097636791	2.9605827551367305	2.9605827551367305	0.9057418417900001	2.14739498948	1.30323621251	1.30323621251	-0.06696418	-0.13640204	0.37162426	24.7283802	23.2695694	22.66967773	22.5484314	1.0
22.70567703	20.77116013	19.82906723	19.41557121	0.58213246419114	0.6009921674256301	0.9711803178376401	0.9711803178376401	0.46520522245000007	1.51591317183	1.8916364341100003	1.8916364341100003	0.09697009	-0.09764221	0.56749725	19.86845016	18.80533218	18.39849472	18.18187332	1.0
22.10828018	20.2527504	19.52801895	19.14420891	0.58044370167276	0.54037733777365	0.5329417636518001	0.5329417636518001	0.5326377912500001	1.15946539784	1.54082437666	1.54082437666	-0.11975106	-0.05400874	0.50534713	16.96591949	16.50670624	16.36049461	16.30044746	1.0
22.7532196	20.80871964	19.9249897	19.49531364	4.38470941344309	0.6006259314044301	0.5866341590920902	0.5866341590920902	4.236693389420001	0.59192362734	0.7298929329	0.7298929329	0.15417503	0.07938495	0.5399444	22.29906082	21.65786743	21.38286972	21.35020447	1.0
