CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_8-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_8-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_8-PLANE_1-OBJECT_3-REDSHIFT	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e1	CONFIGURATION_8-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e2	CONFIGURATION_8-PLANE_1-OBJECT_4-magnitude-g	CONFIGURATION_8-PLANE_1-OBJECT_4-magnitude-r	CONFIGURATION_8-PLANE_1-OBJECT_4-magnitude-i	CONFIGURATION_8-PLANE_1-OBJECT_4-magnitude-z	WEIGHT
22.23234367	20.25905037	19.46548271	19.05502129	0.7459131803623501	0.7701415524274501	0.7066044203701001	0.7066044203701001	0.30358979728999996	0.8420665304400001	0.80518172987	0.80518172987	-0.01597867	0.07874958	0.51748705	21.49902534	19.68309021	19.01338005	18.63346291	0.8667184228324502	1.8005769037793102	1.8956512962333503	1.8956512962333503	1.1838108870400001	2.77315092104	3.07515386575	3.07515386575	0.51748705	-0.03956865	0.07630499	21.41893578	21.029459	20.91544914	20.98374367	1.0
22.78396988	20.90492249	19.93416595	19.50710869	0.5491702670592501	0.5107275907916301	0.63382167628144	0.63382167628144	3.4805944737600005	1.14994679138	1.35630556494	1.35630556494	-0.01930901	0.17465376	0.58062255	22.61753845	20.63453674	19.69097137	19.2726841	0.22665660158053003	0.9154402792892301	1.0715587337748902	1.0715587337748902	0.38105937974	0.58143749911	0.9251355880300001	0.9251355880300001	0.58062255	0.12281267	-0.07313962	21.38763237	19.86328506	18.51927567	17.94545364	1.0
22.68958855	20.6927433	19.91843414	19.49632454	0.5873924892734501	1.00362142684958	0.7881136347857801	0.7881136347857801	0.6801814487500001	1.0904488905	1.12647740515	1.12647740515	0.02119977	0.09734261	0.49254343	22.39845848	20.50347519	19.76620483	19.36247444	2.9838664467425002	1.3094272401422602	0.9818167960298201	0.9818167960298201	2.75805478679	1.30506403621	1.1626850017600001	1.1626850017600001	0.49254343	-0.03520242	-0.05088649	22.92223358	21.35788345	20.58421135	20.19140816	1.0
22.35443306	20.45932198	19.66640663	19.24179077	0.50112547205066	0.37728753552626	0.46467051017787003	0.46467051017787003	0.78721111608	0.72896886399	1.1038675660400001	1.1038675660400001	0.05063847	-0.10850051	0.49938735	22.05645943	20.04145432	19.27720642	18.88254356	0.6348292209864201	0.7968243387309402	1.0167288762636801	1.0167288762636801	1.00087579031	1.7978293653	2.2086782027400003	2.2086782027400003	0.49938735	0.26045871	-0.05847285	22.72233009	21.1217308	19.60115433	18.94984436	1.0
22.03845215	20.17365074	19.50918961	19.14527893	9.78104817020656	1.36270996142935	1.4272634115876401	1.4272634115876401	3.3805493526600006	0.93478273574	1.1446959516700002	1.1446959516700002	0.21052071	-0.01056964	0.44943744	22.36414337	20.41663551	19.69786644	19.31033707	1.2788957433488002	4.16415749833851	6.774222050580341	6.774222050580341	1.6434462613	2.79674195266	3.7705258789000005	3.7705258789000005	0.44943744	-0.01023747	0.05071591	20.41545105	20.42967987	20.23065376	20.19038391	1.0
22.22184753	20.29117775	19.37039948	18.94004631	0.8735426031713301	1.7028081173164504	2.1746285412547603	2.1746285412547603	1.20467354088	1.61992558218	1.52891737252	1.52891737252	-0.08781061	0.12121206	0.5681905	22.71021843	20.75403786	19.89177322	19.46696472	0.6479723574543801	1.0430976712750502	0.9619829255913	0.9619829255913	0.47326316636	1.1132509826099999	0.98934921304	0.98934921304	0.5681905	0.13887025	-0.04398074	23.98976135	22.49180031	21.94631577	21.6863327	1.0
22.88043976	20.84035683	19.65246582	19.19240379	0.77195670330939	1.5799091548088802	8.371605254346992	8.371605254346992	0.7059320101900001	0.91385123376	4.14751012098	4.14751012098	-0.09112189	-0.11625973	0.71291953	22.88043976	20.84035683	19.65246582	19.19240379	0.77195670330939	1.5799091548088802	8.371605254346992	8.371605254346992	0.7059320101900001	0.91385123376	4.14751012098	4.14751012098	0.71291953	-0.09112189	-0.11625973	22.1415062	20.7362957	19.37275505	18.77910614	1.0
22.00031471	20.15060425	19.3471241	18.95641136	0.8744324007959201	1.3005280741895602	1.48074811742177	1.48074811742177	0.6272062766200001	1.78457836278	1.70231523976	1.70231523976	0.19828025	-0.0844693	0.51770025	22.39845848	20.50347519	19.76620483	19.36247444	2.9838664467425002	1.3094272401422602	0.9818167960298201	0.9818167960298201	2.75805478679	1.30506403621	1.1626850017600001	1.1626850017600001	0.51770025	-0.03520242	-0.05088649	24.37493324	23.24264908	21.74421692	21.02602959	1.0
21.98744202	20.22046089	19.54232216	19.16490173	0.71558122645023	0.9384023274364102	1.1771732962722703	1.1771732962722703	0.41679519117	1.08768288794	1.74486184384	1.74486184384	0.06737437	-0.080432	0.49968323	21.41321945	19.57819748	18.83479881	18.44271278	0.8402009442137501	1.3172916835065003	1.2539990825397802	1.2539990825397802	0.5301229195	1.2485646430400001	1.3324780121600002	1.3324780121600002	0.49968323	0.20129487	-0.02326001	26.82568169	27.05321503	21.40012169	99.0	1.0
21.80092812	20.02355003	19.28237343	18.88595009	5.64203351275666	1.29722297947115	1.276170609253	1.276170609253	2.36273938159	1.49139600149	1.23128766282	1.23128766282	-0.14541202	-0.10644037	0.49587432	21.69779396	19.75939178	18.92748451	18.53360748	1.07415332383361	1.7001319292801202	1.2973157254164902	1.2973157254164902	0.58119031856	1.56616397693	0.9060355470400001	0.9060355470400001	0.49587432	-0.05229075	0.04860808	22.98502541	22.67915916	22.5571785	22.71634674	1.0
21.92786789	20.08712959	19.48014832	19.07512283	1.7002393196861403	7.790691092112141	9.592293087388352	9.592293087388352	0.9846823990200001	2.6790493948	3.13156722636	3.13156722636	-0.11347826	0.03615662	0.44221503	21.828022	20.00846672	19.34348488	18.98280907	0.9941236979634102	1.10112022042122	0.9554175915592901	0.9554175915592901	0.46780195558	0.9630941965600001	0.8781507248200001	0.8781507248200001	0.44221503	0.0219343	-0.05105287	22.44545555	21.18711281	20.75514221	20.51522064	1.0
22.15103149	20.25073242	19.50782013	19.11258316	0.6432409737468201	0.8022012538897301	0.6239961029358301	0.6239961029358301	0.49921068324	1.1317084304400002	1.05132342198	1.05132342198	0.01867933	-0.0374672	0.5041865	22.50052834	20.64881134	19.85264397	19.48059654	0.77412417133466	1.4756983875418501	1.1316279701136	1.1316279701136	0.82074795558	0.8965898021	0.84426311696	0.84426311696	0.5041865	0.03644024	-0.14478389	23.31832695	22.0017662	20.77083206	20.2928524	1.0
21.66979027	19.8458004	19.12870407	18.75865936	0.9203123658849001	0.74251679017253	0.51944921237175	0.51944921237175	1.8766916668800002	0.9817902984800001	1.10260169707	1.10260169707	0.1721693	-0.44661287	0.47108716	21.67027473	19.85963249	19.10499573	18.7037735	1.2604303767334502	5.826685591481611	6.465670324824261	6.465670324824261	0.52675514401	2.07399170526	2.20617555523	2.20617555523	0.47108716	-0.00594581	-0.11229543	23.17022896	21.71256828	20.80096245	20.39942741	1.0
22.5616169	20.77739334	19.99383926	19.60290909	3.0345991048229304	0.46372576400799004	0.5078418656451501	0.5078418656451501	2.74161728679	1.02804553394	1.55428054811	1.55428054811	-0.00470287	0.00527462	0.5042806	21.86950493	20.03251648	19.29029655	18.93833351	1.8021220610783402	3.6848139323243503	5.404702025513321	5.404702025513321	0.8214266665300001	3.01863516049	3.2554404052	3.2554404052	0.5042806	-0.00804018	0.01764511	22.9020443	22.29812431	22.30644417	22.45505714	1.0
22.28480721	20.47354317	19.66802788	19.26387978	0.6273103009863301	0.8800291094441801	0.9641432699012601	0.9641432699012601	0.38412168862	1.5676639842800002	1.7021243701400002	1.7021243701400002	0.07445086	-0.02859807	0.5131519	22.15022087	20.31440353	19.62288857	19.23495865	0.47685834597824006	0.7205323386284	0.7052593344035701	0.7052593344035701	0.8210726396	1.62789476885	1.76463745819	1.76463745819	0.5131519	0.03515394	0.02378416	20.03468513	19.34126854	19.11603165	19.00364494	1.0
21.75838089	19.96259689	19.33706665	18.99380302	0.8378491048356002	0.9482881269220101	0.9943835326952901	0.9943835326952901	0.73148580555	0.8661899214000001	1.0557238696	1.0557238696	-0.28359766	0.15022686	0.3863672	20.8109417	19.06679344	18.4706974	18.16443825	2.1800313138608205	2.8246989058412306	3.2819242440068104	3.2819242440068104	2.0170117506	2.82390987896	2.67463101321	2.67463101321	0.3863672	-0.02539826	0.0115048	21.49135208	20.38292122	19.99500656	19.79823303	1.0
19.87025452	18.38878059	17.91411972	17.58798599	1.5570760024015102	2.8495069099761903	2.9366315010615405	2.9366315010615405	0.48497560047	1.1661624456200002	1.16022587286	1.16022587286	0.04703062	-0.07392474	0.26986006	19.46271896	18.06709862	17.59140015	17.30102348	1.8270174021428403	1.7668566732010704	1.8578073489048004	1.8578073489048004	0.9813842896	0.7135674235600001	1.0515559297600001	1.0515559297600001	0.26986006	0.02271476	0.02268513	22.61394882	21.34461594	20.83114433	20.60463715	1.0
19.87025452	18.38878059	17.91411972	17.58798599	1.5570760024015102	2.8495069099761903	2.9366315010615405	2.9366315010615405	0.48497560047	1.1661624456200002	1.16022587286	1.16022587286	0.04703062	-0.07392474	0.26986006	20.43656158	19.01373672	18.53930092	18.24189949	2.1585883006481303	1.3795649976388	1.45463955348065	1.45463955348065	1.7077350043700001	1.32284528474	1.2508273845800002	1.2508273845800002	0.26986006	0.01590343	-0.02507088	24.06990433	22.89686584	21.60363579	21.0853138	1.0
