CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_1-PLANE_1-OBJECT_1-MASS_PROFILE_1-e1	CONFIGURATION_1-PLANE_1-OBJECT_1-MASS_PROFILE_1-e2	CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_1-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_1-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e2	WEIGHT
22.28570747	20.25483322	19.2917366	18.8617897	-0.17944285	-0.04729168	0.8728100647266901	1.3264597211209304	1.5152873656785903	1.5152873656785903	0.58565967744	0.84908731807	1.1517563076500001	1.1517563076500001	-0.17944285	-0.04729168	0.5826484	286.79877	22.90632439	22.16703606	21.37716675	21.06996536	0.6513456604153801	0.6387130250602301	0.64292836721808	0.64292836721808	0.6649195876799999	1.42349111099	1.4263930556200002	1.4263930556200002	0.83880036	-0.01566397	-0.02292769	1.0
22.0026474	20.0694294	19.39805984	18.99365044	0.07076725	-0.1320581	2.0565021249266504	1.4554608136182101	1.1490584820277001	1.1490584820277001	3.05035289474	1.7117928366300001	1.1760716965000002	1.1760716965000002	0.07076725	-0.1320581	0.46669927	208.4276	23.91972542	22.74009895	21.68924332	21.30795288	1.0551636043215102	1.07368088434643	1.21600790138614	1.21600790138614	0.45330586635000003	0.71120347962	0.8624256707800001	0.8624256707800001	0.76745088	-0.02809022	-0.04198661	1.0
21.37033844	19.56100464	18.95284081	18.59926414	0.03397248	0.10253559	1.05878440641493	1.3735149795736903	1.2638357381425702	1.2638357381425702	0.8247645284	0.72166114073	0.97696666019	0.97696666019	0.03397248	0.10253559	0.40961862	259.9052	23.87598038	21.77092171	20.52303505	20.10974121	1.0551636043215102	1.07368088434643	1.21600790138614	1.21600790138614	0.45330586635000003	0.71120347962	0.8624256707800001	0.8624256707800001	0.74877123	-0.02809022	-0.04198661	1.0
21.01974678	19.20153046	18.60588646	18.26016617	0.01425904	-0.00771204	0.76370128701448	0.9305142683921901	0.8631010508297401	0.8631010508297401	1.25700373707	1.36689264835	1.28246949581	1.28246949581	0.01425904	-0.00771204	0.34532475	279.4129	23.27708817	22.41535378	21.35267639	20.87412453	0.51519336761426	0.99118648756347	1.07628200465044	1.07628200465044	0.45581547284	0.70309797216	1.4923494790600003	1.4923494790600003	0.8907458	0.20265321	-0.08487718	1.0
22.89077187	21.01485443	20.07009315	19.6247406	0.05770922	-0.02059566	0.38419545739006006	2.62900037872758	1.65703138695997	1.65703138695997	0.52502520102	3.5658592394500004	3.3441237974300004	3.3441237974300004	0.05770922	-0.02059566	0.6071309	184.62595	22.63912201	22.2134304	21.45567894	21.05936241	0.8769129373988501	1.1957167643722801	1.2069752233545703	1.2069752233545703	0.8279089511400001	1.1358689720900002	1.2480144786	1.2480144786	0.9412812	-0.03482275	-0.04734902	1.0
21.4815979	19.61098862	18.91847992	18.54152298	-0.05100045	-0.14617226	1.18177169496874	0.9161032904384502	1.0020475090803502	1.0020475090803502	0.80734658807	0.75160033485	1.01748810904	1.01748810904	-0.05100045	-0.14617226	0.46064323	242.9733	22.92166519	21.91881752	21.24569511	21.00652695	0.78491230186765	1.02191759364051	1.1507884720368402	1.1507884720368402	0.40338422942	0.54341913172	0.62744561714	0.62744561714	0.74297947	-0.14175382	0.25066084	1.0
21.9879837	20.05130005	19.38427734	18.99778175	0.17814169	0.08503733	0.8418243351102301	0.68439186329777	0.7117941932658701	0.7117941932658701	0.62478125882	1.11626479166	1.1951738704200001	1.1951738704200001	0.17814169	0.08503733	0.4545693	231.34267	22.60682297	21.58541489	20.73259735	20.33550262	1.27133209867331	1.6211977792061503	1.4532740841015102	1.4532740841015102	0.6854794417300001	1.1986065437900002	1.01238907556	1.01238907556	0.78561659	-0.12477354	-0.05107736	1.0
21.19488335	19.506464	18.92670059	18.61104584	-0.05495381	0.11338346	1.40235566921313	2.43128623375281	2.9403432022880005	2.9403432022880005	1.0931247261400001	1.4916155907100002	1.63436094208	1.63436094208	-0.05495381	0.11338346	0.34364143	165.25781	22.8833313	21.26242638	20.37547493	19.98881531	2.8520576330551104	3.3373203431611707	3.2030138417256104	3.2030138417256104	1.69290599133	2.10822475047	2.09748630004	2.09748630004	0.63650704	-0.00400718	0.07471365	1.0
22.1126709	20.01242447	19.13923836	18.71598244	0.08991566	-0.03654132	0.77315877752659	0.9590869433738102	1.05785014834052	1.05785014834052	0.66058779884	1.1778716816500001	1.34870495173	1.34870495173	0.08991566	-0.03654132	0.5304207	324.62137	24.90415573	22.66322327	21.61118317	21.11263275	0.9457267172325902	1.2957146304554703	1.3076142660087502	1.3076142660087502	0.53685156936	0.9345531157	1.05787462048	1.05787462048	0.71584884	-0.00198727	-0.02781801	1.0
21.63060379	19.79465485	19.05680656	18.67203522	-0.01258287	0.07403231	1.47290517800794	0.8186975077294201	1.4850294896904004	1.4850294896904004	2.78027811847	1.06370346581	2.2546488248600003	2.2546488248600003	-0.01258287	0.07403231	0.4639616	260.4988	24.37092781	22.5556221	21.21650887	20.60354233	1.4909262064257403	1.8769732598438402	4.400042248161231	4.400042248161231	1.1836002003700001	1.4296406269600002	2.69288342098	2.69288342098	0.83635748	-0.0406048	-0.00576662	1.0
