CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_7-PLANE_1-OBJECT_1-MASS_PROFILE_1-e1	CONFIGURATION_7-PLANE_1-OBJECT_1-MASS_PROFILE_1-e2	CONFIGURATION_7-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_7-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_7-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-g	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-r	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-i	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-z	WEIGHT
22.23393822	20.34514999	19.61560249	19.22669411	0.5329195666280101	0.6498905452454801	0.57260214840569	0.57260214840569	0.37741517547000003	1.6703429294	1.58185241348	1.58185241348	-0.0324577	-0.00690571	-0.0324577	-0.00690571	0.48947185	221.66397	24.61572075	22.87734795	21.78686142	21.38360023	0.9381785747133802	1.0901756870205002	0.9864743653473401	0.9864743653473401	0.91906978233	1.3170918073200002	1.17364015893	1.17364015893	0.70002073	-0.02455475	-0.01468882	21.35163498	21.04197884	20.96423149	20.92398071	1.0
22.11343193	20.27075958	19.61482048	19.2227993	0.7307928839972702	0.7117984146499401	0.6976103974341801	0.6976103974341801	0.7922286958300001	1.03549490374	1.1620434132600002	1.1620434132600002	-0.23344342	-0.17826904	-0.23344342	-0.17826904	0.37100044	192.29805	23.67019463	21.91579819	21.32276726	20.85262489	1.68159532136153	2.00167332224269	1.7088380819050801	1.7088380819050801	0.5821798508	0.8731584141100001	0.98139783147	0.98139783147	0.47346769	0.24048838	-0.28477836	20.07595634	18.86692619	18.38120461	18.14786339	1.0
19.93411446	18.41565704	17.90995407	17.5840435	6.1928345261438515	2.8687759899371805	3.6613777306821707	3.6613777306821707	2.91377712361	2.23285890403	2.37178331776	2.37178331776	-0.0452068	-0.12316689	-0.0452068	-0.12316689	0.26677647	249.77788	22.33397484	21.53799057	21.36692429	21.1246376	0.64963110616028	1.1887470662912003	1.0916982841584901	1.0916982841584901	0.68105861424	0.96994229839	0.9802419464700001	0.9802419464700001	0.37512922	-0.10687185	-0.03218525	24.58333588	23.3836937	22.95159531	22.88157654	1.0
20.99054527	19.0761528	18.44108009	18.09217834	1.09333308724828	1.8125923738901302	1.6972339681375401	1.6972339681375401	1.12113689822	1.6574351655500001	1.7159358230300001	1.7159358230300001	-0.02433036	-0.15271136	-0.02433036	-0.15271136	0.38268727	307.93686	23.76273155	22.65384865	21.54080009	21.19455147	8.08101650761715	1.9070659595683404	5.382136821361531	5.382136821361531	2.13782183156	1.10700828837	2.18076961584	2.18076961584	0.78852994	0.02004978	0.04788443	20.03497314	18.69324303	18.0564785	17.76812744	1.0
21.05001068	19.28539467	18.67263222	18.35176086	1.03545157092635	1.5823379751338902	2.5836330250976003	2.5836330250976003	1.06891317232	1.85868142425	2.76057950526	2.76057950526	0.09743299	0.12317417	0.09743299	0.12317417	0.34972847	306.68808	22.13057518	21.43164635	20.85017014	20.5784111	2.47057005901225	2.5270432294753205	3.2276060088379004	3.2276060088379004	1.35110751985	1.72147171529	1.9849705894700003	1.9849705894700003	0.77529651	-0.07767524	0.00992315	24.15598106	23.36618996	22.91924095	24.17954445	1.0
22.02504539	20.21598816	19.49302483	19.14811707	0.7518656369363401	1.3108107833811002	0.8953837787405501	0.8953837787405501	0.96588860312	1.86291683411	1.4636039183300003	1.4636039183300003	0.00546482	-0.07730365	0.00546482	-0.07730365	0.480886	225.18546	19.67904663	19.40448189	19.3075943	19.496521	2.68587593362294	2.78432481597802	3.1863078854618605	3.1863078854618605	1.56428486034	1.6562405275	1.73769940704	1.73769940704	1.0389307	0.02069866	0.07976163	18.9848156	18.28030205	18.05912399	17.93200493	1.0
20.67533875	18.86660957	18.2648468	17.94050598	1.2608999138893902	1.7509634028856402	1.5594975662067303	1.5594975662067303	0.80346156785	1.04014886495	0.9325973740600001	0.9325973740600001	-0.15235447	-0.0137731	-0.15235447	-0.0137731	0.37099212	235.08975	23.49668884	21.73378181	20.88730812	20.48907852	2.85859948351993	1.0718494407065402	1.4452112190854203	1.4452112190854203	3.95786060795	2.1003079823300004	2.9940709604899998	2.9940709604899998	0.60044009	-0.1527716	0.01324594	23.08434868	21.82130051	20.46450996	19.90839195	1.0
22.30145454	20.33725548	19.54465103	19.11796379	0.8296216577175302	0.9642089707676001	1.01952386689934	1.01952386689934	0.50612662855	0.8807632300600001	0.9411880849600001	0.9411880849600001	-0.22935623	-0.48097353	-0.22935623	-0.48097353	0.52225876	298.73322	23.81976509	21.98847961	20.94002533	20.41017151	1.9237944753014402	2.05318977299676	2.08990743942324	2.08990743942324	0.9380724449400001	1.25590967548	1.2808684096700003	1.2808684096700003	0.81155264	0.00472435	0.05933777	24.56579208	22.71795273	20.90387154	20.16068649	1.0
21.14936829	19.35482407	18.74558067	18.43839073	1.4646971908963302	0.5696303728730701	0.68401269820709	0.68401269820709	1.4897112682000002	0.6380836804700001	0.66700148779	0.66700148779	-0.01032709	-0.06503139	-0.01032709	-0.06503139	0.3835705	271.799	23.77157974	21.85276985	20.97671318	20.61724472	0.5321231416199	0.8777673121951601	1.2387719235281502	1.2387719235281502	1.18525320534	1.2561930974300002	1.9347338312000002	1.9347338312000002	0.57080538	0.05525742	-0.01811872	18.81307411	18.49428177	18.41960335	18.41038704	1.0
22.31526375	20.42808723	19.57381058	19.14524651	0.6821383773957901	0.60397812537001	0.60365021450833	0.60365021450833	0.99878617641	0.9641774094000001	1.06774273816	1.06774273816	0.04967372	-0.00235558	0.04967372	-0.00235558	0.52626777	192.98256	22.90560532	21.83536911	21.0975666	20.761446	1.5483479487960803	2.0658631751771304	1.4488156620186503	1.4488156620186503	1.01687517702	1.7801751562900001	1.02432367103	1.02432367103	0.7136753	0.01881891	-0.15076208	22.63438034	22.26309013	21.69312859	21.66358376	1.0
22.40688896	20.56083679	19.82629585	19.38663483	0.9318439850069201	1.7281886948248202	6.97589038323656	6.97589038323656	0.8518962106700001	1.60115323393	4.41616452367	4.41616452367	-0.05324059	0.02391795	-0.05324059	0.02391795	0.53060186	205.01868	22.65260887	21.89161301	21.34524155	21.1649437	0.7205146604153801	1.5827452408225102	0.9931521695567301	0.9931521695567301	0.6244438482300001	1.82989297348	1.17238971491	1.17238971491	0.73777985	0.13158975	0.01794801	23.40292358	22.17111206	20.98733139	20.45019531	1.0
22.69580841	20.84027863	19.98391533	19.57560349	0.5371482667031401	0.6923210184116502	0.58986682487553	0.58986682487553	0.66424156842	1.16837790502	1.24634968597	1.24634968597	-0.08500114	-0.11818159	-0.08500114	-0.11818159	0.5808429	152.02512	23.2348175	21.91081047	20.94886017	20.54991531	0.70426122227512	0.8175078998410902	0.8134612954587401	0.8134612954587401	0.75405024823	0.9558403357	1.04282852461	1.04282852461	0.74574612	-0.01192994	-0.00057532	22.57582664	22.22511292	22.21955299	22.07733345	1.0
21.59187508	19.79040146	18.92080116	18.50174522	0.9401560645466301	1.3542939215743302	1.8921630835043401	1.8921630835043401	0.49846776347	0.83789363568	1.3302949070199999	1.3302949070199999	0.18704981	-0.02157355	0.18704981	-0.02157355	0.5702808	273.87396	24.09558296	23.09492111	22.75517082	21.99283981	0.64929706069999	0.7162454252311801	0.6885970472962801	0.6885970472962801	0.45060808599	1.5155147505000002	1.5290220886	1.5290220886	1.28838104	0.07768418	0.04783516	19.73862839	18.78341484	18.48484612	18.31961823	1.0
21.76710892	20.00209618	19.30905724	18.93023109	0.9489486313866702	4.21160300413913	1.4320098354025603	1.4320098354025603	0.8582328984800001	2.89397316838	1.8192938525600002	1.8192938525600002	-0.0309851	-0.03079499	-0.0309851	-0.03079499	0.50162584	205.02065	23.00597191	21.67518806	20.91624451	20.56840706	1.0568009798064102	1.5217957065296701	1.6600437308027802	1.6600437308027802	0.43798186627	0.9512102049200001	1.1452952787000001	1.1452952787000001	0.65247767	-0.06862057	-0.23801852	23.37220573	22.63485336	22.56506538	22.50469398	1.0
18.87641716	17.59077454	17.12955856	16.80590248	1.2568126090840601	1.5628344565310601	1.5676979018435602	1.5676979018435602	0.89095709428	1.27543622883	1.2525290471800001	1.2525290471800001	0.0505318	-0.06845503	0.0505318	-0.06845503	0.20366615	254.2695	21.04563904	19.86942291	19.485466	19.16660309	8.210649278398341	2.1046294413190005	2.26800592555393	2.26800592555393	2.9396824395100003	1.8220183432000001	2.02416126884	2.02416126884	0.3849903	-0.14387671	-0.13316901	21.16535187	19.82098007	18.7069664	18.19989777	1.0
20.00681877	18.4661808	17.95770073	17.64323616	1.44315549496303	1.4897240658063002	1.46118826481858	1.46118826481858	1.0329961460000001	1.14584870434	1.1267176872100002	1.1267176872100002	-0.03599667	0.04297982	-0.03599667	0.04297982	0.28100243	242.9723	24.28951645	22.49229431	21.40312576	20.91637611	0.78005057125466	0.9867417201329002	0.9949292588130402	0.9949292588130402	0.37778208677	1.03011213534	1.0923530894000002	1.0923530894000002	0.66707402	-0.05075787	-0.1124166	24.70292664	23.46520233	22.00804138	21.59605026	1.0
22.00385475	20.16875076	19.48929405	19.09460831	2.5446038233775803	0.9190930748119102	0.9100092075702001	0.9100092075702001	2.9091743948	1.12925695221	1.28402280274	1.28402280274	0.15656088	0.22089752	0.15656088	0.22089752	0.4084097	207.29167	23.69996452	23.05379486	22.70753479	21.84436798	0.22434495077476002	0.6501131760473301	0.6660075018817	0.6660075018817	0.3544418388	0.44022908818	0.58753108024	0.58753108024	1.23134248	-0.07549227	0.1164602	20.98252678	19.5619812	18.5500679	18.12465286	1.0
21.9879837	20.05130005	19.38427734	18.99778175	0.8418243351102301	0.68439186329777	0.7117941932658701	0.7117941932658701	0.62478125882	1.11626479166	1.1951738704200001	1.1951738704200001	0.17814169	0.08503733	0.17814169	0.08503733	0.4545693	231.34267	22.91886711	22.24850273	21.64399529	21.4435482	1.5222907054862003	1.7488921108964202	1.9785269691448701	1.9785269691448701	0.97929511228	1.07006705326	1.3375712149299999	1.3375712149299999	0.79605732	0.02827469	-0.01304077	17.45717621	17.02918053	16.90934563	16.88194466	1.0
22.60900307	20.80935287	19.92407417	19.56834793	0.9212526271368201	6.773117537854261	1.7400483555379302	1.7400483555379302	0.5268649412499999	2.63307701584	1.18619176029	1.18619176029	0.14500927	-0.19162828	0.14500927	-0.19162828	0.56810474	221.54152	23.41506386	21.85853577	20.95740509	20.63070488	0.48579036167242007	0.7238547172965302	0.85031313452804	0.85031313452804	0.6193014223800001	1.04450498129	1.45459622619	1.45459622619	0.69027158	-0.02170508	-0.09291909	24.61440277	23.17443085	21.76083755	21.33789253	1.0
22.4963398	20.60257721	19.65657997	19.26304626	0.6047947020745801	0.5284387822074501	0.4904122771372001	0.4904122771372001	0.67312516927	0.9569318277800001	0.9167138020300001	0.9167138020300001	-0.0183985	-0.34516136	-0.0183985	-0.34516136	0.59431314	243.01486	23.66437721	22.45119858	21.20867538	20.72364616	1.1554895119957902	0.9664594879361001	1.0138503087253201	1.0138503087253201	0.94513963366	1.0244095747200002	1.07615800439	1.07615800439	0.82948411	-0.07137118	-0.07477691	23.01771545	21.28662682	19.95954514	19.41445541	1.0
22.58129883	20.7031765	19.89660072	19.51515961	0.7415829934553502	0.9172023941487302	1.06031775587397	1.06031775587397	0.48429156114	0.69163447544	0.94042861197	0.94042861197	0.05786137	0.03562369	0.05786137	0.03562369	0.52437013	172.50278	22.38894463	21.52756691	20.95145226	20.77964973	0.6981879848684001	6.13384361514782	1.68978972022309	1.68978972022309	0.62462481064	3.66524697364	2.05106182408	2.05106182408	0.72823284	0.03262516	-0.10306917	22.31649971	20.72421455	19.15428925	18.46916771	1.0
22.16382599	20.40755081	19.55963326	19.16104126	0.7394272011572801	0.8275018160072102	0.9854725595942901	0.9854725595942901	0.54981168862	0.90634367521	1.07581614121	1.07581614121	-0.04645704	0.00467837	-0.04645704	0.00467837	0.54766065	417.92395	22.50710678	21.72113419	21.15152359	20.93626404	0.7105497689450401	0.7041022477039701	0.79292100963181	0.79292100963181	0.38890827021	0.79798769099	0.76796722987	0.76796722987	0.73352725	-0.03668066	0.06117876	22.27882004	20.80274582	19.67502403	19.20197487	1.0
22.71430779	20.8092556	19.72277832	19.26971626	0.7746312416650701	5.380243370479901	1.0950645948252802	1.0950645948252802	0.7192790129700001	2.73932908948	1.04120536488	1.04120536488	-0.0205844	0.07333965	-0.0205844	0.07333965	0.6597849	210.0837	23.46331024	22.67431068	21.9931221	21.77035713	1.44315549496303	1.4897240658063002	1.46118826481858	1.46118826481858	1.0329961460000001	1.14584870434	1.1267176872100002	1.1267176872100002	0.82749571	-0.03599667	0.04297982	23.35438347	22.14374924	20.26569748	19.33068657	1.0
21.72579575	19.91982841	19.24056816	18.87223053	1.2136833056020202	1.04973444512533	1.0587135600666802	1.0587135600666802	0.93665363884	0.9665409772500001	1.1366419895800002	1.1366419895800002	-0.11168305	0.18563839	-0.11168305	0.18563839	0.4718416	250.98268	22.74050331	21.43550491	20.60919762	19.85783768	0.99023903688569	1.5019667180391703	5.507587957421951	5.507587957421951	1.0970748336	1.3694425727400001	2.76978446318	2.76978446318	0.67169187	-0.03794065	-0.11351026	22.0987854	21.45301247	21.25296402	21.13869858	1.0
