CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_7-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_7-PLANE_1-OBJECT_1-MASS_PROFILE_1-e1	CONFIGURATION_7-PLANE_1-OBJECT_1-MASS_PROFILE_1-e2	CONFIGURATION_7-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_7-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_7-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_7-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-g	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-r	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-i	CONFIGURATION_7-PLANE_1-OBJECT_3-magnitude-z	WEIGHT
22.55682182	20.70707321	19.60491562	19.12521172	0.53869170861097	0.5795123459295901	0.6450036820763401	0.6450036820763401	0.34464075193000004	0.43665006320000005	0.69090202833	0.69090202833	-0.14929556	0.23262372	-0.14929556	0.23262372	0.65567774	273.10535	22.37710762	21.84652328	21.26231194	21.05492401	0.8769129373988501	1.1957167643722801	1.2069752233545703	1.2069752233545703	0.8279089511400001	1.1358689720900002	1.2480144786	1.2480144786	0.83280363	-0.03482275	-0.04734902	19.72569847	18.58528709	17.69809914	17.24253273	1.0
21.99782562	20.26718712	19.32730675	18.88876343	9.879331349921861	0.8324922431532902	0.8176056598472401	0.8176056598472401	2.5881304762700004	0.68263656427	0.6156504143	0.6156504143	-0.14593463	-0.014507	-0.14593463	-0.014507	0.68009263	205.38792	20.51092339	20.23025703	20.11235428	20.04941559	0.6567897926249902	0.7222503893764501	1.02838945614437	1.02838945614437	1.01194807716	0.7771391471000001	1.5360710303800003	1.5360710303800003	1.07683375	0.1319437	0.07458308	21.93525696	21.54672623	21.42199707	21.34540367	1.0
20.30916023	18.65609741	18.08272552	17.74463272	8.03199312619712	2.87694584971261	2.5492910108609004	2.5492910108609004	2.5803193026300004	1.58479072838	1.59543349152	1.59543349152	0.21111195	0.01294572	0.21111195	0.01294572	0.32975826	281.23874	22.61693001	21.77459335	21.14591217	21.07007599	0.51787635012146	0.5472118408940901	0.4638820672723601	0.4638820672723601	0.55231533816	0.53851253797	1.3323238862700002	1.3323238862700002	0.72731082	0.0455157	-0.37727615	20.53613281	19.96965599	19.78343964	19.73386765	1.0
22.58537292	20.59989166	19.79286385	19.38393211	0.5153535630182601	0.53485078170857	0.6754963923530501	0.6754963923530501	0.66651922995	0.76080015375	1.2796691323	1.2796691323	-0.14073786	-0.12915061	-0.14073786	-0.12915061	0.50446606	222.1084	24.11001396	22.68587875	21.46037102	21.27975845	0.7925715948197202	0.8520110653973701	0.8236662988123001	0.8236662988123001	0.95770829057	1.53275360887	1.71697345008	1.71697345008	0.77848016	0.00499778	0.16879211	22.3362999	21.76991653	21.60420799	21.57416916	1.0
22.39040947	20.54684067	19.60882378	19.19947624	0.7577695430975401	0.9441571536519101	0.8910442906781201	0.8910442906781201	0.9761492483	1.10904303521	1.1897946130700001	1.1897946130700001	-0.01766021	0.08857019	-0.01766021	0.08857019	0.56973296	283.2866	24.07496452	22.16444016	21.16459274	20.76447296	0.44270515619464007	0.75835168185196	0.75901653981348	0.75901653981348	0.8265636351300001	1.2612727557	1.2873713266300002	1.2873713266300002	0.68402965	-0.0495126	0.16229394	20.12369156	19.74483299	19.88761139	19.72628403	1.0
21.53977966	19.73310089	19.09515953	18.75398254	6.7060789333706	5.609710810005681	2.7165394913296503	2.7165394913296503	1.9596392658100001	1.93023594208	1.52006092379	1.52006092379	0.15869213	0.01449589	0.15869213	0.01449589	0.4085703	336.02545	23.67122078	22.84469604	21.83194542	21.53729248	0.10507293395119001	1.0072884704945702	0.56982839887824	0.56982839887824	1.10814298083	1.60349999608	1.0344469329000001	1.0344469329000001	0.85109461	0.10235691	-0.10639722	23.546875	22.0112381	20.68897057	20.13190651	1.0
20.58709145	18.97030449	18.44879723	18.1100502	1.5783670319538803	7.7834059508816305	1.5970277857770503	1.5970277857770503	2.0936010299700003	3.9201990289900004	1.90866924776	1.90866924776	-0.00408319	-0.01321537	-0.00408319	-0.01321537	0.31116235	215.24248	27.05249023	23.52843094	22.48069382	21.66020012	1.5181334784304603	2.0290432631348505	5.243351844366631	5.243351844366631	0.46607624426	1.54692046944	3.12451878691	3.12451878691	0.91627335	-0.15389798	0.14447935	24.72402	23.30187416	22.20097542	21.80761337	1.0
23.11664581	21.05461502	19.93087578	19.42486382	0.53901895960039	0.82786983313016	1.41515031427515	1.41515031427515	0.45984292597000004	0.9601730003300001	2.1570496642499997	2.1570496642499997	0.0389784	0.03179388	0.0389784	0.03179388	0.64024574	335.00067	23.19444656	22.37003136	21.62957954	21.25361061	0.8975451121672101	1.1689899796678902	1.1453718469551502	1.1453718469551502	0.5341689641	0.9364052669	0.9440541011600001	0.9440541011600001	0.84713047	-0.18298256	-0.23249019	25.12774086	23.31195641	21.85584259	21.25737381	1.0
22.58537292	20.59989166	19.79286385	19.38393211	0.5153535630182601	0.53485078170857	0.6754963923530501	0.6754963923530501	0.66651922995	0.76080015375	1.2796691323	1.2796691323	-0.14073786	-0.12915061	-0.14073786	-0.12915061	0.50446606	222.1084	24.0404377	22.26760101	21.21559525	20.76389694	5.436920239497831	5.252951555334711	3.2515422234974203	3.2515422234974203	2.1003705631800003	2.31258539468	1.69638280662	1.69638280662	0.71805405	-0.15494064	0.08849927	17.38817978	17.03606415	16.94961929	16.92851639	1.0
22.60900307	20.80935287	19.92407417	19.56834793	0.9212526271368201	6.773117537854261	1.7400483555379302	1.7400483555379302	0.5268649412499999	2.63307701584	1.18619176029	1.18619176029	0.14500927	-0.19162828	0.14500927	-0.19162828	0.56810474	221.54152	24.64422989	23.02373505	22.01506805	21.49726486	0.9612223529509601	1.0103591929733802	1.4352184905510301	1.4352184905510301	0.87489970818	0.9873746616400001	1.54403796314	1.54403796314	0.76788726	0.06511308	0.03921337	26.40643692	23.99372482	21.79731369	21.02336693	1.0
22.7764492	20.63568878	19.73208427	19.29012871	0.7694421943521101	1.09796869056647	0.9195767279773701	0.9195767279773701	0.7236607744400001	1.63653351144	1.45386798182	1.45386798182	-0.19466383	0.11338154	-0.19466383	0.11338154	0.5386058	239.28922	23.64772606	22.68204117	21.73067665	21.44337654	0.9639313250182201	1.0130943538074202	0.8179738090829801	0.8179738090829801	0.50464825558	1.08200214843	0.9501338248200001	0.9501338248200001	0.79154826	0.10179859	0.11427605	18.94182968	17.64319801	17.02733612	16.74549866	1.0
22.58728981	20.82434082	20.10262108	19.73796082	0.71253886879494	0.5382949310178201	0.57595632129636	0.57595632129636	0.54172204532	0.5979463562699999	0.6957029670900001	0.6957029670900001	0.0243917	0.02981121	0.0243917	0.02981121	0.45861316	171.92732	23.20425224	22.35272217	21.59920502	21.40992355	0.53703276208173	1.3341651892223303	1.3557543800494802	1.3557543800494802	0.85139652382	1.7784674709900001	1.64606491022	1.64606491022	0.78478693	0.08950914	-0.05877273	21.37819862	20.84741783	20.70033836	20.62993622	1.0
22.5593586	20.63726044	19.74237442	19.36193085	1.07781462852667	1.0567781561114802	1.0013714367488602	1.0013714367488602	0.48171878205	0.43597737232000006	0.43287866424	0.43287866424	-0.06733014	-0.04823345	-0.06733014	-0.04823345	0.5928573	233.16301	24.53089905	22.33665085	21.12659073	20.6008091	0.81707345696068	0.64853424490898	0.6683623757038801	0.6683623757038801	1.17650661434	2.3102176872099998	1.9104136741600002	1.9104136741600002	0.81754917	-0.11625937	0.54477192	22.87984657	21.47029877	20.48114014	20.03518295	1.0
21.59924889	19.80867767	19.20096016	18.86146355	1.2051754425161203	1.8741115792251402	1.8032856780232303	1.8032856780232303	1.68976978208	2.6465425921700003	2.9879693526	2.9879693526	-0.07172575	-0.03918601	-0.07172575	-0.03918601	0.45229816	169.81729	24.05788612	21.92672348	20.81122971	20.25204086	0.45676770845299003	0.20907971353694002	0.21129418189771004	0.21129418189771004	0.308913751	1.44345371045	2.6529599789000002	2.6529599789000002	0.74763658	0.28234537	-0.18059346	23.92671585	22.3453598	21.50354576	21.09746742	1.0
21.73678017	19.95583344	19.28051567	18.89093208	0.7196051392504401	1.3507153367800602	0.7900522710083502	0.7900522710083502	0.43102349906	2.81991236838	1.2845008578400001	1.2845008578400001	-0.144931	-0.01150278	-0.144931	-0.01150278	0.4802862	175.71278	24.44381523	22.6131916	21.64062119	21.21708107	1.1011262229070402	1.17019568249083	1.20157311062077	1.20157311062077	0.9211155041600001	1.18644408249	1.23465863376	1.23465863376	0.6998056	0.18513966	-0.17862526	23.81607246	22.39517593	20.81020546	20.21575737	1.0
22.23393822	20.34514999	19.61560249	19.22669411	0.5329195666280101	0.6498905452454801	0.57260214840569	0.57260214840569	0.37741517547000003	1.6703429294	1.58185241348	1.58185241348	-0.0324577	-0.00690571	-0.0324577	-0.00690571	0.48947185	221.66397	24.76523972	23.14964867	22.09943581	21.87420273	4.6675132701506605	0.90583786381325	0.9155584884185402	0.9155584884185402	2.8216216816500004	1.19182472059	1.213012808	1.213012808	0.71850476	0.06418558	-0.24464716	18.63962364	17.25193596	16.20381165	15.74941444	1.0
