CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_16-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_16-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_16-PLANE_1-OBJECT_2-REDSHIFT	WEIGHT
22.06803322	20.11517906	19.4233036	19.02753639	1.7903443275872801	1.3793273924401401	1.7432870909011202	1.7432870909011202	0.92204151664	1.07504249778	1.5479024141300002	1.5479024141300002	0.03463769	-0.0521781	0.4400626	0.4400626	1.0
19.24051285	17.85002518	17.34216881	16.98399162	1.9442100224454604	1.81872247305668	1.8370443001632302	1.8370443001632302	1.25636565962	1.17801991371	1.1720697964500002	1.1720697964500002	-0.24205016	-0.07652188	0.20391326	0.20391326	1.0
22.46370697	20.68638039	19.88328743	19.47797012	0.58804474810162	0.5943676620808801	1.20031265707588	1.20031265707588	0.46126474079	0.5352776327100001	1.97692703429	1.97692703429	-0.00012544	0.18477427	0.5203114	0.5203114	1.0
22.51140976	20.63600922	19.61822701	19.1865406	1.0487881156770402	1.6223575704136501	1.6230929447872902	1.6230929447872902	0.50670043406	1.2773739102600001	1.56382799778	1.56382799778	0.07296129	0.01661091	0.6374369	0.6374369	1.0
19.46931648	18.01160431	17.52232361	17.18787766	2.2434879027678103	2.4610708782687705	2.8114196842076002	2.8114196842076002	1.24903542619	1.42761653951	1.8202307769100001	1.8202307769100001	0.11502577	0.24127126	0.23545247	0.23545247	1.0
21.85727501	20.05449486	19.36895943	19.00202942	1.04759019713336	1.3846715885868601	1.4240672898619702	1.4240672898619702	0.56012400278	1.37149788618	1.26704642363	1.26704642363	0.01873113	-0.07947792	0.5098612	0.5098612	1.0
22.24083138	20.34084129	19.5864563	19.16920853	0.5174363654207701	0.5948446528882602	0.7514961686477701	0.7514961686477701	1.1162067265200002	1.82672265576	3.1774081789600004	3.1774081789600004	0.07744967	-0.00334122	0.4955931	0.4955931	1.0
21.93104553	20.19997406	19.47932243	19.07589531	1.1192573462387603	1.09953739714324	1.42869616511153	1.42869616511153	0.6025298361100001	1.09578776946	1.99008598681	1.99008598681	-0.09602635	-0.01025899	0.5227198	0.5227198	1.0
21.60737038	19.75179482	19.1386776	18.78143311	1.7721172260428504	1.5652816149413502	1.19695439422224	1.19695439422224	0.5197247016500001	1.09381459618	0.90597083589	0.90597083589	-0.08268122	-0.12632512	0.40354127	0.40354127	1.0
21.60079384	19.58416557	18.6937294	18.26061821	1.2075641565798603	2.9365217353920605	2.8841758445744903	2.8841758445744903	0.37317609675999996	0.56104807169	1.4136420555500002	1.4136420555500002	0.0497422	-0.18005933	0.5541871	0.5541871	1.0
22.1353035	20.23274803	19.25916481	18.83516693	0.7615706272725601	1.02529452451556	0.8645045818345102	0.8645045818345102	0.89712554625	1.04965875559	1.1098377475699999	1.1098377475699999	0.0584225	-0.15776432	0.62022996	0.62022996	1.0
22.4164753	20.5627861	19.78597069	19.37532616	0.57597828729569	0.7660553031410601	0.7441490201755201	0.7441490201755201	0.40787120667000004	0.9465482800700001	1.08671022189	1.08671022189	0.07353636	0.29940176	0.5442614	0.5442614	1.0
21.35929871	19.54637718	18.93874931	18.57389259	1.12183405887774	1.2034976965443702	1.3012080386606801	1.3012080386606801	0.40951637424000004	0.93241277436	0.8468882882800001	0.8468882882800001	0.0514282	-0.00514464	0.365847	0.365847	1.0
21.87344551	19.99975967	19.32154465	18.93596649	1.4172805776787	1.9082294450921302	1.6734129281633001	1.6734129281633001	2.9836297263600002	1.6400401746	1.8089938283900002	1.8089938283900002	-0.18573032	0.08659636	0.43294188	0.43294188	1.0
22.69580841	20.84027863	19.98391533	19.57560349	0.5371482667031401	0.6923210184116502	0.58986682487553	0.58986682487553	0.66424156842	1.16837790502	1.24634968597	1.24634968597	-0.08500114	-0.11818159	0.5808429	0.5808429	1.0
21.69896317	19.85160637	19.14525032	18.77812958	0.7729413579172001	0.8499419508482701	0.7880780134424701	0.7880780134424701	1.50118962705	1.73885077896	1.6102563608800002	1.6102563608800002	0.01386621	-0.09616057	0.50427586	0.50427586	1.0
