CONFIGURATION_15-PLANE_1-OBJECT_2-magnitude-g	CONFIGURATION_15-PLANE_1-OBJECT_2-magnitude-r	CONFIGURATION_15-PLANE_1-OBJECT_2-magnitude-i	CONFIGURATION_15-PLANE_1-OBJECT_2-magnitude-z	CONFIGURATION_15-PLANE_1-OBJECT_4-magnitude-g	CONFIGURATION_15-PLANE_1-OBJECT_4-magnitude-r	CONFIGURATION_15-PLANE_1-OBJECT_4-magnitude-i	CONFIGURATION_15-PLANE_1-OBJECT_4-magnitude-z	WEIGHT
20.95642662	19.53712273	18.47407913	18.0190239	23.0236721	22.74520683	22.72178268	22.69716835	1.0
23.59660149	21.92785454	20.11617279	19.34194183	22.59642792	21.06009865	20.02866745	19.58687973	1.0
25.11787987	23.05158234	21.24381828	20.40034294	21.59685707	20.07195091	18.75713348	18.20106506	1.0
19.68842506	19.02864456	18.82069969	18.72434807	22.07423973	20.61213875	19.33513451	18.78736877	1.0
23.24837303	21.84790993	21.2815094	21.14021492	21.28524971	19.95845795	19.45272446	19.21347618	1.0
19.76940536	18.35663605	17.68688011	17.37616158	23.32097054	22.7992382	22.59214783	22.72726059	1.0
23.09556961	21.60334969	20.41659546	19.87659073	21.7181797	21.77191925	21.51143074	21.34881592	1.0
23.66347122	22.06530952	20.84965324	20.32379532	21.74540901	20.24861336	19.2202301	18.76368141	1.0
21.55822372	20.06938934	18.57251549	17.96798706	23.64355087	22.69994736	22.17027664	21.69050217	1.0
21.16519165	19.75656319	18.63290215	18.13294792	23.35392189	22.54522133	22.33167076	22.17168427	1.0
25.70676613	23.58715057	21.68911934	20.78084183	23.49438477	22.11176491	20.65338707	20.00297356	1.0
22.00358391	20.2798214	18.32538223	17.42163277	23.59019852	22.18162346	21.41449165	21.02505302	1.0
24.15449333	22.69104385	22.0322628	21.76225662	22.99442291	21.54801941	20.08900452	19.47850609	1.0
21.71308327	21.72351837	21.64676857	21.37028885	23.32896042	22.3335495	20.98028374	20.29208374	1.0
19.06440926	17.59250259	16.41248512	15.91600323	23.64112854	22.04211044	20.9899559	20.49832535	1.0
19.83944321	19.09346581	18.8433094	18.71130943	22.88316917	21.79292679	20.8673439	20.43963814	1.0
24.97197723	23.7846756	22.701931	22.12984085	25.98495674	25.09747314	21.88639832	20.54196358	1.0
24.25762367	22.64839935	21.39511299	20.87421608	22.38158035	20.93537331	20.33548927	20.06980896	1.0
24.54179764	23.24165916	22.01636314	21.55688667	22.50789833	22.02130699	21.85073853	21.92433739	1.0
23.42247581	22.19322586	20.84806061	20.32370186	24.55865097	23.49819374	22.07063675	21.45798683	1.0
23.25891876	21.59980202	20.86109543	20.4950676	25.72460365	23.14932251	22.14943886	21.62926483	1.0
19.40846825	18.61635399	18.32515335	18.15909004	23.73850822	22.20825768	20.79285431	20.24592018	1.0
18.71146965	18.43695831	18.38023186	18.36677742	19.90033531	19.61788177	19.5586071	19.54506111	1.0
23.5819149	22.7195549	22.27890396	22.23716545	20.7455101	19.34094238	18.22206116	17.73636436	1.0
23.22599983	21.70441055	20.24598503	19.61037445	26.07697105	24.19895172	22.79457855	22.22669792	1.0
22.0605526	21.56545258	21.46816826	21.35102081	21.72108841	21.05202293	20.8597641	20.71696091	1.0
25.33500481	23.49350166	22.6710434	21.84580231	19.26541519	17.91092682	16.61203194	16.04755592	1.0
24.81950569	23.17381477	21.76314163	21.13041687	24.25579834	22.98865128	21.91075325	21.61506653	1.0
23.18684387	21.66946411	20.63795471	20.20132828	21.33902931	19.94464111	18.60819626	18.02122498	1.0
21.75841331	20.24885368	18.92167091	18.34634018	23.2881279	21.79118729	20.71004868	20.27129936	1.0
19.88021851	19.45946693	19.3155899	19.28582764	18.24560356	17.81515312	17.71048546	17.66817093	1.0
25.96229553	24.08421516	21.46645737	20.55341721	21.70158005	20.28471565	19.28071785	18.82513046	1.0
25.0597496	23.65740013	21.95822716	21.3337307	16.71398544	16.20829964	16.07134247	16.0137043	1.0
24.95761108	22.96528816	21.69932175	21.23568535	23.96043396	23.08664703	22.98926735	22.64519501	1.0
21.59075165	21.12644196	21.01254463	20.92885208	21.86387444	20.7324791	20.31583023	20.08773041	1.0
21.23672295	19.8372097	19.2075386	18.90090942	24.07890701	22.75151253	21.78381538	21.41948318	1.0
22.54177666	21.1532402	19.91885376	19.35595894	23.35168457	21.80207825	20.42609787	19.78009033	1.0
23.20947075	21.71976662	20.68139267	20.24743271	21.48729706	20.25055695	19.7532692	19.46817398	1.0
22.83006096	22.07767105	21.62621498	21.83535576	23.94709969	22.42072678	21.93208694	21.39374352	1.0
19.13843536	17.88970184	17.41966629	17.20185852	22.28825378	20.86157608	19.48335457	18.89407921	1.0
23.88923645	22.47665596	21.57837296	21.18196678	17.86556053	17.3036499	17.13862991	17.06354904	1.0
21.66389847	20.25831795	19.29335213	18.89295197	19.68071556	18.42309761	17.88261986	17.61753082	1.0
20.15833855	19.52348709	19.32578087	19.22618675	18.93289757	17.75580788	17.28446198	17.04677773	1.0
19.65481758	18.64427567	18.31766129	18.14978218	22.25691795	21.03143501	20.53886795	20.27216148	1.0
23.64636803	22.14898682	21.0453434	20.59406471	23.85365486	22.38711739	21.81708908	21.49719048	1.0
22.05820274	21.45834541	21.24585915	21.17347336	23.03196716	22.38318825	22.18734741	22.20551682	1.0
20.39394379	19.07271385	18.11294174	17.69021225	25.97018814	24.91188622	22.87694168	22.33649826	1.0
22.04563522	20.65573311	19.30133629	18.7213459	24.4740181	22.67572212	21.01042366	20.28625488	1.0
20.4451828	20.20856857	20.13773537	20.18373489	22.64457703	21.14775467	20.25142288	19.86992836	1.0
20.99300957	19.53130722	18.37685776	17.88244629	18.38243866	16.9959259	16.29481506	15.9701252	1.0
21.22592926	19.70154762	18.4168644	17.86724663	24.82059479	23.08218193	22.50497246	22.2306366	1.0
22.28376007	20.82788658	19.60591888	19.08696556	21.03248215	19.51683426	18.18154335	17.58576393	1.0
21.77054214	20.4653492	19.95251083	19.70751953	24.24068451	22.73929977	21.45894241	20.87163544	1.0
22.58460236	21.7658062	21.4376564	21.16962624	25.30665779	23.75153923	21.61843872	20.89922142	1.0
22.39851379	21.07962608	19.86880302	19.33927536	21.25756645	19.69854164	18.0373745	17.32357216	1.0
20.36538506	19.00844002	18.44528198	18.18346214	25.09637833	23.08482361	21.76874161	21.31176376	1.0
24.06053352	23.24192429	22.42251587	22.06258583	24.05555534	22.59250832	21.71757126	21.2640667	1.0
21.00221443	20.8167305	20.82269478	20.82756233	22.36472702	20.90351868	19.49655533	18.90407181	1.0
20.49834824	20.03040504	19.86326218	19.79822922	27.13401604	24.64888382	22.6756649	21.68741035	1.0
24.26333046	22.88556862	22.4189949	22.30837059	25.91119766	24.10863113	21.9640274	21.1547184	1.0
18.50621033	17.19562721	16.67181206	16.4146595	21.68788147	21.04535675	20.85824585	20.77807426	1.0
25.5089798	23.97694206	22.24733925	21.52073288	24.34197807	22.7884407	21.82069397	21.44398499	1.0
27.93133926	24.50219536	22.64937592	22.01735497	24.65809631	22.99836731	21.94777298	21.58649445	1.0
23.84190369	22.25544739	20.67905617	20.0235157	23.18539619	21.70570374	21.07277489	20.82150078	1.0
23.1714077	21.79626083	21.04896736	20.69960976	20.99185562	20.62129211	20.50543213	20.44093132	1.0
21.98589706	20.68071175	19.63988495	19.2046833	20.24773979	18.89448738	17.87739754	17.4297924	1.0
22.55924225	21.14365005	20.10710526	19.65810204	18.70294571	17.31622124	16.62342072	16.32920647	1.0
26.28163719	24.12296486	22.56406975	21.79355621	24.30413437	22.95960236	21.08485985	20.15595436	1.0
22.04181862	20.57528877	18.96954155	18.30615997	22.66524315	21.20648766	19.97290802	19.49622917	1.0
24.67383003	23.1965313	21.76532364	21.15517616	25.19009399	23.53406906	21.70464706	20.90939713	1.0
25.59319687	23.88642693	22.50716019	21.87981606	24.08633995	22.62312126	21.26356316	20.6699791	1.0
21.42990303	20.46962357	19.523489	19.02799988	20.79953766	19.55276299	19.01817703	18.73838806	1.0
18.42621994	17.29024506	16.88132286	16.66844559	22.95958138	22.42628098	22.40089607	22.31138611	1.0
19.86845016	18.80533218	18.39849472	18.18187332	24.75971603	23.30650902	22.99403954	22.72511673	1.0
23.12549019	21.66728783	20.19773483	19.53782272	24.97223854	23.67565727	21.79629517	21.04316711	1.0
23.01544571	22.290905	21.72908211	21.23720551	26.43150139	22.9107933	20.88990974	20.78613281	1.0
21.18570328	21.69786453	22.02389336	22.27240372	21.98958588	21.49518394	21.38040352	21.37025642	1.0
21.24246407	19.88534355	19.02453232	18.64410019	21.21747589	19.84916306	19.26605034	19.00917816	1.0
23.1961689	22.01230049	21.5956707	21.3783493	23.01779556	22.53307533	22.3275013	22.3188591	1.0
21.1583786	19.75831985	18.97804832	18.61600876	24.52376175	23.3663063	22.49192619	21.95194626	1.0
25.09866714	23.42635727	22.25034714	21.80369186	19.33227539	19.0252018	18.95078659	18.93662453	1.0
24.69639969	23.01150513	22.24840164	21.82135582	23.48176956	22.8724575	22.55808449	22.51774597	1.0
19.93997574	18.43884087	17.41714668	16.97404289	19.00510979	18.44098282	18.25709915	18.20635986	1.0
22.27903175	20.92342949	20.13114357	19.78980446	22.3999691	20.90058899	19.54418564	18.94180489	1.0
19.56118965	19.16070366	19.038908	18.99558258	24.39128304	23.21397018	22.63251114	22.35669708	1.0
24.6835041	23.3278923	22.68083954	22.18644714	19.65949059	18.30043983	17.23555374	16.77849388	1.0
23.55807877	22.46658516	21.72853851	21.25701714	23.65286827	22.16240883	21.39838791	21.06438828	1.0
17.81694221	17.12973595	16.9376812	16.84305	20.28360748	18.86281967	18.15971947	17.84253883	1.0
23.26242256	22.76082611	22.65257454	22.50274658	24.95608902	23.54971123	22.47375488	22.00191689	1.0
22.31766319	20.80529976	19.77266502	19.353405	21.24029922	19.85191345	18.8476162	18.40135574	1.0
23.47426605	21.86335754	20.79377365	20.33892441	23.12339973	22.34481239	22.15181923	22.05947876	1.0
24.22691536	22.61292839	20.72827721	19.89997673	19.59819984	18.7851944	18.53787422	18.40475464	1.0
22.28835487	21.7939167	21.38009071	21.43089104	22.80194855	22.16212845	21.97350883	21.85172653	1.0
23.0969162	21.62039566	20.61634064	20.18328094	21.11575127	20.14649582	19.77226639	19.60565948	1.0
23.50536728	22.03767967	21.51329041	21.17298317	24.61397934	23.10837364	22.3859787	22.05037689	1.0
22.73915291	21.26737785	19.91631508	19.37799454	18.04597664	17.25601387	17.01999855	16.8892765	1.0
22.60890579	21.21375084	20.65265656	20.34718132	21.24606323	19.93683243	19.45211983	19.19807816	1.0
22.45113373	21.8463726	21.62464142	21.56970596	23.25398827	21.73832893	20.75505829	20.39088821	1.0
22.56170654	22.24792862	21.97374916	21.92614937	22.33413506	22.08346748	22.04318047	21.79894829	1.0
25.73818398	24.88881302	22.49054337	21.49742126	19.48718834	18.14119911	17.54523659	17.27345085	1.0
25.87324715	23.84462547	22.76385498	22.68061829	21.48114967	20.2963047	19.80994987	19.54414749	1.0
25.08451843	23.5646286	22.5696888	22.21999359	22.34142303	20.93647003	19.79045105	19.31669426	1.0
99.0	24.26197815	22.78007889	22.02020645	24.77994537	23.35960007	21.31951332	20.63137627	1.0
20.37734795	20.16539001	20.13115311	20.15770531	21.12494469	20.36072731	20.11163139	19.95973015	1.0
18.01184464	17.59438705	17.4865818	17.45259666	24.81294632	23.50233269	22.13428307	21.4912529	1.0
22.66524315	21.20648766	19.97290802	19.49622917	21.38796997	19.94390869	18.82391167	18.36163521	1.0
23.92025948	22.47527504	21.16081047	20.63971138	23.20029831	22.08893013	21.68566322	21.46369171	1.0
19.97528076	18.44865227	17.05007744	16.43774796	24.29754829	22.66612434	21.08166504	20.39488792	1.0
25.24759865	23.55761909	22.41771889	21.98121643	21.71337891	20.32550049	19.39871407	19.00078392	1.0
20.70441055	19.30891991	18.43176842	18.06187057	20.94146156	20.32995796	20.11359215	20.03650856	1.0
18.55534172	17.29428864	16.73764229	16.46677589	25.85197067	23.93310738	22.36564064	21.62803268	1.0
23.15766525	21.56780624	20.17535782	19.61371231	19.93209076	18.7026825	18.24062538	17.99212074	1.0
22.99006462	22.47519684	22.35889626	22.37339973	24.3579216	22.3557415	20.04730606	18.98677254	1.0
22.68108749	21.42552567	20.82450104	20.5486927	18.91538048	17.44015121	16.28522682	15.79350948	1.0
22.93309402	21.47130775	20.12677765	19.55329323	21.0551548	20.60440445	20.46083641	20.39843178	1.0
24.40910912	22.86909294	21.17141342	20.50603294	21.67009926	21.38215637	21.29043961	21.31510544	1.0
21.27419853	20.85919952	20.78147507	20.72157478	23.52859497	23.48563576	22.9040699	22.56809616	1.0
23.99187279	22.45845604	21.14317513	20.6073494	23.5913868	23.08307648	22.7546711	22.78332329	1.0
26.1211853	24.38240814	22.4704895	21.67594147	24.77929497	23.01335335	21.37887192	20.71361542	1.0
21.80597878	21.47756386	21.40750504	21.30744362	24.99939728	23.26931763	22.31672096	21.75490189	1.0
23.13145828	21.8872242	21.75663376	20.59319496	22.26334381	20.74679184	19.20882034	18.52274132	1.0
18.22585297	17.09784126	16.74896431	16.55128288	20.37393379	19.71379471	19.49428749	19.3876133	1.0
24.28038406	22.87967873	20.97755432	20.19405937	21.92747688	21.14319801	20.87857246	20.76084518	1.0
25.21354675	23.26384735	21.32017899	20.53413773	23.89586258	22.43083382	21.08066368	20.56980515	1.0
22.84163666	22.66739464	22.51227951	22.50196648	23.74488449	22.8706131	22.61984062	22.3594799	1.0
21.18731499	19.72908783	18.32917595	17.72432137	25.36573982	23.42572975	21.91425705	21.23148537	1.0
22.36427689	22.01570129	21.94911003	21.90171432	23.18545914	22.19381905	21.85750389	21.55543709	1.0
24.64448357	23.24462891	22.95034027	22.56014061	20.35527229	19.00523567	18.43251038	18.15788269	1.0
22.25901604	21.79309273	21.6641674	21.62178802	21.16450691	20.04039574	19.60283852	19.40787697	1.0
19.25976944	17.79989052	16.66126442	16.17406654	24.57067108	23.41348457	21.53557968	20.70239258	1.0
20.79924583	20.40287781	20.27464104	20.25567055	25.13955688	23.50322151	22.37625694	21.94443703	1.0
21.93674088	21.11735725	20.83152199	20.71249199	22.76874924	22.67023659	22.52818871	22.25116348	1.0
20.35818863	18.98186684	17.80409431	17.30293655	18.09914589	17.66038704	17.55766296	17.52032089	1.0
20.3809433	20.11606026	20.03504562	19.95912933	23.38296318	22.58288765	21.62109947	21.08390427	1.0
24.61401558	23.10827827	21.81305695	21.39606667	22.46420097	21.31371498	20.87331772	20.63335037	1.0
20.25768471	18.88838196	18.18404961	17.86416054	23.12879562	21.67237091	21.12084961	20.90075111	1.0
20.13628387	18.66184807	17.41885185	16.89491653	22.29764557	21.05869102	20.59269714	20.36727142	1.0
25.63020134	23.67629051	22.47478867	21.53103256	23.69440269	22.25255013	21.50455284	21.19909859	1.0
24.21375084	22.89863014	22.5228653	22.31139946	23.20539665	21.79852676	21.28950882	20.98539734	1.0
21.23078918	20.97246742	20.85465431	20.63875389	24.19096565	23.03747749	21.91525078	21.52748108	1.0
24.72550964	23.37268066	21.71796799	21.01782227	23.47455597	22.77879333	22.46080589	22.35124016	1.0
17.46261787	17.09177017	17.00814438	16.98568916	22.31578445	20.84824753	19.95725441	19.60317612	1.0
20.57982063	19.1639576	18.21453094	17.79294777	18.94182968	17.64319801	17.02733612	16.74549866	1.0
20.69766808	19.32565689	18.49716187	18.12402153	16.73376656	16.23836136	16.12261772	16.07927322	1.0
23.27133179	21.84835434	20.9787178	20.62376595	23.44138336	21.82870674	21.07542038	20.71598625	1.0
24.16343498	22.64481354	20.84700012	20.03381348	23.59815216	22.45446396	21.75910759	21.46386909	1.0
20.39348984	20.11307144	20.07203865	20.04356003	18.05720711	17.25314903	17.01823997	16.88899422	1.0
22.95416069	22.60722542	22.36854744	22.15084457	25.46020317	24.00773239	22.32713318	21.61029243	1.0
24.32889938	22.93900108	22.59584808	22.26038933	24.0696125	22.92139626	22.1012764	21.75995255	1.0
22.52396965	21.0524807	20.33135414	19.99479103	22.93869972	21.75563812	21.30592346	21.05709076	1.0
20.75452042	20.68984413	20.40411949	20.36579895	23.14866447	21.72032547	20.180233	19.52395248	1.0
23.34283829	21.78507805	20.74175262	20.27645111	21.28974342	19.99313164	18.99073029	18.57772255	1.0
21.84123039	21.53527641	21.39250755	21.33563042	18.16536713	16.96711922	16.52363586	16.30429077	1.0
23.92184448	22.22796249	21.10565948	20.59994125	23.865839	23.17405319	22.68717003	22.23662949	1.0
21.00627327	20.75795555	20.69276619	20.68852615	20.09280777	18.70625496	18.0158577	17.70972443	1.0
19.65666389	19.11929703	18.98475838	18.92285919	20.94753265	20.52350044	20.42387962	20.38433647	1.0
21.54301834	21.268013	21.1958046	21.23477554	24.42611122	23.30615044	22.11435127	21.79169464	1.0
22.78671074	22.32608795	21.8782177	22.06479836	21.59817314	20.20346642	19.32884979	18.915905	1.0
21.26119232	19.60428047	17.93914413	17.21663284	20.41644287	20.03484344	19.89856339	19.83336067	1.0
19.31283569	18.00551605	17.49254036	17.25095177	24.35112572	22.85885811	22.25041771	21.92746735	1.0
24.07657242	22.52568817	21.35233688	20.84062576	24.96620369	23.55914879	22.30160904	21.60182571	1.0
21.48984718	21.18453979	21.1535244	21.1613121	20.9567318	20.63597107	20.57738686	20.52655983	1.0
22.28076363	21.23866081	20.90339088	20.72772026	24.45043182	23.05568504	22.40411758	21.9682827	1.0
18.71146965	18.43695831	18.38023186	18.36677742	21.11655426	19.59067345	18.37598419	17.91261864	1.0
23.71623039	22.56861496	21.46790314	20.96103096	22.77216721	21.36452675	20.41181755	19.98326302	1.0
23.73940659	22.2524662	21.03290176	20.44931412	22.32659721	21.04978752	20.27391815	19.92083549	1.0
24.14179802	23.06951904	22.75250816	22.59815788	23.79210281	21.89542389	21.13794708	20.79932594	1.0
24.67895508	23.0238266	21.50130844	20.86305809	17.63110733	17.26938248	17.16153526	17.13567734	1.0
25.09786034	23.26798248	21.80720901	21.11419106	20.74537849	20.42712784	20.34992409	20.3338089	1.0
18.6257	18.4104023	18.3774128	18.39473724	21.56707573	19.99492073	18.62846184	18.06183624	1.0
23.5103054	22.66271019	22.32864189	22.04088974	19.37806129	18.17689705	17.67758179	17.43561172	1.0
23.46895409	21.88982773	20.24581337	19.49975014	19.74556351	18.79667473	18.48134232	18.31631851	1.0
24.92378426	23.12522697	21.80817604	21.24598885	23.65680313	22.31745148	21.50005531	21.19459724	1.0
26.48144531	24.36491776	22.94588089	22.35372353	21.22993279	20.90472412	20.83205414	20.84989929	1.0
18.16536713	16.96711922	16.52363586	16.30429077	22.16780663	21.07330894	20.53726196	20.2063694	1.0
23.4361763	22.02252769	20.86334419	20.39759254	22.03625679	20.55298805	19.46483803	19.0039463	1.0
25.08698273	23.28200531	21.90387917	21.21603012	19.30947304	18.61239243	18.40657425	18.29861259	1.0
22.28983498	20.82875443	19.65116501	19.14698029	21.92705345	20.65498161	20.15324211	19.95545959	1.0
24.99463463	23.67913437	22.99188805	22.54987526	23.48566628	22.0317955	21.39698792	21.09999466	1.0
23.40465546	22.13171005	20.80781364	20.20293045	24.24542046	23.07649231	22.64420509	22.27659225	1.0
22.91340637	21.7274189	20.81153679	20.32466698	21.28446579	19.85163879	18.6983242	18.19404411	1.0
23.72199249	22.27724266	21.14284515	20.74986458	24.92137718	23.74349213	22.62658119	22.13550758	1.0
23.09952354	21.55272102	20.03412437	19.4223175	22.04905701	20.62442017	19.51871109	19.03992271	1.0
25.57724571	24.50451279	22.78595352	21.89283371	23.49438477	22.11176491	20.65338707	20.00297356	1.0
21.51623726	20.08862114	18.97366333	18.49502563	99.0	24.21398926	22.96771049	22.93480682	1.0
23.29899025	21.78530693	20.55386162	20.01612282	17.35078239	16.67176437	16.47194862	16.36414146	1.0
24.68535614	23.26222801	22.24177551	21.80578804	22.00815964	20.63919067	19.72164154	19.2868309	1.0
19.26936913	18.8952961	18.7964077	18.76256943	18.36201477	18.06287193	17.98686981	17.97884369	1.0
19.52960587	18.3426609	17.92905235	17.72276878	20.45597076	19.78211594	19.54053307	19.43681526	1.0
23.14465523	22.68357658	22.64721489	22.58218002	24.88426018	22.9324379	22.1033802	21.69084167	1.0
21.02569008	20.40207863	20.17703056	20.07274628	18.00611305	17.4259491	17.25217247	17.17019653	1.0
23.85169411	22.73133087	22.36750221	22.74398232	20.70340347	20.40100861	20.2223568	20.23071671	1.0
21.87139893	21.71275711	21.78360176	21.77050591	23.84385109	22.81510735	22.59659386	22.68132401	1.0
18.44880676	17.20218658	16.69922066	16.46043015	21.6696167	20.05916786	18.515625	17.87052727	1.0
21.40781212	19.98929596	18.61458969	18.00215721	19.4207325	18.97626114	18.82996941	18.80273819	1.0
20.12786674	18.65651894	17.42650604	16.91539001	20.2410183	18.83514404	18.15838814	17.84671593	1.0
24.45708466	22.91192245	22.35938072	22.06082153	23.93632126	22.76989174	21.68400955	21.24173927	1.0
22.6108036	21.48250008	21.06304741	20.8918972	20.25139046	19.09912872	18.66305161	18.43479538	1.0
23.0512867	22.41952896	22.2555275	22.04042816	23.06635475	21.60873795	20.79255295	20.4063797	1.0
25.47332001	23.62833595	22.68164444	22.18258476	19.5270195	19.26074791	19.20180511	19.19479179	1.0
22.637537	21.17836571	19.87740707	19.30978012	20.25889015	19.39126778	19.0616169	18.8898716	1.0
20.58890915	19.02487755	17.55095291	16.93167305	20.94146156	20.32995796	20.11359215	20.03650856	1.0
22.74365044	21.404459	20.01097488	19.41243553	20.20929337	19.07718086	18.66630554	18.44675255	1.0
21.61662292	21.58575439	21.36510658	21.28403091	22.60407448	22.20388031	22.01355553	22.00748062	1.0
23.04460335	21.60177231	20.16989517	19.54621887	20.70248795	19.52902603	19.06840515	18.83915901	1.0
23.15139198	23.09803391	22.72989273	22.76281738	24.7203331	22.72039604	21.89629173	21.56579781	1.0
21.03925896	19.86181831	19.43025398	19.19334793	20.5403347	19.839468	19.92560577	19.0135498	1.0
24.1348896	22.95064926	22.38947296	22.10400391	23.80340195	22.25263977	21.65993881	21.37284851	1.0
19.2862072	18.51478386	18.2603817	18.12824249	23.20029831	22.08893013	21.68566322	21.46369171	1.0
22.52463913	22.07119942	21.90245628	21.83761787	24.02826691	22.60795021	22.06236267	21.89554214	1.0
23.40664101	22.37913513	21.88048172	21.79784393	20.72001839	20.48213005	20.41523361	20.45947838	1.0
23.90175247	22.54669762	21.56009293	21.10805702	28.12751007	25.46685028	22.04690361	20.58588982	1.0
21.10641289	19.73763847	18.67677498	18.2503891	19.52243233	18.76473045	18.49526787	18.35935211	1.0
23.10844994	21.77325439	20.82724571	20.46346092	26.41641617	24.17907906	22.613451	22.24803543	1.0
23.7269249	22.51746178	22.11605835	22.00767517	19.90054131	18.43829727	17.54260063	17.16048431	1.0
23.51377487	22.23304558	20.74000931	20.09373283	23.10126495	22.23056602	21.94078636	21.7616539	1.0
21.85521507	20.46098328	19.38577271	18.9356823	24.18676186	23.02616119	22.42678452	22.17794991	1.0
22.27409744	20.84210968	19.62773323	19.12093735	22.79309464	21.4078064	20.34739494	19.92922974	1.0
22.27987099	21.01263237	20.4618454	20.23856735	24.34776878	22.53125954	20.72311211	19.86122131	1.0
23.66677666	21.91578293	19.94433212	19.1219368	22.99733353	21.83162117	21.33972549	21.12778854	1.0
22.97788429	22.66602516	22.71131706	22.82670021	21.28377914	20.09622574	19.59591103	19.36887932	1.0
22.63505554	22.31163216	22.18803787	22.10980988	24.06926918	23.16076088	22.80792236	22.75955009	1.0
25.66080475	23.54454041	22.35139084	21.87472725	23.67448997	22.22869873	21.14870071	20.66689491	1.0
18.93289757	17.75580788	17.28446198	17.04677773	22.04881287	20.64528656	20.05389023	19.76910591	1.0
24.21670914	22.67496681	21.5260601	21.01980019	22.82144165	21.46496391	20.80503464	20.5024147	1.0
23.86103439	22.32773972	20.95919228	20.36819839	21.3789711	20.01541519	19.36112404	19.07002449	1.0
16.62194824	16.07747078	16.08753395	15.83149529	22.83628654	21.62534142	21.12289619	20.86437225	1.0
23.9703064	22.80280876	21.78306007	21.42058372	25.31620216	24.19054794	22.61317062	22.02211189	1.0
23.90327454	22.41920662	21.81798553	21.49457169	20.37604141	19.56325912	19.27778625	19.13666916	1.0
22.75730515	21.29172325	20.71178246	20.44264984	21.6150074	20.18439674	18.85601425	18.3088665	1.0
23.79820251	23.0891037	22.78724098	22.1534214	20.39777756	19.47843361	19.12723351	18.9648304	1.0
20.71126175	19.35097885	17.78863716	17.0494957	23.15747261	22.06882095	21.72641754	21.45186424	1.0
25.79286003	23.62822914	21.38602066	20.46977615	18.7912426	17.90232468	17.54895973	17.36258698	1.0
22.38742638	21.01746368	20.23501587	19.84719658	22.41870308	20.92518806	19.55845833	18.99733925	1.0
21.98320961	20.59523201	19.92481804	19.58800125	22.25700569	21.64321518	21.46932793	21.29896927	1.0
25.94404411	24.04231453	22.69739914	21.93886185	23.24746704	21.91421127	21.09071159	20.75623894	1.0
23.51972389	22.19032097	21.17603111	20.61954117	23.5471096	22.34893417	22.06559753	21.92181015	1.0
17.40625763	17.0783062	16.98652267	16.96713638	21.59817314	20.20346642	19.32884979	18.915905	1.0
24.2163105	23.14857483	22.54919624	22.21188736	23.65054512	23.04710197	22.80181885	22.6580162	1.0
21.20602989	19.75453949	18.83603859	18.44427681	23.41600037	21.98761749	21.14562416	20.73364067	1.0
20.44559097	18.98118019	17.83195496	17.34053421	22.96616554	22.61104202	22.42881393	22.43792915	1.0
23.72199249	22.27724266	21.14284515	20.74986458	19.72569847	18.58528709	17.69809914	17.24253273	1.0
23.03222656	21.52324486	20.7996006	20.43823051	25.40306473	23.87332726	22.36721039	21.93325233	1.0
24.91044617	23.23042297	21.45420647	20.66695595	18.99372101	17.56611633	16.54726601	16.11642838	1.0
24.7004261	23.32249641	22.55950546	22.21013641	16.90728378	16.44889069	16.32941437	16.28832436	1.0
24.14648628	23.13738251	22.72771454	22.25448418	21.38344955	20.02972603	19.18659019	18.82570839	1.0
