CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_12-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_12-PLANE_1-OBJECT_1-MASS_PROFILE_1-e1	CONFIGURATION_12-PLANE_1-OBJECT_1-MASS_PROFILE_1-e2	CONFIGURATION_12-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_12-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_12-PLANE_1-OBJECT_3-REDSHIFT	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e1	CONFIGURATION_12-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e2	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_12-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_12-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_12-PLANE_1-OBJECT_4-magnitude-g	CONFIGURATION_12-PLANE_1-OBJECT_4-magnitude-r	CONFIGURATION_12-PLANE_1-OBJECT_4-magnitude-i	CONFIGURATION_12-PLANE_1-OBJECT_4-magnitude-z	WEIGHT
22.13504028	20.34591484	19.65726852	19.32334137	8.178247945711542	1.7262530266440403	1.6058686388043004	1.6058686388043004	3.87940776318	2.8576790395100002	2.19342505749	2.19342505749	0.24013441	0.01836138	0.24013441	0.01836138	0.44412962	267.25317	21.59408569	19.72443771	19.01018333	18.62773705	0.6418208193562801	0.9343123838337302	1.35251947111537	1.35251947111537	0.58902519376	1.24207000532	1.8757953760300001	1.8757953760300001	0.44412962	-0.06593619	0.10777871	21.99506187	21.40914536	20.80579948	20.54313469	0.30831807840760006	2.3016708776507504	2.5265883367800606	2.5265883367800606	0.54998431393	3.64199780257	3.50018799743	3.50018799743	0.81607399	0.02447091	-0.10408106	23.22012329	21.75829697	20.68178749	20.25	1.0
21.7167244	19.77544212	19.03117561	18.6068058	0.9833093786636402	0.9724883319869302	0.9776713761223802	0.9776713761223802	0.33470977199	0.45981953738000003	0.52036958028	0.52036958028	-0.07246446	0.35899746	-0.07246446	0.35899746	0.50563395	253.28526	22.47317886	20.67696953	19.92784309	19.53267479	0.06595101948695001	0.36532160494493005	0.32704146545196	0.32704146545196	0.3540365821	0.36941438409000005	0.37390355739	0.37390355739	0.50563395	-0.01250509	-0.21299012	23.51483536	21.97921181	20.99030113	20.57147026	0.6910203922032502	0.7173647802412801	0.6552565095681901	0.6552565095681901	0.50160886189	0.47113756091000003	0.5968757463900001	0.5968757463900001	0.70451404	0.52727103	-0.26139195	22.92350769	21.48184586	20.30775452	19.75835991	1.0
21.60652161	19.8134346	19.11564255	18.7791996	1.0175557439320702	1.33011680373823	1.4974166048382203	1.4974166048382203	0.625400587	0.93889443303	1.43030178003	1.43030178003	-0.04886736	0.10203518	-0.04886736	0.10203518	0.46697286	280.28116	21.57834435	19.70735359	19.05080032	18.69095802	5.824266534360951	1.2066737647935601	1.2117269247641902	1.2117269247641902	2.10407900783	1.1256647614500002	1.09556140536	1.09556140536	0.46697286	-0.17202687	0.0591633	23.06162453	21.41467476	20.4736042	20.06224823	0.7207879519762102	1.3990423938770902	1.2496338027406302	1.2496338027406302	1.1061863634	1.4954412912800001	1.36570691285	1.36570691285	0.60965768	-0.05501994	0.00476281	18.7912426	17.90232468	17.54895973	17.36258698	1.0
22.22376442	20.22399139	19.46113396	19.0778141	0.7196840327201501	1.02824314641712	0.9127327583875902	0.9127327583875902	0.5215217990600001	0.87123383797	0.7906768958900001	0.7906768958900001	0.05879172	0.00412013	0.05879172	0.00412013	0.48480788	255.90761	22.1654911	20.27868652	19.57493591	19.15060043	7.223873322377201	1.4739600854939803	1.2796948396636902	1.2796948396636902	2.46033879468	1.57687458618	1.5537519523	1.5537519523	0.48480788	0.00324256	-0.00352107	23.28601837	22.42617226	21.68994141	21.29860497	1.12192245201791	2.04527150300841	2.0035414427448304	2.0035414427448304	0.45679431413000005	0.89252338026	0.94549591713	0.94549591713	0.78474931	0.20003421	0.07286945	22.43706512	21.758955	21.59212875	21.39941406	1.0
22.5545063	20.6817627	19.7008934	19.24782372	0.51435739730547	1.42880553444264	0.80193020478788	0.80193020478788	0.41870681718999997	1.7698028965400001	1.0646183192	1.0646183192	-0.13981902	0.01988229	-0.13981902	0.01988229	0.6050063	224.00903	22.67053604	20.79059792	19.79800034	19.38946724	0.68162002698486	1.14209089429281	0.9040153256821102	0.9040153256821102	0.5700018409400001	0.95216355625	1.02405805681	1.02405805681	0.6050063	0.00431716	-0.08200887	24.56622124	21.73492813	20.42107201	19.86401558	3.6698132962542007	3.5182375006263604	4.59442649441419	4.59442649441419	1.04306510626	0.86379857549	1.3100806139299999	1.3100806139299999	0.79458301	0.07079579	0.00823511	20.4068737	19.18260956	18.71772194	18.48527336	1.0
22.22232819	20.31447792	19.43343735	19.02929688	1.5979353280169004	1.14729841180384	1.4277217343736102	1.4277217343736102	3.73630951315	1.0226474642	1.5575148248	1.5575148248	-0.01609039	-0.13141289	-0.01609039	-0.13141289	0.52959526	208.08426	22.50052834	20.64881134	19.85264397	19.48059654	0.77412417133466	1.4756983875418501	1.1316279701136	1.1316279701136	0.82074795558	0.8965898021	0.84426311696	0.84426311696	0.52959526	0.03644024	-0.14478389	22.89188194	21.11930275	20.09422112	19.65140152	0.68502420145394	0.8130490821115501	0.6977295956801901	0.6977295956801901	0.8896257619800001	0.81693805605	0.90468803498	0.90468803498	0.65304926	0.24061011	0.13571222	20.99269104	19.55768585	18.52771187	18.10106277	1.0
22.25374031	20.39871216	19.74622917	19.39408112	0.5198239907644501	0.6012971217879002	0.6425338977944601	0.6425338977944601	0.8811476676800001	1.63765604015	2.3040240293200003	2.3040240293200003	-0.00083673	-0.15239041	-0.00083673	-0.15239041	0.40557447	188.27083	21.15392876	19.36058044	18.77579689	18.45238686	0.6072977324363101	0.6880815992165901	0.6278095877291701	0.6278095877291701	0.34458450675	0.80959177173	0.7673359877900001	0.7673359877900001	0.40557447	0.0890767	0.06926588	22.35094833	20.75375366	20.11352539	19.72263145	3.8439289656543405	1.8436774460994603	1.66102093175915	1.66102093175915	3.09622018153	1.6606072401100003	1.7573556325400002	1.7573556325400002	0.52185483	0.04051607	-0.00159819	21.23149681	20.81173515	20.69224358	20.62321281	1.0
20.16495514	18.64621735	18.13554955	17.83279037	1.1318105603647302	1.3182608366497202	1.2596798308313502	1.2596798308313502	0.92299474436	1.27429313352	1.28035975452	1.28035975452	-0.05271027	0.0991041	-0.05271027	0.0991041	0.30731127	213.97957	20.40324211	18.79043198	18.28349304	17.94314003	1.64199921881779	3.0394960604408605	3.2325082413588406	3.2325082413588406	1.23182904832	1.64149089838	1.69066369278	1.69066369278	0.30731127	0.14277608	-0.11522823	23.36168098	21.63389015	21.0518837	20.75676346	0.8630270386163601	1.08916946136835	1.2100437690849501	1.2100437690849501	1.37773192772	1.26115763271	1.93048111331	1.93048111331	0.4166523	-0.04021522	0.26162903	22.9998455	22.60220718	22.46214294	22.51019287	1.0
20.17167091	18.69078064	18.17445946	17.83910751	1.9757965581460601	2.4508674588853103	1.9465888411920602	1.9465888411920602	1.41828316132	2.0297819391500003	1.9121298859200002	1.9121298859200002	0.00994399	0.09900479	0.00994399	0.09900479	0.27720702	155.4527	20.05290794	18.56334877	18.05712318	17.74356079	1.03283184900317	1.04887637670442	0.9854773087378301	0.9854773087378301	0.53352210771	0.5903331374699999	0.58787902661	0.58787902661	0.27720702	-0.24555076	-0.21570806	20.76890373	19.0960331	18.5008812	18.14634323	0.8630270386163601	1.08916946136835	1.2100437690849501	1.2100437690849501	1.37773192772	1.26115763271	1.93048111331	1.93048111331	0.4140191	-0.04021522	0.26162903	99.0	23.83177185	22.99360466	22.48501968	1.0
21.33812904	19.51800728	18.89527702	18.53887367	1.1612593126081001	3.1320405752775105	2.7772272783677603	2.7772272783677603	1.17809566034	4.23366904722	3.49416539474	3.49416539474	-0.13583749	-0.08597431	-0.13583749	-0.08597431	0.40307954	244.00699	21.40699959	19.55334091	18.97038841	18.66812515	0.8957529828035401	1.01091474800603	0.9938885994493101	0.9938885994493101	0.9092194092600001	1.0359032954	1.2466609491	1.2466609491	0.40307954	-0.02624093	0.00180283	23.59854317	21.94765472	21.18097115	20.74669838	0.6485205245461402	2.7185522068595303	5.934963214430811	5.934963214430811	0.40226405193	2.7963737552900003	3.52522573945	3.52522573945	0.53330645	0.02496777	0.00435015	21.49401474	21.11756706	21.01367188	20.95671082	1.0
