CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_5-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_5-PLANE_1-OBJECT_1-REDSHIFT	WEIGHT
22.30212975	20.47701454	19.7010479	19.26435471	0.68062059580358	1.0146460413517402	0.7553223189767001	0.7553223189767001	0.48555254094000005	0.78815217742	0.68544595657	0.68544595657	-0.07143466	-0.05465384	0.5346991	1.0
20.18284225	18.64590263	18.11013985	17.81113052	1.27133209867331	1.6211977792061503	1.4532740841015102	1.4532740841015102	0.6854794417300001	1.1986065437900002	1.01238907556	1.01238907556	-0.12477354	-0.05107736	0.30541453	1.0
22.25844765	20.23703003	19.36489487	18.93704414	0.6431692039924201	1.00914438751004	2.2452834615305	2.2452834615305	0.33054857284	1.4793995799800002	2.9197207184700003	2.9197207184700003	-0.02143528	-0.05180275	0.5403116	1.0
21.54034233	19.92528152	19.35808372	19.0544796	0.81707345696068	0.64853424490898	0.6683623757038801	0.6683623757038801	1.17650661434	2.3102176872099998	1.9104136741600002	1.9104136741600002	-0.11625937	0.54477192	0.3498361	1.0
18.88620186	17.51208305	17.02116585	16.67819214	5.55550629766474	3.3396615623310604	4.415915465691871	4.415915465691871	1.8653275552300002	1.55509708158	1.62998143715	1.62998143715	-0.238454	0.08159664	0.23036115	1.0
22.33725548	20.42523766	19.70493889	19.33712006	8.80510783961226	1.0012984143438701	0.8022868754280701	0.8022868754280701	3.13112027364	1.40841755003	0.99265591204	0.99265591204	0.15445297	-0.0077419	0.4959906	1.0
22.4164753	20.5627861	19.78597069	19.37532616	0.57597828729569	0.7660553031410601	0.7441490201755201	0.7441490201755201	0.40787120667000004	0.9465482800700001	1.08671022189	1.08671022189	0.07353636	0.29940176	0.5442614	1.0
22.38196182	20.39187431	19.58845139	19.19757271	0.47818222403768	0.60333958690468	0.5559805610296901	0.5559805610296901	0.35653317798	1.3060878689100002	1.16415578981	1.16415578981	0.12296088	0.01426841	0.5271645	1.0
22.65990067	20.66195488	19.71199608	19.26615524	0.7095507998126801	0.9523015509350601	0.9989268514253701	0.9989268514253701	0.7366726258	1.3233106737600002	1.2730340368	1.2730340368	-0.14203762	-0.06486347	0.5911602	1.0
22.13855743	20.20438957	19.46655273	19.05261993	1.0717002943586003	1.5233725266301401	1.7732855928229703	1.7732855928229703	0.45622972677	1.000692382	1.0186409248300001	1.0186409248300001	0.12952048	-0.02102972	0.49794322	1.0
22.79777145	20.76578903	19.76606941	19.35268402	1.1577253196847501	0.8431942243884701	1.0334638565315202	1.0334638565315202	1.48686161586	0.8853865885900001	1.0341309647	1.0341309647	0.05749229	-0.0098353	0.5727632	1.0
20.70334435	19.05267906	18.5182209	18.17532539	0.93906909861247	0.9108682000889501	0.9377405032272301	0.9377405032272301	1.1431316118900001	1.0750152851700001	1.13348007208	1.13348007208	-0.07999351	-0.10349541	0.31168568	1.0
22.12837219	20.40250397	19.57781792	19.1817646	0.9037388675644601	1.1611321329511801	3.06700070104362	3.06700070104362	0.61485269322	1.46895847209	3.8589727526000006	3.8589727526000006	-0.01923924	0.16954473	0.55650306	1.0
20.19379997	18.5729866	18.04458237	17.73210526	1.6687137350166503	1.7530341664237001	1.70868412070305	1.70868412070305	1.11201019332	1.1370203440100002	1.19230628674	1.19230628674	0.12826013	-0.08838255	0.33059877	1.0
22.57179832	20.801651	19.90867615	19.4892292	0.8222117771124201	1.44584527124941	2.7982409927985703	2.7982409927985703	0.6675140932	2.02936608618	3.1078971869100003	3.1078971869100003	-0.02471257	-0.09118362	0.5623086	1.0
21.21860123	19.48039818	18.88942528	18.56355667	1.5569955249617002	2.1682583302049903	6.138551383867091	6.138551383867091	0.8811230877	1.94532680844	3.41413441321	3.41413441321	-0.00192715	0.0988296	0.38746545	1.0
22.77540398	20.85043144	20.09491158	19.67759514	0.7258265338884	0.6206645552250601	0.6505747311006701	0.6505747311006701	0.78572622071	1.29838592443	1.6180957517899999	1.6180957517899999	0.13110479	0.11413386	0.52737415	1.0
22.63385773	20.78972626	19.8241024	19.41693687	0.5946972219315201	1.4407070174999101	4.118342904179741	4.118342904179741	0.73911538821	1.2674413339100001	3.43580569737	3.43580569737	0.17914479	-0.0707234	0.62110496	1.0
21.22953987	19.42503929	18.85782433	18.5205574	1.9574880564473602	7.216272605884471	6.557168111409121	6.557168111409121	0.62059450659	2.33246810789	2.29007262098	2.29007262098	0.09561006	0.16274434	0.41196907	1.0
19.39920044	18.04605293	17.58876801	17.27745247	5.436920239497831	5.252951555334711	3.2515422234974203	3.2515422234974203	2.1003705631800003	2.31258539468	1.69638280662	1.69638280662	-0.15494064	0.08849927	0.24202959	1.0
21.98635101	20.12519264	19.44062233	19.05147171	0.7052343339602101	1.2026652220368401	1.0656349719605502	1.0656349719605502	0.90819457453	1.3005964946600002	1.36906120696	1.36906120696	-0.05534131	-0.04448036	0.47210416	1.0
22.33369637	20.44235802	19.79092979	19.38442612	0.9612223529509601	1.0103591929733802	1.4352184905510301	1.4352184905510301	0.87489970818	0.9873746616400001	1.54403796314	1.54403796314	0.06511308	0.03921337	0.49370208	1.0
22.46427345	20.62869835	19.60709	19.14569473	0.83080994586134	1.49572777660929	1.7035478451869503	1.7035478451869503	0.46913404006000003	1.00701144881	1.15387582991	1.15387582991	-0.03451362	-0.08768794	0.5968582	1.0
21.96801567	20.09998322	19.36748505	18.96453285	0.8581044890850501	1.0116741337063302	0.9821646932740501	0.9821646932740501	0.43040147513	0.84311914323	0.9375887458600001	0.9375887458600001	-0.08875867	-0.13108366	0.50912267	1.0
22.82801437	20.91732788	19.82569695	19.37489891	0.6699855030664701	0.77999535917548	1.0302553334958402	1.0302553334958402	0.37466444006000005	0.9384073465100001	1.01264390678	1.01264390678	0.03348844	0.06559586	0.6370957	1.0
21.25856018	19.27670479	18.61891937	18.23894882	1.3409489990743602	2.0869642265374804	2.4071592496079104	2.4071592496079104	0.84481403621	1.20569561674	1.5093387741000002	1.5093387741000002	0.14114276	-0.09531781	0.37582496	1.0
22.31975937	20.35309601	19.42726517	18.94115257	0.8235195927466801	1.1697731124692703	1.21063072338515	1.21063072338515	0.73750307723	0.89091433048	0.8331860014300001	0.8331860014300001	0.10824864	0.1364128	0.55443704	1.0
20.05472565	18.49466324	17.97521782	17.64855766	1.8243016356047101	2.1911005859444503	2.12780587393985	2.12780587393985	0.8432346449400001	1.2825251781700002	1.28520790967	1.28520790967	-0.02828096	-0.15112827	0.303236	1.0
21.56469536	19.63762093	19.00933266	18.64431381	0.8994875748188601	1.5685567622495202	1.30421695241278	1.30421695241278	0.7982071539700001	1.2985966111	1.2137737827200001	1.2137737827200001	0.07835929	-0.04700492	0.42874557	1.0
21.89507484	20.04831123	19.36545181	19.00150108	0.8996892944486301	1.06172306798049	1.0058610602759301	1.0058610602759301	0.33270393148	0.84151486164	0.85571683534	0.85571683534	0.00819015	-0.04093859	0.50941956	1.0
