CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e1	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-e2	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_2-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-g	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-r	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-i	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-R_sersic-z	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-g	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-r	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-i	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-n_sersic-z	CONFIGURATION_2-PLANE_1-OBJECT_3-REDSHIFT	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e1	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-e2	WEIGHT
21.3167305	19.51651955	18.90980148	18.57753181	0.04061588	-0.1433674	1.0076502209061202	1.10266346450571	1.3109280691042602	1.3109280691042602	0.76387553899	0.7643557901400001	0.9624318521	0.9624318521	0.39637628	21.29285431	19.41508293	18.7928009	18.42649269	0.9428207089685502	1.9060609215479203	1.4007792447593403	1.4007792447593403	0.95281473899	2.0039800848200002	1.43755488608	1.43755488608	0.39637628	-0.03083913	0.10296027	1.0
21.95567131	20.09208679	19.41908455	19.05781174	-0.01574138	0.02754104	1.39387788634195	1.0006231997079802	1.6213207374790002	1.6213207374790002	1.19793347682	0.96604987735	1.73211485452	1.73211485452	0.45469	22.04928017	20.14647102	19.53281021	19.1350975	0.5842046131842701	0.71651007550884	0.59275990476178	0.59275990476178	0.42362429125000006	0.96206033041	0.9603785453500001	0.9603785453500001	0.45469	0.18621198	0.02979822	1.0
22.33423615	20.45988083	19.65200615	19.23291969	-0.14486401	-0.07715006	1.00724744013546	1.1020827112063603	1.26028538675072	1.26028538675072	0.8164084582100001	1.1685816958300002	1.1780564075900002	1.1780564075900002	0.5172985	22.0992775	20.28188705	19.4366436	19.00907135	1.13505694651101	1.13283789432061	0.8821721711878	0.8821721711878	0.5394692136200001	0.94697228604	0.9806681458600001	0.9806681458600001	0.5172985	-0.13560228	0.02833407	1.0
22.64912796	20.75103951	19.90330505	19.46116447	-0.08324208	0.02175234	0.5127741783808101	0.94739206258602	0.8747434247379401	0.8747434247379401	0.5713039539400001	1.02412025894	0.9752189725900001	0.9752189725900001	0.55322856	22.35162163	20.37610245	19.53674507	19.1427002	0.70641787226879	0.8354641507987002	0.8829438260853201	0.8829438260853201	0.7074203534900001	1.0327421327100001	1.27016733154	1.27016733154	0.55322856	-0.06706595	-0.09003539	1.0
19.94608879	18.43710327	17.93824959	17.62004471	-0.15518905	0.2112079	0.6760136872450401	1.1050515180055	1.1217022614983803	1.1217022614983803	0.42590010652	0.77983473141	0.89097684821	0.89097684821	0.27743375	19.46574402	18.07799339	17.56343651	17.24014664	5.83139336020088	2.5262542913197703	8.55399553513123	8.55399553513123	2.17711396844	1.15444367847	2.52832432098	2.52832432098	0.27743375	0.05571957	-0.06015671	1.0
20.35987854	18.76987457	18.23381805	17.91331482	-0.03280477	-0.08653433	1.6409251819531103	1.5518461889550201	1.4457501507323	1.4457501507323	0.89741900165	0.7713365728400001	0.9289416004200001	0.9289416004200001	0.31808904	20.14328766	18.58523941	18.06041145	17.74191666	1.21669380263253	0.8681562554360102	0.9171818793150202	0.9171818793150202	1.20691821958	1.01842277685	1.08003411943	1.08003411943	0.31808904	-0.15641527	0.08237402	1.0
20.77430725	19.06120872	18.4737339	18.1485939	0.07073288	0.06713291	1.1168547796993902	1.30841243891749	1.4294988236299202	1.4294988236299202	0.91231724155	1.3984469754400002	1.66142051238	1.66142051238	0.3680583	20.59656906	18.89134598	18.32687569	18.01482391	1.04309081109363	1.19463863754463	1.1632197834089002	1.1632197834089002	1.4646121998400001	1.6874049623500003	1.60738426412	1.60738426412	0.3680583	-0.02202444	-0.03573626	1.0
22.11121559	20.21048737	19.54780769	19.15805435	-0.08111884	-0.152452	0.7836224943825402	1.3913225455405902	0.9359353133729801	0.9359353133729801	0.8067772982700001	1.61763562803	1.3373064765000002	1.3373064765000002	0.45032814	21.80893517	19.93576622	19.24836731	18.85968781	0.9113825269391501	1.1030616275539302	1.0547526436249102	1.0547526436249102	0.644099887	0.92512705894	0.73923414849	0.73923414849	0.45032814	0.12653917	-0.01621338	1.0
22.2166729	20.29803085	19.35347557	18.91411781	0.08549732	0.02921378	6.1339750168805	1.3125568690165401	1.4372172208008	1.4372172208008	4.3621442000599995	1.34793306514	1.64539823941	1.64539823941	0.567435	22.17567253	20.30784416	19.41977882	18.98039055	0.84293617006665	1.31315160690431	1.2959379868401302	1.2959379868401302	0.6119684932	1.21922427362	1.15469662661	1.15469662661	0.567435	0.01367219	-0.19823948	1.0
22.46603966	20.46800804	19.72252655	19.40299416	0.16692558	0.19973346	0.7526936258342201	1.0785856235519302	0.9709669881912202	0.9709669881912202	0.6188374746	1.44038810618	1.21377528971	1.21377528971	0.4812845	22.56611061	20.53764153	19.79411125	19.36753654	1.1615131448541602	0.8339124632543802	0.7995589054032701	0.7995589054032701	3.1262546868500003	0.99018875638	0.99933646709	0.99933646709	0.4812845	0.05599698	-0.07177344	1.0
22.68455124	20.97268867	19.93289948	19.43053055	-0.14478767	-0.09326153	0.9402087042307	0.6332359760152101	0.8386359312615801	0.8386359312615801	0.83844787925	0.89178792443	1.20945397353	1.20945397353	0.61321604	22.51652908	20.64554977	19.6442337	19.22955894	0.5047105545807901	0.6057544226412701	0.8337891750454001	0.8337891750454001	0.52768730543	0.96149122997	1.62834711833	1.62834711833	0.61321604	0.13553921	0.05607519	1.0
22.02245712	20.16835594	19.42180061	19.02497101	0.02943194	0.10354275	4.12828457630847	0.9522311666357302	3.7646605065861904	3.7646605065861904	3.43204470795	1.59661872469	3.97056370257	3.97056370257	0.48410866	22.30560684	20.55202293	19.78139496	19.37418365	3.5040540347308005	1.0900169102726902	0.95282300219226	0.95282300219226	2.65119774214	1.13931431154	1.23503059466	1.23503059466	0.48410866	0.09668895	0.02056385	1.0
23.00426674	21.19294357	20.15619278	19.71037292	0.03618291	-0.05147121	5.299923169790841	0.5626224146513301	0.59431370334398	0.59431370334398	2.53850219743	0.92617032997	0.8674419329	0.8674419329	0.62253445	21.810009	20.03222275	19.13075829	18.71394539	0.88392755728698	5.47450217534607	1.42718438600514	1.42718438600514	0.50487389643	2.8011079130900005	1.42915680164	1.42915680164	0.62253445	0.07482518	0.16583843	1.0
20.53651047	18.72958755	18.13290215	17.82173538	-0.04068517	-0.08144333	1.9258300145262504	8.87298762559717	2.4630255444070905	2.4630255444070905	1.28055338564	3.04411985786	1.50611415477	1.50611415477	0.35630113	21.08071518	19.30970001	18.72212982	18.37425613	2.2402746298969003	1.6326252394978302	1.73242323276355	1.73242323276355	1.61372113866	1.2749396138200002	1.4554079941	1.4554079941	0.35630113	0.00844326	0.20165361	1.0
19.85164261	18.39387321	17.91592789	17.6014061	0.14211652	-0.12997979	2.45689109105199	2.34251041470693	2.2661649829352704	2.2661649829352704	1.3030064636	1.31394795003	1.3694227583200003	1.3694227583200003	0.27739215	19.90389442	18.44963837	17.94194984	17.6248455	5.523894430892961	6.80672892616917	3.2915134004771804	3.2915134004771804	2.2653504053200004	2.79434866318	2.06700458952	2.06700458952	0.27739215	0.05690488	0.00874213	1.0
