CONFIGURATION_2-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_2-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	CONFIGURATION_2-PLANE_1-OBJECT_1-MASS_PROFILE_1-sigma_v	CONFIGURATION_2-PLANE_1-OBJECT_3-REDSHIFT	CONFIGURATION_2-PLANE_1-OBJECT_3-LIGHT_PROFILE_1-magnitude-i	WEIGHT
0.27490184	19.43488503	1285.57465	0.27490184	19.49922752	1.0
0.5218721	21.45610428	1130.6085	0.5218721	21.86738014	1.0
0.6562665	21.52880859	1134.72795	0.6562665	21.29126549	1.0
0.63220316	21.43364906	1800.57085	0.63220316	20.94138336	1.0
0.20303081	16.92207718	1012.2872	0.20303081	18.69993019	1.0
0.3629012	20.16628265	1295.1005	0.3629012	19.15802956	1.0
0.5321793	20.89796448	866.8756000000001	0.5321793	21.17105293	1.0
0.22739814	19.69773483	1334.4285	0.22739814	20.49201202	1.0
0.3473213	18.68989372	1118.972	0.3473213	19.86353874	1.0
0.24457328	19.89475822	1162.1556	0.24457328	20.32705879	1.0
0.54819447	20.98556137	1097.9095499999999	0.54819447	21.16545105	1.0
0.14388943	18.26221275	1361.91115	0.14388943	17.61854553	1.0
0.50022054	19.64130592	1201.56965	0.50022054	19.83514786	1.0
0.4578192	20.65585709	1495.4709	0.4578192	19.58703423	1.0
0.4765561	22.71760368	1355.4153500000002	0.4765561	21.52750015	1.0
0.30294728	21.501791	870.4673	0.30294728	20.95378113	1.0
0.52248025	19.97552681	1271.2307	0.52248025	20.55024719	1.0
0.4497777	19.61409569	1312.4678	0.4497777	21.53614616	1.0
0.57941914	21.13704109	1404.28635	0.57941914	21.31764221	1.0
0.37604603	19.22487068	1203.7998	0.37604603	22.19943428	1.0
0.18521178	20.13177299	1236.3715	0.18521178	20.45256233	1.0
0.5843043	19.77302933	906.78895	0.5843043	20.87773132	1.0
0.49492183	21.17655754	1047.1354	0.49492183	21.3195343	1.0
0.25877553	18.51819801	980.0960499999999	0.25877553	18.59273338	1.0
0.56215525	20.60711288	1362.7698	0.56215525	20.79261398	1.0
0.30437785	19.45606613	1243.4225000000001	0.30437785	19.55782318	1.0
0.5913618	20.70223427	833.1624499999999	0.5913618	21.19992638	1.0
0.46850583	21.83425331	1126.3542	0.46850583	20.34423065	1.0
0.74568444	21.1255455	1542.82715	0.74568444	21.50348282	1.0
0.44522035	21.96158028	1286.6895	0.44522035	20.40546036	1.0
0.55002373	20.94912338	953.20875	0.55002373	20.19824028	1.0
0.34351873	19.54212379	1454.70365	0.34351873	20.83376694	1.0
0.3883498	21.16876411	1245.9865	0.3883498	20.86916733	1.0
0.496682	19.63399696	1217.36075	0.496682	20.28186226	1.0
0.662703	21.76396751	1000.9045500000001	0.662703	21.35090256	1.0
0.52214044	20.85883713	1281.54585	0.52214044	19.99314499	1.0
0.52191466	20.19227219	801.23405	0.52191466	19.98418045	1.0
0.22670543	19.01132965	960.4522	0.22670543	20.28845215	1.0
0.34798583	20.22361565	1257.0650500000002	0.34798583	19.25885201	1.0
0.6466402	20.97878838	1922.96415	0.6466402	21.03190422	1.0
0.4999946	20.07239914	1163.01405	0.4999946	20.96937561	1.0
0.49099642	20.67818451	1424.2021	0.49099642	21.21762085	1.0
0.60343045	20.9379406	1403.466	0.60343045	20.76947975	1.0
0.5259934	20.79391861	1444.08965	0.5259934	20.67572975	1.0
0.38540912	20.32281303	1379.5175	0.38540912	20.14103127	1.0
0.62369764	20.45568848	1424.6834999999999	0.62369764	20.67964935	1.0
0.447759	18.95697594	924.22235	0.447759	21.50717354	1.0
0.24602011	19.07719994	1258.3077	0.24602011	18.65137672	1.0
0.5519756	20.6266098	1015.9875	0.5519756	20.10968399	1.0
0.17533137	19.80104065	1015.16725	0.17533137	18.87375259	1.0
0.4419836	20.16658401	959.133	0.4419836	20.5201664	1.0
0.47683966	18.98476791	1112.53785	0.47683966	21.24081612	1.0
0.5721703	21.44552422	1251.0263	0.5721703	20.82595825	1.0
0.22881363	20.22725105	1302.21725	0.22881363	18.85682297	1.0
0.32858384	22.54108238	924.75135	0.32858384	21.18972969	1.0
0.56286645	20.23420525	1055.3277	0.56286645	21.57286835	1.0
0.52454454	20.83547974	1268.51	0.52454454	20.51674843	1.0
0.504716	20.99778557	1411.5325000000003	0.504716	19.77619743	1.0
0.45747054	20.69101334	1322.0207	0.45747054	21.66148758	1.0
0.1357521	20.00294495	1220.5958	0.1357521	18.81614304	1.0
0.48523104	20.63560867	1451.2235999999998	0.48523104	22.69205475	1.0
0.14074078	18.90071106	1233.60375	0.14074078	18.2208519	1.0
0.5969241	20.98434448	1459.97835	0.5969241	20.97364044	1.0
0.6270929	20.33366203	792.27465	0.6270929	21.02303314	1.0
0.50257456	21.2488308	1478.0438000000001	0.50257456	20.71568108	1.0
0.52959406	21.59826469	1030.2717	0.52959406	20.18662453	1.0
0.6415119	21.26896667	2047.7701	0.6415119	20.66440582	1.0
0.46359876	20.87720871	1445.8841000000002	0.46359876	19.58703423	1.0
0.27091876	19.15407181	1095.46035	0.27091876	20.03504372	1.0
0.4744962	20.14313126	1766.52525	0.4744962	21.48483086	1.0
0.58552974	20.66698074	1255.6009	0.58552974	21.55955887	1.0
0.5000907	20.42641258	1007.25485	0.5000907	19.52760506	1.0
0.47435805	21.12003708	1010.93275	0.47435805	19.15797806	1.0
0.54138654	20.91654587	2031.78575	0.54138654	20.90291023	1.0
0.62906003	20.03983307	1051.0788499999999	0.62906003	20.7689991	1.0
0.43862852	18.5123539	1455.5815000000002	0.43862852	20.48902321	1.0
0.5438456	20.05143356	1118.8432500000001	0.5438456	21.67200279	1.0
0.613613	21.51258087	1459.4603000000002	0.613613	20.6555748	1.0
0.5624899	20.95294571	1632.11715	0.5624899	21.62919998	1.0
0.6220486	22.13770485	1609.7693000000002	0.6220486	21.12943268	1.0
0.57198626	20.87483215	1024.82825	0.57198626	20.95414162	1.0
0.27603117	19.95737076	1000.3176000000001	0.27603117	18.85964203	1.0
0.2513698	19.59362411	1021.0518000000001	0.2513698	20.39349174	1.0
0.5053016	20.36701393	1003.9839999999999	0.5053016	19.59873199	1.0
0.5793205	21.87371635	1679.9045	0.5793205	21.12603188	1.0
0.5187455	20.11590958	1117.8704	0.5187455	20.73879433	1.0
0.5149412	19.88517761	1558.15535	0.5149412	20.52605629	1.0
0.5463042	20.7002182	1218.80465	0.5463042	19.90042686	1.0
0.3308354	20.3388443	1180.62805	0.3308354	19.07380104	1.0
0.55322856	20.83547974	1080.85	0.55322856	21.24534988	1.0
0.28364465	19.92687607	1213.8944	0.28364465	20.0079689	1.0
0.34888873	20.12206841	1015.2049999999999	0.34888873	22.37295914	1.0
0.52522326	20.05068207	1101.2638	0.52522326	21.08950996	1.0
0.5410993	21.23186302	1076.1892	0.5410993	20.58457565	1.0
0.5741718	20.73860359	924.2749000000001	0.5741718	20.91089249	1.0
0.57212925	21.55989647	837.2324500000001	0.57212925	21.66272163	1.0
0.5783988	20.48203468	1138.1743000000001	0.5783988	21.19958115	1.0
0.5358245	20.79704094	1147.4069	0.5358245	20.18986511	1.0
0.6038196	21.08472824	2090.128	0.6038196	20.87923622	1.0
0.32770872	22.25523949	1058.7287999999999	0.32770872	20.41089058	1.0
0.5590469	21.0359478	2109.5964	0.5590469	21.34465218	1.0
0.42645735	20.34651947	768.07305	0.42645735	20.31740189	1.0
0.46123415	19.08260536	870.8820000000001	0.46123415	20.30347824	1.0
0.3554477	19.42237854	1358.71065	0.3554477	20.38995171	1.0
0.41747996	20.62700272	1521.0682499999998	0.41747996	20.19883347	1.0
0.11470077	19.20603752	1173.4111	0.11470077	18.68470573	1.0
0.5569796	21.3873539	1422.5434999999998	0.5569796	20.17250252	1.0
0.28032985	19.13999367	1203.24335	0.28032985	19.63066483	1.0
0.5288556	21.4098587	1288.451	0.5288556	20.37177277	1.0
0.6038741	21.15276718	1111.3182000000002	0.6038741	22.5486145	1.0
0.5423858	20.03693199	1034.061	0.5423858	20.75112724	1.0
0.51338553	21.8338623	1373.45335	0.51338553	20.91501617	1.0
0.14245178	18.53245163	1003.5643	0.14245178	16.14634132	1.0
0.40791473	21.11557388	1320.7465	0.40791473	21.59076691	1.0
0.497981	20.84911728	844.0685000000001	0.497981	20.85163498	1.0
0.57227284	20.68517113	1822.08665	0.57227284	20.35403061	1.0
0.527883	19.96445847	1147.7307999999998	0.527883	20.31427574	1.0
0.568551	20.83720207	1241.93075	0.568551	20.26146889	1.0
0.5878242	21.48443604	840.6324	0.5878242	20.47621346	1.0
0.34777474	19.90698051	1327.3447999999999	0.34777474	18.28651428	1.0
0.5485372	20.26146889	1196.5131999999999	0.5485372	20.53404999	1.0
0.54652166	19.50451469	1107.54135	0.54652166	21.1559391	1.0
0.49124143	19.77464294	1206.4624999999999	0.49124143	21.27795219	1.0
0.46787617	21.50401688	1329.3235000000002	0.46787617	19.9666214	1.0
0.2328966	20.50632477	1169.8324	0.2328966	19.96614265	1.0
0.57678884	20.64008713	3879.56635	0.57678884	20.76301384	1.0
0.5232444	21.21762085	1177.75065	0.5232444	20.39783859	1.0
0.62456524	21.5245533	1445.2845	0.62456524	20.69221306	1.0
0.5192978	20.17480469	1446.197	0.5192978	20.38027573	1.0
0.2525536	18.59790611	1106.9094	0.2525536	18.84514618	1.0
0.4115079	21.37373352	1253.04315	0.4115079	21.59889412	1.0
0.6046673	20.86969185	1719.3886	0.6046673	20.97364044	1.0
0.12750295	17.32076836	1165.8397499999999	0.12750295	19.20287704	1.0
0.27284104	20.52429771	1396.835	0.27284104	18.32692337	1.0
0.12872656	20.96384239	1201.1251	0.12872656	19.0672245	1.0
0.49439925	20.61924934	837.79215	0.49439925	21.35216331	1.0
0.5627327	20.69157219	1408.8751	0.5627327	20.56515694	1.0
0.26632637	18.84789658	1251.7803000000001	0.26632637	19.77001762	1.0
0.43498492	20.93134499	1326.99125	0.43498492	20.76220131	1.0
0.37201685	22.69513321	1182.6732	0.37201685	20.42048454	1.0
0.44186476	20.89412117	1228.1492	0.44186476	21.19775963	1.0
0.50143903	21.4127655	916.4547500000001	0.50143903	19.99607849	1.0
0.43577272	20.34561157	1287.5174000000002	0.43577272	19.99496078	1.0
0.4400976	20.87876129	1093.69865	0.4400976	20.61405754	1.0
0.5186933	20.06340027	958.8534500000001	0.5186933	20.96937561	1.0
0.60271114	21.70582962	1042.80235	0.60271114	21.31764221	1.0
0.49926013	20.1999073	1061.41305	0.49926013	21.07337189	1.0
0.65543354	20.53790474	1346.5886	0.65543354	20.85795975	1.0
0.578902	21.58865929	1528.6750000000002	0.578902	19.89330864	1.0
0.3605328	20.86206055	1400.4802	0.3605328	22.37247658	1.0
0.55901796	21.1999073	1322.8757999999998	0.55901796	21.6231842	1.0
0.4986359	21.05887985	939.8525999999999	0.4986359	21.44320869	1.0
0.16166468	19.0884819	1130.77395	0.16166468	18.53325272	1.0
0.29520002	18.04556656	981.63055	0.29520002	20.87303162	1.0
0.55079955	21.15563774	1087.0745	0.55079955	19.86162186	1.0
0.5134851	20.9638958	1421.2857	0.5134851	19.68119812	1.0
0.5528876	20.85756874	1181.7404000000001	0.5528876	19.82042503	1.0
0.27105802	21.68809319	1131.2612	0.27105802	18.64374542	1.0
0.47102386	20.34087944	1054.25115	0.47102386	19.59873199	1.0
0.34252852	20.85177994	1018.0044499999999	0.34252852	19.91530991	1.0
0.55620897	21.37098503	1135.52965	0.55620897	21.38877106	1.0
0.44517455	21.02618217	1183.50845	0.44517455	20.87891769	1.0
0.17700607	18.2613163	1170.49505	0.17700607	20.14847565	1.0
0.48701397	19.7707386	1019.7316	0.48701397	19.69584465	1.0
0.49786532	21.57005692	1405.4155	0.49786532	20.11305809	1.0
0.5837883	20.97841263	1393.3152999999998	0.5837883	20.59119034	1.0
0.4406038	20.97530937	1314.0996	0.4406038	20.46096039	1.0
0.44842064	20.64299965	1416.2979	0.44842064	20.8520813	1.0
0.28787452	19.80612946	1136.6401500000002	0.28787452	19.44745255	1.0
0.5343795	21.39871407	1694.1345000000001	0.5343795	20.13559723	1.0
0.31615615	18.99996948	1113.6038	0.31615615	19.18567848	1.0
0.4804925	20.84582901	1109.4699	0.4804925	19.63634682	1.0
0.51582104	21.00802231	1164.49585	0.51582104	21.12242889	1.0
0.33944464	21.56995392	1134.58315	0.33944464	21.01357651	1.0
0.44825396	19.52396965	1240.7872	0.44825396	21.38322449	1.0
0.18245088	17.51616669	919.3600000000001	0.18245088	20.29265594	1.0
0.59842867	21.02935982	1448.3203	0.59842867	20.91089249	1.0
0.5565263	21.18295288	1102.1426999999999	0.5565263	19.9658699	1.0
0.44668546	21.11772346	1186.14015	0.44668546	20.8802433	1.0
0.43771046	21.67331314	1206.17075	0.43771046	22.77119827	1.0
0.5316742	20.96553802	1546.7375000000002	0.5316742	20.76672554	1.0
0.49943793	19.74331284	1310.29785	0.49943793	19.6575489	1.0
0.13790289	19.24868011	937.0951	0.13790289	19.23159409	1.0
0.24129908	19.52505112	974.7916499999999	0.24129908	19.26667023	1.0
0.524402	20.93833733	982.1533	0.524402	21.26139069	1.0
0.43025255	20.03415298	856.27245	0.43025255	22.56494713	1.0
0.3482608	20.85189629	1470.84825	0.3482608	19.72886276	1.0
0.57116276	21.31456757	1142.3416	0.57116276	20.11524963	1.0
0.33658758	20.79447556	1181.32385	0.33658758	18.91726685	1.0
0.48411584	19.67600822	1347.31585	0.48411584	20.95938683	1.0
0.44714347	20.4569931	1211.1421	0.44714347	19.93067741	1.0
0.5142013	21.26241112	1343.3142	0.5142013	20.8331852	1.0
0.5785786	21.64278412	1097.7816	0.5785786	21.69094849	1.0
0.13563901	17.95513153	1123.50585	0.13563901	17.70160675	1.0
0.42482018	20.53491783	1194.96575	0.42482018	20.94895935	1.0
0.4856669	20.95169449	1127.9544	0.4856669	20.46760368	1.0
0.51788706	21.453125	1220.3029999999999	0.51788706	21.22029495	1.0
0.28093168	19.42799568	1128.76	0.28093168	19.67810059	1.0
0.24237151	18.81291771	1380.5751	0.24237151	19.01046181	1.0
0.30315346	18.75412941	1019.7294499999999	0.30315346	19.5491581	1.0
0.21559016	20.69999123	1205.11185	0.21559016	20.76975632	1.0
0.4650912	21.2163868	1115.03745	0.4650912	20.18279839	1.0
0.48017353	21.44320869	1238.8015	0.48017353	19.01387596	1.0
0.4075876	21.00781441	1033.0365000000002	0.4075876	19.85050964	1.0
0.4564344	21.5944252	1011.84845	0.4564344	20.53932762	1.0
0.5736435	20.84160995	825.3697	0.5736435	20.51831627	1.0
0.48742425	19.66153717	1433.0445	0.48742425	21.54641342	1.0
0.30431494	19.88239098	1155.97595	0.30431494	19.92568016	1.0
0.4747005	20.75693703	1148.91335	0.4747005	21.05633736	1.0
0.41523468	19.91355515	896.49445	0.41523468	19.27909851	1.0
0.33253238	21.1216011	1249.8902	0.33253238	21.38585091	1.0
0.5643097	20.27525711	1755.75425	0.5643097	20.88010025	1.0
0.31252566	20.20245743	1056.1387	0.31252566	19.1569767	1.0
0.5593772	20.94330597	1508.0858	0.5593772	20.79952049	1.0
0.6543201	21.45229721	763.8299499999999	0.6543201	20.99686623	1.0
0.6012846	20.60984993	1232.19275	0.6012846	21.52311707	1.0
0.6697141	21.18353844	744.9250999999999	0.6697141	21.43967056	1.0
0.4279236	20.81329536	1262.0719	0.4279236	21.6217289	1.0
0.5729574	21.79130554	1182.1111999999998	0.5729574	20.66217232	1.0
0.22529018	20.66844177	970.13445	0.22529018	19.04787636	1.0
0.30932155	18.52071381	1022.3652500000001	0.30932155	18.73243332	1.0
0.5210201	20.47664261	803.7883999999999	0.5210201	20.86910629	1.0
0.56800175	20.64050293	1581.6101	0.56800175	21.30125237	1.0
0.52666134	20.54534531	1475.4775	0.52666134	21.31454849	1.0
0.27457985	19.34220314	1006.2393	0.27457985	18.57445908	1.0
0.59243214	21.09841347	1019.1065000000001	0.59243214	20.17929077	1.0
0.43257755	19.49627876	919.2527	0.43257755	19.76614571	1.0
0.52100533	20.80015564	1493.6916999999999	0.52100533	20.48012733	1.0
0.3604221	20.93348122	1143.49075	0.3604221	20.24543381	1.0
0.20391326	19.384552	1167.6956	0.20391326	18.96016693	1.0
0.27763575	20.1841526	1049.8016499999999	0.27763575	20.0390377	1.0
0.3695638	20.33925056	1383.6055	0.3695638	21.08037758	1.0
0.47140265	21.82930946	1493.47275	0.47140265	19.19624329	1.0
0.4533905	21.77277756	1152.3914499999998	0.4533905	20.72297287	1.0
0.54519206	21.06639862	1155.30375	0.54519206	19.94688606	1.0
0.21439739	20.29646683	1156.1479	0.21439739	19.15328026	1.0
0.22362307	21.61047554	1273.7935	0.22362307	18.69254112	1.0
0.49659362	21.1766243	1105.3676500000001	0.49659362	21.09315491	1.0
0.1900671	18.32233429	1143.3679	0.1900671	18.63292503	1.0
0.6652774	20.60810089	1540.7013000000002	0.6652774	21.91276932	1.0
0.6269765	20.61381912	1135.89415	0.6269765	20.91397476	1.0
0.33182946	20.57223701	1230.853	0.33182946	22.94479752	1.0
0.65248716	20.22730064	900.0772000000001	0.65248716	20.88868904	1.0
0.33046007	18.23423386	1064.87465	0.33046007	20.12953186	1.0
0.2550581	19.84803963	1268.22045	0.2550581	20.71127129	1.0
0.567766	20.49768066	1027.22375	0.567766	21.47554398	1.0
0.34353435	20.1796608	1223.4243999999999	0.34353435	21.16243744	1.0
0.55592483	21.39859581	1554.2621	0.55592483	20.80828094	1.0
0.331004	20.10605812	1192.3654999999999	0.331004	20.04443359	1.0
0.414544	20.42128944	1381.9739000000002	0.414544	21.83059502	1.0
0.4432135	21.67331314	1164.6482	0.4432135	20.99287224	1.0
0.59962374	21.79126358	602.28695	0.59962374	20.16605759	1.0
0.5664212	22.20970535	1105.8084	0.5664212	21.00577164	1.0
0.47471145	20.98172379	1237.1438	0.47471145	20.99015617	1.0
0.33227745	19.50819969	1324.8315	0.33227745	18.52959251	1.0
0.42912796	21.39224243	1483.95475	0.42912796	21.93520355	1.0
0.29919037	19.12103844	1083.5121	0.29919037	20.39228821	1.0
0.6023592	19.88305855	1156.37725	0.6023592	21.55956459	1.0
0.4657535	19.96639633	1229.7543500000002	0.4657535	21.01639748	1.0
0.34532684	20.11599159	1398.54065	0.34532684	20.42472267	1.0
0.40402442	19.66574478	1383.4254999999998	0.40402442	20.66664124	1.0
0.4468261	21.56292343	1127.0207	0.4468261	20.31617737	1.0
0.32754478	18.50371552	1188.0145	0.32754478	19.44557571	1.0
0.21397561	18.58962059	1221.45515	0.21397561	19.77348709	1.0
0.55592734	21.37098503	1177.7324	0.55592734	21.75084496	1.0
0.4626385	22.10949516	1205.3846	0.4626385	20.17217636	1.0
0.22414276	19.31289864	1291.1940000000002	0.22414276	20.29988098	1.0
0.33455893	21.15042305	997.9954499999999	0.33455893	18.6385746	1.0
0.50108516	20.78360558	1292.3253	0.50108516	20.91831779	1.0
0.6255994	21.76396751	837.7334000000001	0.6255994	21.41721344	1.0
0.5761668	20.62846947	1134.06015	0.5761668	21.06301689	1.0
0.54910743	20.79552269	1361.1609999999998	0.54910743	21.42851639	1.0
0.5170032	19.61453438	1208.00115	0.5170032	20.92599869	1.0
0.2875119	19.92303848	1077.08445	0.2875119	19.89953613	1.0
0.608091	20.26942825	1675.16935	0.608091	20.68558502	1.0
0.59479976	20.63841248	1112.33575	0.59479976	19.364048	1.0
0.3801623	21.13368988	1271.47955	0.3801623	21.6761322	1.0
0.4478252	20.26489449	1157.52	0.4478252	20.73134041	1.0
0.20532303	20.39545822	1331.3132999999998	0.20532303	19.85449791	1.0
0.3253121	19.25043488	1588.7905	0.3253121	19.41102028	1.0
0.64540166	21.38022995	1466.6698999999999	0.64540166	21.12984657	1.0
0.53172815	19.68678856	1494.9407999999999	0.53172815	20.7016983	1.0
0.5201265	19.61373329	1259.91975	0.5201265	19.74404716	1.0
0.44092086	22.1291275	1727.1547	0.44092086	20.92673111	1.0
0.48100576	19.99386597	1135.69885	0.48100576	20.49718094	1.0
0.55727744	21.28163528	1156.59025	0.55727744	20.43027878	1.0
0.58821607	20.98675537	896.53215	0.58821607	20.34145546	1.0
0.44040242	21.53076553	906.8178	0.44040242	20.66361427	1.0
0.47622615	21.15455055	944.3862	0.47622615	20.28845406	1.0
0.2328966	20.25670815	1169.8324	0.2328966	18.34636879	1.0
0.5837883	21.31456757	1393.3152999999998	0.5837883	21.23438454	1.0
0.21239966	18.71656227	1567.1664999999998	0.21239966	18.48713875	1.0
0.50130516	20.33112526	1232.9532	0.50130516	20.93181419	1.0
0.6126493	20.39877701	1518.3285	0.6126493	20.00047493	1.0
0.3806602	21.18499947	773.75045	0.3806602	20.8627739	1.0
0.48613223	20.20708084	1134.4025000000001	0.48613223	20.71996498	1.0
0.34704557	19.2209568	1138.2256499999999	0.34704557	21.14827919	1.0
0.4589853	20.90025139	947.16825	0.4589853	20.21936417	1.0
0.4879951	19.89099503	1363.7042	0.4879951	21.28029823	1.0
0.4447343	21.74624443	1180.4326	0.4447343	20.38199997	1.0
0.37216958	20.92293549	1525.0835000000002	0.37216958	19.88873482	1.0
0.445135	21.05090523	1121.6902	0.445135	20.80903435	1.0
0.47836393	21.1658535	1052.9952	0.47836393	20.46474838	1.0
0.46236405	20.03526306	1015.0637999999999	0.46236405	21.57285881	1.0
0.40294656	20.73831749	1159.6577499999999	0.40294656	20.30951691	1.0
0.25610834	17.64977646	1034.71655	0.25610834	20.44347954	1.0
0.56145185	20.40983963	1256.90575	0.56145185	21.55989647	1.0
0.61186844	20.70170403	982.9420500000001	0.61186844	22.10838127	1.0
0.2933808	18.13525772	1097.1637	0.2933808	18.99996948	1.0
0.2860112	19.39533234	1201.3468	0.2860112	19.89370155	1.0
0.6100768	20.6555748	1648.24235	0.6100768	20.8418026	1.0
0.22515227	19.79268456	1100.13885	0.22515227	19.73352051	1.0
0.60166496	20.51670647	1440.0102000000002	0.60166496	20.948946	1.0
0.5045228	20.28517151	1387.4247500000001	0.5045228	21.44490051	1.0
0.46427333	22.20561028	1075.43275	0.46427333	19.96639633	1.0
0.2551746	19.34488487	1297.9445	0.2551746	18.68362617	1.0
0.6237209	19.7988224	1058.93415	0.6237209	21.5709362	1.0
0.20050916	20.60787582	1227.4166	0.20050916	18.87669754	1.0
0.21092075	18.50913811	1128.58885	0.21092075	17.95228767	1.0
0.4992065	20.67684937	1417.3613	0.4992065	20.84492302	1.0
0.53915423	21.22895622	910.3904	0.53915423	20.47313881	1.0
0.29461738	18.58087158	1008.7155	0.29461738	19.12924194	1.0
0.4857108	22.61029053	1399.0905	0.4857108	19.7317543	1.0
0.59557825	21.12943268	1676.5332	0.59557825	20.56115723	1.0
0.41162097	20.8819313	1369.8685	0.41162097	22.03115654	1.0
0.5482871	20.48249054	1382.7846	0.5482871	19.87604332	1.0
0.37674537	19.72147942	1520.046	0.37674537	22.04043579	1.0
0.46430668	20.16118813	1410.4086499999999	0.46430668	20.40675735	1.0
0.36069813	19.98433876	846.3105	0.36069813	19.20282936	1.0
